"","fvegHW90mask","aetoct_90m","cwdoct_90m","pptoct_90m","pptdjf_90m","pptjja_90m","tmnoct_90m","tmxoct_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",7,51.157299041748,27.7793006896973,66.0692977905273,233.11799621582,5.80819988250732,9.02070045471191,23.4493007659912,30.1177005767822,2.55259990692139,-258453.330789406,147183.589665456
