"","fvegHW90mask","aetdec_90m","cwddec_90m","pptdec_90m","pptdjf_90m","pptjja_90m","tmndec_90m","tmxdec_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",8,19.7509994506836,0,177.961303710938,179.49870300293,3.21720004081726,2.32200002670288,12.3599996566772,31.0492000579834,2.54909992218018,-237258.13032453,108456.881188753
