"","fvegHW90mask","aetjan_90m","cwdjan_90m","pptjan_90m","pptdjf_90m","pptjja_90m","tmnjan_90m","tmxjan_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",9,NA,NA,127.750701904297,125.892997741699,3.26810002326965,3.62800002098083,12.3859996795654,32.782600402832,4.11770009994507,-90575.9104212679,84429.246955703
"2",9,NA,NA,127.750701904297,125.892997741699,3.26810002326965,3.62800002098083,12.3859996795654,32.782600402832,4.11770009994507,-90575.9104212679,84429.246955703
"3",9,NA,NA,127.750701904297,125.892997741699,3.26810002326965,3.62800002098083,12.3859996795654,32.782600402832,4.11770009994507,-90575.9104212679,84429.246955703
"4",9,NA,NA,127.750701904297,125.892997741699,3.26810002326965,3.62800002098083,12.3859996795654,32.782600402832,4.11770009994507,-90575.9104212679,84429.246955703
"5",15,29.5200004577637,0,147.010696411133,150.966796875,1.75639998912811,5.69500017166138,13.4209995269775,24.9002990722656,6.12860012054443,-216089.568361409,1154.785725391
"6",5,36.9249992370605,26.3150005340576,51.8213005065918,55.0220985412598,1.03620004653931,7.95730018615723,19.1667003631592,24.2959995269775,7.93340015411377,202528.610127482,-492132.636478003
"7",2,34.1827011108398,0,188.522003173828,187.166107177734,4.0398998260498,5.76929998397827,12.2707004547119,25.2171993255615,5.8983998298645,-192791.926613688,-74607.1832728703
"8",2,34.1827011108398,0,188.522003173828,187.166107177734,4.0398998260498,5.76929998397827,12.2707004547119,25.2171993255615,5.8983998298645,-192791.926613688,-74607.1832728703
