"","fvegHW90mask","bird90","mammal90","reptile90","aetfeb_90m","cwdfeb_90m","pptfeb_90m","pptdjf_90m","pptjja_90m","tmnfeb_90m","tmxfeb_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"124",2,188,50,20,44.375,0,147.548706054688,148.251205444336,1.7548999786377,4.37270021438599,17.6392993927002,30.1466007232666,3.667799949646,-198157.901952919,-65505.6901046424
"125",15,182,49,20,44.7599983215332,0,210.391998291016,199.239593505859,4.40339994430542,4.94199991226196,12.1352996826172,24.4689998626709,5.98820018768311,-190749.371916445,-80454.5558278761
"126",15,184,50,20,42.2622985839844,0,191.533996582031,183.37190246582,3.87339997291565,5.23969984054565,13.0749998092651,25.3437995910645,5.93370008468628,-192765.700088367,-73997.5688679526
"127",15,182,50,20,43.1689987182617,0,183.297698974609,185.331604003906,3.02489995956421,4.91669988632202,15.6696996688843,28.1569004058838,5.11030006408691,-197570.23456358,-70415.2047836594
"128",15,184,50,20,43.2453002929688,0,161.589996337891,162.593399047852,2.13540005683899,4.66470003128052,17.0352993011475,29.6016998291016,4.31979990005493,-196699.072238836,-69190.216439371
"129",5,189,46,21,58.8600006103516,5.96000003814697,105.556701660156,88.8619003295898,1.13489997386932,6.97830009460449,17.9407005310059,22.8012008666992,6.02299976348877,20294.200184096,-399761.846846613
"130",15,182,49,20,44.6469993591309,0.672699987888336,202.547698974609,188.256805419922,3.75399994850159,5.19969987869263,12.6040000915527,25.1147994995117,5.86210012435913,-190696.885304916,-76306.4776089946
"131",15,171,46,20,40.1209983825684,0,247.919296264648,237.673004150391,2.85859990119934,5.45900011062622,12.7889995574951,26.2318000793457,6.07760000228882,-170103.300378148,-89970.3207159727
"132",7,183,49,21,41.7383003234863,0,238.50830078125,222.544296264648,3.39779996871948,5.45930004119873,13.5846996307373,26.253999710083,6.03529977798462,-183185.237548346,-85771.555411072
"133",7,186,49,18,47.940299987793,0,146.647003173828,142.675201416016,1.68840003013611,5.23299980163574,17.011999130249,24.8372993469238,4.62680006027222,-169160.057027727,-111161.854218094
"134",7,187,50,20,46.7846984863281,0,165.022994995117,160.869705200195,1.9157999753952,5.09070014953613,16.8747005462646,25.9438991546631,4.56199979782104,-169263.406363473,-109670.011721519
"135",8,186,49,19,48.6510009765625,0,240.603302001953,235.976593017578,2.87890005111694,5.43069982528687,16.3239994049072,26.5382995605469,5.37069988250732,-184694.445042566,-109012.210242408
"136",7,187,49,18,48.560001373291,0,141.484298706055,137.579193115234,1.5430999994278,5.20469999313354,17.0923004150391,24.3003997802734,4.52909994125366,-168426.968845229,-111626.806787777
"137",5,188,50,19,48.25,0,168.582702636719,162.326995849609,2.28509998321533,5.58230018615723,16.8936996459961,23.6033992767334,4.85690021514893,-178272.674337756,-111652.122718479
"138",7,154,61,20,29.1480007171631,0,316.875701904297,314.630401611328,16.494800567627,2.64499998092651,14.1167001724243,33.2207984924316,2.24000000953674,-188691.268171085,319822.159041665
"139",7,156,59,20,28.6142997741699,0,305.160308837891,304.123107910156,13.2040996551514,2.8636999130249,13.9666996002197,33.1967010498047,2.68129992485046,-195919.527819718,311728.903099314
"140",15,147,59,19,15.5697002410889,0,233.752304077148,244.135406494141,14.2424001693726,-0.500699996948242,11.5507001876831,31.1788997650146,-0.792800009250641,-225859.258605708,294945.17606327
"141",15,158,59,20,29.5487003326416,0,304.274291992188,301.888793945312,12.8568000793457,3.43569993972778,13.975700378418,33.1520004272461,3.13790011405945,-197629.330418927,308964.742839363
"142",7,157,60,20,NA,NA,342.361999511719,325.028686523438,15.3896999359131,2.74970006942749,14.4409999847412,33.3978004455566,2.44519996643066,-199756.908213867,321479.052594189
