"","fvegHW90mask","bird90","mammal90","reptile90","aetjan_90m","cwdjan_90m","pptjan_90m","pptdjf_90m","pptjja_90m","tmnjan_90m","tmxjan_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"137",15,148,60,20,14.226300239563,0,262.463714599609,289.859985351562,14.3107995986938,2.08200001716614,10.7523002624512,32.3620986938477,2.19409990310669,-203076.833737383,333697.665221203
"138",15,163,44,17,18.4913005828857,0,159.668304443359,151.322296142578,9.23840045928955,3.08369994163513,12.93630027771,34.4042015075684,3.48909997940063,-182197.676457198,280566.383517693
"139",15,147,43,16,18.059700012207,0,149.372695922852,140.453094482422,8.47659969329834,2.4342999458313,13.0253000259399,34.7344017028809,2.92239999771118,-192237.718802035,274754.180726378
"140",15,147,43,16,18.1597003936768,0,149.794692993164,140.887405395508,8.46679973602295,2.45000004768372,13.0227003097534,34.7561988830566,2.93440008163452,-192273.301289957,275202.901722976
"141",5,151,54,20,19.3213005065918,0,210.427703857422,207.330902099609,10.9919996261597,3.38330006599426,13.3210000991821,34.8726997375488,3.69600009918213,-207111.598017647,291065.162771033
"142",15,151,46,16,19.2187004089355,0,190.956695556641,187.317398071289,9.74219989776611,2.98469996452332,13.4329996109009,35.5629005432129,3.4326000213623,-201056.995201642,289354.604546927
"143",7,147,59,19,10.9567003250122,0,164.307998657227,165.100601196289,12.6149997711182,-0.473699986934662,9.31999969482422,29.0513000488281,-0.499799996614456,-157911.073461113,274993.055596591
"144",15,145,43,15,19.1597003936768,0,181.729995727539,177.027694702148,10.454400062561,2.99469995498657,13.0832996368408,34.5956001281738,3.26999998092651,-211783.151694763,278120.505297759
"145",15,146,44,15,18.0977001190186,0,157.156997680664,148.553695678711,8.9827995300293,2.68199992179871,13.0469999313354,34.548698425293,3.15560007095337,-194570.741595862,270664.642934238
"146",15,152,60,20,15.5426998138428,0,270.753997802734,301.410095214844,14.7242002487183,2.35999989509583,11.2896995544434,32.0556983947754,2.38269996643066,-203627.117918561,327322.599954872
"147",5,161,56,20,20.7943000793457,0,259.657287597656,268.989105224609,13.4334001541138,3.91100001335144,12.3627004623413,33.937801361084,4.19110012054443,-202115.591673537,299681.072947147
