"","fvegHW90mask","bird90","mammal90","reptile90","aetsep_90m","cwdsep_90m","pptsep_90m","pptdjf_90m","pptjja_90m","tmnsep_90m","tmxsep_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",15,189,47,17,5.9503002166748,116.026298522949,5.9503002166748,127.490303039551,2.15000009536743,11.7930002212524,26.3470001220703,26.2537002563477,4.54239988327026,-188678.212169587,-19849.178507566
