"","fvegHW90mask","bird90","mammal90","reptile90","aetapr_90m","cwdapr_90m","pptapr_90m","pptdjf_90m","pptjja_90m","tmnapr_90m","tmxapr_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"44",15,164,48,19,110.777702331543,0,62.5326995849609,207.220092773438,2.60820007324219,4.92000007629395,20.5009994506836,31.8111000061035,1.54990005493164,-228810.250284318,85336.7131496686
"45",15,157,49,19,68.814697265625,41.5519981384277,51.6106986999512,175.825897216797,2.65129995346069,6.09630012512207,19.6783008575439,31.8589992523193,3.37800002098083,-218963.099500708,93161.2862675292
"46",15,150,55,19,93.4960021972656,0,83.2539978027344,226.283294677734,5.53079986572266,2.03570008277893,19.9216995239258,32.5066986083984,-0.762000024318695,-252819.937781857,162342.419619686
"47",2,156,52,18,112.073303222656,0,61.6203002929688,196.695007324219,2.63739991188049,6.70329999923706,20.6233005523682,29.1128005981445,3.84220004081726,-238727.539799049,67878.3734258269
"48",15,172,49,18,106.352996826172,0,43.2290000915527,149.714904785156,2.63369989395142,3.87229990959167,19.9057006835938,31.8118000030518,0.158800005912781,-224543.779969042,102457.106010227
"49",5,157,53,19,99.370002746582,0,74.8416976928711,198.062896728516,4.97009992599487,3.34200000762939,19.548999786377,31.3607006072998,0.565100014209747,-254387.141540801,141383.171993049
"50",15,163,49,19,78.3632965087891,28.1623001098633,46.4622993469238,152.966995239258,2.54320001602173,4.06430006027222,20.1916999816895,32.219799041748,0.891099989414215,-243330.813003696,114925.892505987
"51",8,152,54,19,64.060302734375,43.8897018432617,62.8287010192871,202.715393066406,2.1256000995636,5.52400016784668,18.3717002868652,30.4333992004395,2.93289995193481,-227389.424469277,126078.365827107
"52",8,143,49,20,69.024299621582,35.9496994018555,60.2262992858887,195.997894287109,2.77830004692078,5.22069978713989,18.6683006286621,31.3876991271973,3.03080010414124,-214569.135300145,127833.574165996
"53",7,144,56,19,77.7182998657227,23.4316997528076,56.5579986572266,205.419799804688,3.49830007553101,5.68100023269653,18.6597003936768,30.8696002960205,3.02029991149902,-224010.396097451,133500.971141551
"54",8,140,58,19,77.8647003173828,24.8997001647949,56.5223007202148,187.89729309082,1.77479994297028,4.37569999694824,19.7602996826172,31.6390991210938,1.43519997596741,-223349.003643031,129549.372092662
"55",15,160,48,19,66.9317016601562,45.3889999389648,52.3917007446289,179.516006469727,2.63980007171631,5.32730007171631,19.8567008972168,31.8855991363525,2.22420001029968,-222376.880912122,92680.1870923904
"56",8,152,54,19,64.060302734375,43.8897018432617,62.8287010192871,202.715393066406,2.1256000995636,5.52400016784668,18.3717002868652,30.4333992004395,2.93289995193481,-227393.393381798,126081.700364634
"57",8,151,56,29,65.2173004150391,71.0427017211914,42.9080009460449,123.503898620605,4.21979999542236,9.28829956054688,22.2546997070312,30.4736995697021,7.00509977340698,182119.542858224,-424578.499688916
"58",15,152,57,28,46.5330009460449,91.8870010375977,39.9967002868652,127.302803039551,5.03539991378784,7.36530017852783,22.2042999267578,33.1358985900879,4.23960018157959,259302.154682306,-421664.055126677
"59",15,164,52,18,83.0690002441406,41.9309997558594,56.8213005065918,127.865798950195,3.94109988212585,5.70599985122681,20.5186996459961,33.4157981872559,2.01399993896484,49913.5083133922,-94071.0566568673
"60",5,197,53,15,95.6287002563477,14.2812995910645,65.9587020874023,239.365203857422,4.36359977722168,7.61569976806641,19.4606990814209,27.0638008117676,5.53189992904663,-231535.33836165,-5167.37605542829
"61",5,204,52,15,NA,NA,37.5623016357422,121.633102416992,2.13919997215271,9.22299957275391,16.2677001953125,18.8568992614746,7.30719995498657,-222182.622139371,-18682.7179273488
"62",5,207,53,15,70.9737014770508,40.0297012329102,37.8417015075684,124.763198852539,2.2846999168396,9.37870025634766,17.5387001037598,20.3376998901367,7.21120023727417,-217795.15989623,-17259.4919187655
"63",2,195,53,15,107.033699035645,4.89300012588501,50.6362991333008,174.132095336914,3.26259994506836,7.64330005645752,19.1142997741699,23.1128005981445,5.45329999923706,-245214.739929411,6307.24034417979
"64",2,199,54,15,106.887702941895,5.69229984283447,51.6757011413574,177.437698364258,3.41210007667542,8.40670013427734,18.1362991333008,21.7777996063232,6.63670015335083,-238058.284707139,-4064.63000582531
"65",15,202,50,15,87.2856979370117,25.0876998901367,45.7597007751465,163.618194580078,1.77180004119873,8.32369995117188,20.0603008270264,25.8099002838135,5.70989990234375,-218750.131521023,1685.10602664994
"66",15,198,42,14,86.7509994506836,25.9356994628906,44.8852996826172,160.253997802734,1.72720003128052,8.25870037078857,20.0540008544922,25.6991004943848,5.64300012588501,-218930.23313721,2064.3874508366
"67",15,197,52,15,69.2337036132812,42.2729988098145,64.222297668457,240.585296630859,4.24440002441406,7.31629991531372,19.4552993774414,27.5280990600586,5.87239980697632,-230081.466842615,-2629.66329952283
"68",15,128,63,17,102.703002929688,14.2537002563477,65.1632995605469,157.130294799805,4.17560005187988,5.98169994354248,20.6282997131348,33.6526985168457,2.16170001029968,19016.3310095668,-37960.1869090577
"69",7,124,62,17,100.548698425293,0,73.722297668457,184.942092895508,4.78980016708374,2.51600003242493,15.9693002700806,28.7973003387451,-0.523599982261658,28436.1263018946,-52107.1330923541
"70",15,120,64,17,88.0356979370117,0,74.0800018310547,171.015899658203,6.25019979476929,2.24329996109009,15.944299697876,28.2963008880615,-1.6055999994278,31431.2308711252,-32119.7592852656
"71",8,140,59,20,90.1689987182617,17.5977001190186,59.6640014648438,136.087203979492,3.65330004692078,6.26030015945435,19.2532997131348,31.9398994445801,2.48709988594055,10010.3926657861,-40321.4468974844
"72",15,145,60,19,102.320999145508,9.05130004882812,68.3757019042969,162.104904174805,3.87280011177063,4.99830007553101,18.4360008239746,31.1968994140625,1.19169998168945,6528.59238640285,-51708.2589106341
"73",15,135,61,19,92.5552978515625,19.8146991729736,62.8699989318848,144.930206298828,4.00479984283447,6.15869998931885,19.7929992675781,32.7727012634277,2.34130001068115,13935.8091701381,-38959.5915461597
"74",5,136,61,18,79.6660003662109,36.9873008728027,63.8067016601562,151.787994384766,4.13079977035522,6.09100008010864,19.8652992248535,32.9291000366211,2.20040011405945,16805.8110449324,-38098.3279373413
"75",7,124,62,17,101.30770111084,0,74.0029983520508,185.662200927734,4.8649001121521,2.6143000125885,15.9173002243042,28.5956001281738,-0.344999998807907,28798.7812638985,-52372.6901487056
"76",15,167,50,17,106.261299133301,12.1793003082275,64.931999206543,152.963104248047,3.51620006561279,5.18900012969971,19.6800003051758,32.3763999938965,1.52890002727509,3434.25318830116,-57390.625348316
"77",5,121,64,17,51.9696998596191,20.0323009490967,73.1780014038086,176.233200073242,5.67180013656616,1.15400004386902,14.8660001754761,26.7679996490479,-2.07940006256104,31083.383497387,-33254.9686487531
"78",7,123,61,17,84.152702331543,17.363000869751,73.5932998657227,186.016006469727,4.63479995727539,2.64400005340576,15.8850002288818,28.5552005767822,-0.377400010824203,30300.8856631818,-52967.6790308533
"79",15,146,60,19,101.760696411133,9.9689998626709,68.9417037963867,164.350402832031,3.80629992485046,4.79470014572144,18.43630027771,31.2845993041992,1.14719998836517,6961.61256817982,-52574.9977221824
"80",2,156,53,17,110.463302612305,0,70.992301940918,188.418899536133,4.00719976425171,6.39099979400635,20.0842990875244,28.8421001434326,3.91280007362366,-300204.882437377,123509.308913968
"81",7,144,61,18,91.1072998046875,0.996999979019165,93.117301940918,194.833892822266,9.15170001983643,3.05170011520386,19.1446990966797,32.2448997497559,0.374700009822845,-262290.528579524,205557.472706703
"82",15,170,50,22,67.0857009887695,52.2243003845215,45.7406997680664,115.877998352051,0.72759997844696,4.37029981613159,22.8316993713379,33.5026016235352,1.37730002403259,-134235.701024951,-197723.34634304
"83",15,174,48,22,92.7647018432617,18.8052997589111,36.7729988098145,96.6647033691406,1.80359995365143,8.18529987335205,17.1947002410889,18.8526000976562,5.86509990692139,-172195.246346658,-171880.202517242
"84",15,170,47,22,115.416702270508,0.0266999993473291,52.8489990234375,152.231994628906,1.77219998836517,6.41429996490479,18.5912990570068,23.4698009490967,5.63920021057129,-159398.257341833,-195161.331551518
"85",8,171,48,22,89.7910003662109,24.0522994995117,40.4529991149902,131.809600830078,1.0106999874115,6.89830017089844,16.5032997131348,19.3717002868652,5.11819982528687,-138280.440547471,-220934.779724545
"86",8,171,48,22,89.7910003662109,24.0522994995117,40.4529991149902,131.809600830078,1.0106999874115,6.89830017089844,16.5032997131348,19.3717002868652,5.11819982528687,-138389.98625057,-221011.012858808
"87",7,172,46,17,115.62329864502,0,53.1557006835938,186.8876953125,2.49020004272461,6.45870018005371,22.1679992675781,31.6382007598877,3.46770000457764,-219516.746846563,62440.7011794518
"88",7,174,47,18,112.256698608398,0,59.7933006286621,198.649398803711,3.04809999465942,5.98629999160767,19.3442993164062,29.3383007049561,3.92000007629395,-212578.63082879,63370.9741489333
"89",15,142,57,22,103.166999816895,6.11299991607666,97.875,217.582992553711,6.7810001373291,6.03369998931885,20.056999206543,32.7891998291016,2.64800000190735,-93869.4284660096,143020.171697841
"90",15,142,56,22,107.598999023438,0.947700023651123,95.1797027587891,210.918106079102,6.59619998931885,6.10169982910156,20.0433006286621,32.82080078125,2.69219994544983,-94380.2363864714,142370.33635597
"91",15,171,55,31,48.6829986572266,87.3970031738281,35.6722984313965,99.2463989257812,2.43009996414185,9.00269985198975,20.7036991119385,31.3115997314453,7.26719999313354,236289.990741255,-481562.981657837
"92",2,191,54,24,40.3493003845215,95.847297668457,18.4927005767822,56.3202018737793,1.02530002593994,10.5172996520996,21.729700088501,25.4367008209229,7.86159992218018,202757.872908671,-492299.469569618
"93",15,140,54,22,105.571701049805,4.68499994277954,76.7242965698242,162.921005249023,4.5366997718811,6.55429983139038,19.3199996948242,31.5083999633789,2.86339998245239,-82822.3410939433,107380.004979067
"94",15,139,55,22,84.8223037719727,29.0109996795654,91.1399993896484,203.739807128906,6.44540023803711,5.71000003814697,19.3533000946045,31.7028999328613,2.19519996643066,-81462.7439419576,121982.430457061
"95",2,165,45,19,117.64330291748,0,56.1016998291016,126.88639831543,3.24340009689331,8.1702995300293,20.8663005828857,32.657398223877,4.03630018234253,-100813.642551053,100718.603915272
"96",2,138,55,22,77.6483001708984,31.1583003997803,78.61669921875,162.678695678711,4.74420022964478,6.35599994659424,20.44700050354,32.6627998352051,2.54509997367859,-78449.8415461039,104614.829306265
"97",5,161,61,33,59.1593017578125,79.867301940918,27.8787002563477,77.2684020996094,4.93860006332397,7.21169996261597,23.0533008575439,34.2029991149902,4.25790023803711,288831.909601077,-449726.779072289
"98",15,170,55,31,36.9687004089355,99.5513000488281,22.9652996063232,83.4700012207031,2.28889989852905,8.87969970703125,22.2453002929688,31.5531997680664,7.44509983062744,253024.160286554,-494203.448071509
"99",15,160,58,36,76.4039993286133,31.3917007446289,42.7997016906738,98.8135986328125,12.5291996002197,2.40030002593994,18.1690006256104,29.37619972229,-0.59060001373291,296771.097294312,-460272.224048607
"100",7,156,58,35,65.2192993164062,41.7999992370605,48.9352989196777,114.835800170898,13.078200340271,2.47270011901855,15.9173002243042,26.5806999206543,-0.898899972438812,302640.216264969,-467537.264188106
"101",15,167,39,14,119.63500213623,0.811699986457825,44.4477005004883,109.999298095703,2.67779994010925,8.67969989776611,21.7469997406006,33.2672004699707,4.55569982528687,-103199.851483241,71004.8270349354
"102",15,168,38,14,120.058296203613,1.29830002784729,44.4253005981445,108.674102783203,2.70499992370605,8.69229984283447,21.7189998626709,33.2084007263184,4.55800008773804,-105253.556459706,71542.1603169427
"103",15,168,38,14,120.058296203613,1.29830002784729,44.4253005981445,108.674102783203,2.70499992370605,8.69229984283447,21.7189998626709,33.2084007263184,4.55800008773804,-105255.195574447,71549.9628354977
"104",2,168,38,14,119.902702331543,1.42729997634888,44.2653007507324,107.957397460938,2.70840001106262,8.65299987792969,21.7763004302979,33.2294006347656,4.55389976501465,-105312.849076574,70950.1829794082
"105",15,156,60,24,81.5046997070312,10.9556999206543,43.6403007507324,133.068801879883,10.8912000656128,0.844299972057343,16.4412994384766,26.7063999176025,-2.80739998817444,284270.26056909,-431785.948675754
"106",5,114,40,30,9.78299999237061,133.193695068359,7.58699989318848,29.3171997070312,3.85999989509583,6.03499984741211,23.4909992218018,35.3181991577148,0.44200000166893,246927.510854094,-386972.08693509
"107",5,168,56,27,51.5457000732422,86.9577026367188,25.8733005523682,88.6163024902344,1.37339997291565,9.59570026397705,23.8083000183105,31.3668003082275,6.48330020904541,212331.114665258,-448585.795232052
"108",15,150,55,29,60.2029991149902,74.8669967651367,53.5443000793457,183.262893676758,3.39910006523132,8.13969993591309,22.2322998046875,31.8894004821777,5.99289989471436,233479.914059372,-418221.577210861
"109",15,147,53,28,74.190299987793,29.2656993865967,72.7880020141602,257.171600341797,5.39769983291626,2.84400010108948,16.9722995758057,28.2019996643066,-0.675000011920929,225275.685915728,-415319.802559961
"110",2,160,57,33,57.8787002563477,42.8030014038086,53.7097015380859,123.771697998047,13.7011003494263,2.3066999912262,15.6463003158569,27.4288997650146,-1.10440003871918,325124.962532233,-553722.780087076
"111",7,162,56,33,107.752700805664,7.14099979400635,58.1893005371094,124.471801757812,10.4706001281738,3.5699999332428,17.2826995849609,28.8572998046875,0.6564000248909,321337.486613335,-557740.649239191
"112",8,188,47,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,-208474.907810455,-92723.6378798475
"113",5,200,48,17,56.6162986755371,56.7737007141113,35.7330017089844,110.574203491211,1.58589994907379,8.71199989318848,19.7206993103027,24.8729991912842,5.76840019226074,-202011.983917717,1635.93509189924
"114",2,182,51,20,103.456001281738,10.3540000915527,65.831298828125,173.286895751953,4.03959989547729,6.39529991149902,18.7672996520996,27.1226005554199,5.23810005187988,-196892.526438553,-79822.8942767605
"115",2,188,50,20,113.950698852539,3.8092999458313,46.7913017272949,148.251205444336,1.7548999786377,6.24599981307983,22.309700012207,30.1466007232666,3.667799949646,-198157.901952919,-65505.6901046424
"116",2,190,47,19,105.34700012207,1.38970005512238,45.3827018737793,132.243392944336,2.95670008659363,8.27169990539551,16.238000869751,18.841100692749,7.28959989547729,-221173.102923085,-49316.9241588004
"117",15,185,46,21,75.5240020751953,54.0427017211914,27.2397003173828,97.2758026123047,0.990599989891052,8.51669979095459,19.9517002105713,23.2600994110107,6.08519983291626,47886.5306785282,-401324.011680805
"118",15,180,47,19,42.3059997558594,84.4007034301758,30.9829998016357,99.4030990600586,1.08120000362396,8.15229988098145,19.5100002288818,23.5552005767822,6.00269985198975,-21759.8233286805,-391995.57953049
"119",2,113,19,4,NA,NA,22.6296997070312,68.7996978759766,0.75220000743866,9.39900016784668,18.7749996185303,21.5170001983643,7.69290018081665,-15262.8863324445,-455230.941385155
"120",2,114,19,4,37.9412994384766,83.0886993408203,26.3603000640869,80.1171035766602,0.833899974822998,8.59270000457764,18.5470008850098,21.5804004669189,6.83809995651245,-13186.2335770454,-444973.498241906
"121",2,114,19,4,31.503999710083,87.9192962646484,22.307300567627,77.5983963012695,0.921800017356873,9.06529998779297,18.8717002868652,21.8367004394531,7.28369998931885,301.852841253895,-449770.328569567
"122",2,114,19,4,38.3466987609863,79.1900024414062,28.2896995544434,85.4541015625,0.985599994659424,8.34799957275391,18.1049995422363,21.2572994232178,6.67500019073486,-8321.14294263641,-446017.491209409
"123",2,113,19,4,50.9612998962402,59.0252990722656,37.1829986572266,115.783096313477,1.01730000972748,7.480299949646,15.5256996154785,20.0767993927002,7.50780010223389,-8335.3762739394,-451094.386633811
"124",5,113,19,4,69.7617034912109,54.0382995605469,25.2189998626709,77.4642028808594,0.86269998550415,8.90330028533936,18.7243003845215,21.5097007751465,7.20499992370605,-18353.5254426062,-450827.349976016
"125",15,113,19,4,36.358699798584,77.4779968261719,32.5213012695312,97.3331985473633,1.02090001106262,7.91900014877319,17.0130004882812,21.0356998443604,6.99259996414185,-6596.5280995052,-447730.036928148
"126",8,113,19,4,47.4269981384277,66.0463027954102,32.0480003356934,96.2440032958984,1.0194000005722,7.93900012969971,17.1996994018555,21.3460998535156,6.78039979934692,-5314.24972622676,-449059.396606011
"127",8,113,19,4,49.726001739502,67.3339996337891,25.9750003814697,81.9303970336914,0.847299993038177,8.60029983520508,18.2213001251221,21.4909992218018,6.94199991226196,-4603.08094223754,-454805.578779357
"128",8,113,19,4,47.064998626709,71.5483016967773,24.2409992218018,78.2321014404297,0.792999982833862,8.94429969787598,18.5639991760254,21.6112995147705,7.28380012512207,-5619.6771895901,-454962.814814968
"129",8,113,19,4,30.2292995452881,86.0073013305664,28.8047008514404,86.8115997314453,0.875100016593933,8.45930004119873,17.7900009155273,21.3040008544922,6.92059993743896,-7812.47411211875,-454407.679771232
"130",8,113,19,4,40.4002990722656,74.809700012207,30.8682994842529,92.9933013916016,1.02269995212555,8.09329986572266,17.4106998443604,21.2092990875244,6.83690023422241,-7471.19888125538,-446971.410705809
"131",8,113,19,4,47.8359985351562,68.4039993286133,29.8236999511719,89.1519012451172,1.02240002155304,8.17570018768311,17.7423000335693,21.2085990905762,6.69259977340698,-7519.45801444197,-446468.006238141
"132",15,147,46,24,64.2070007324219,44.6063003540039,40.964298248291,117.584197998047,1.0654000043869,7.02330017089844,17.4493007659912,29.364200592041,4.83059978485107,-129179.884444367,-97995.9272231651
"133",2,148,46,25,74.0120010375977,34.1747016906738,50.8880004882812,111.055198669434,1.94439995288849,6.47230005264282,17.4370002746582,25.4169998168945,4.80089998245239,-148281.446702917,-82177.307233741
"134",2,184,50,20,77.1230010986328,32.4537010192871,64.4473037719727,187.166107177734,4.0398998260498,6.62400007247925,16.5056991577148,25.2171993255615,5.8983998298645,-192538.692341689,-74757.5486926669
"135",2,149,45,25,100.38330078125,11.6366996765137,44.7976989746094,112.318603515625,0.658900022506714,6.21299982070923,19.3903007507324,28.2604007720947,4.30819988250732,-141931.838907426,-93305.3188479813
"136",7,186,50,19,102.848701477051,14.1780004501343,65.7060012817383,193.199905395508,2.37930011749268,6.71029996871948,20.4150009155273,24.2980003356934,4.2810001373291,-181897.779979238,-110329.41491115
"137",7,185,49,19,109.724700927734,7.05530023574829,71.1023025512695,207.404205322266,2.5246000289917,6.32630014419556,20.1909999847412,25.2252006530762,4.55970001220703,-182159.580800221,-110516.098715893
"138",7,185,49,19,105.828002929688,11.7620000839233,77.2850036621094,222.459701538086,2.65960001945496,6.24329996109009,19.971700668335,26.2122993469238,5.08519983291626,-182601.137633115,-110506.538074109
"139",7,187,50,20,100.859001159668,17.6909999847412,55.7363014221191,160.869705200195,1.9157999753952,6.18529987335205,21.68869972229,25.9438991546631,4.56199979782104,-169263.406363473,-109670.011721519
"140",7,186,49,18,97.9509963989258,21.1222991943359,49.6057014465332,142.675201416016,1.68840003013611,6.54099988937378,21.2073001861572,24.8372993469238,4.62680006027222,-169092.358660967,-110977.548840331
"141",8,186,49,19,116.769996643066,0,82.2419967651367,235.976593017578,2.87890005111694,6.59569978713989,19.4316997528076,26.5382995605469,5.37069988250732,-184695.4221574,-109012.188813489
"142",8,186,49,19,116.769996643066,0,82.2419967651367,235.976593017578,2.87890005111694,6.59569978713989,19.4316997528076,26.5382995605469,5.37069988250732,-184693.645584973,-109012.227775075
