"tickpres9.species","longitude","latitude"
"Ixodes pacificus",-88177.6182651799,166386.803768216
"Ixodes pacificus",-87121.9226905412,167149.994936551
"Ixodes pacificus",-222996.852072954,414197.641709358
"Ixodes pacificus",-256867.570378175,406016.597572822
"Ixodes pacificus",-221833.002641596,39907.6787594808
"Ixodes pacificus",-221833.002641596,39907.6787594808
"Ixodes pacificus",-221833.002641596,39907.6787594808
"Ixodes pacificus",-122059.415961833,-65128.5404375214
"Ixodes pacificus",-121152.623360915,-65375.1702999366
"Ixodes pacificus",-122059.415961833,-65128.5404375214
"Ixodes pacificus",-121152.623360915,-65375.1702999366
"Ixodes pacificus",-227392.283452531,341958.278484566
"Ixodes pacificus",-248792.091628943,297729.037002807
"Ixodes pacificus",-249550.171371336,296308.41596379
"Ixodes pacificus",18472.6552240528,-7312.65788515285
"Ixodes pacificus",18472.6552240528,-7312.65788515285
"Ixodes pacificus",18472.6552240528,-7312.65788515285
"Ixodes pacificus",18472.6552240528,-7312.65788515285
"Ixodes pacificus",-194488.854841785,92722.5480787139
"Ixodes pacificus",-201375.535701944,102327.815767926
"Ixodes pacificus",-201375.535701944,102327.815767926
"Ixodes pacificus",-201375.535701944,102327.815767926
"Ixodes pacificus",-194488.854841785,92722.5480787139
"Ixodes pacificus",-194488.854841785,92722.5480787139
"Ixodes pacificus",-194488.854841785,92722.5480787139
"Ixodes pacificus",-194488.854841785,92722.5480787139
"Ixodes pacificus",-194488.854841785,92722.5480787139
"Ixodes pacificus",-194488.854841785,92722.5480787139
"Ixodes pacificus",-194488.854841785,92722.5480787139
"Ixodes pacificus",-194488.854841785,92722.5480787139
"Ixodes pacificus",-93271.7606807948,153837.996729089
"Ixodes pacificus",-93271.7606807948,153837.996729089
"Ixodes pacificus",-93271.7606807948,153837.996729089
"Ixodes pacificus",-93271.7606807948,153837.996729089
"Ixodes pacificus",-99355.0730415337,157510.543979183
