"","fvegHW90mask","aetaug_90m","cwdaug_90m","pptaug_90m","pptdjf_90m","pptjja_90m","tmnaug_90m","tmxaug_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",15,1.52129995822906,168.33869934082,1.52129995822906,190.159194946289,2.55590009689331,12.1127004623413,32.3390007019043,31.57200050354,3.67190003395081,-219650.865838,62265.7974379
"2",15,1.98300004005432,160.420303344727,1.98300004005432,245.485992431641,4.24860000610352,12.3039999008179,29.4542999267578,27.7378005981445,5.75400018692017,-232103.535952,-2193.90114392
"3",15,1.85570001602173,152.594299316406,1.85570001602173,127.366096496582,2.36730003356934,12.6906995773315,24.5156993865967,24.051700592041,5.83720016479492,-198847.643295,-9615.38340671
"4",15,2.11529994010925,152.781295776367,2.11529994010925,130.31379699707,2.53999996185303,12.5966997146606,25.5400009155273,24.7807998657227,5.60080003738403,-198113.951059,-10502.6753195
"5",15,2.50329995155334,153.403305053711,2.50329995155334,136.948104858398,2.82969999313354,13.0767002105713,26.2240009307861,24.9132995605469,6.49270009994507,-197518.269948,-11492.9306899
"6",2,0.287299990653992,160.712707519531,0.287299990653992,112.318603515625,0.658900022506714,12.7143001556396,28.7856998443604,28.2604007720947,4.30819988250732,-141930.693571,-93305.8886322
"7",7,0.769699990749359,159.520294189453,0.769699990749359,153.087997436523,1.90659999847412,11.4917001724243,25.8962993621826,25.2560997009277,4.70410013198853,-170869.99533,-110505.298902
