"","fvegHW90mask","aetsep_90m","cwdsep_90m","pptsep_90m","pptdjf_90m","pptjja_90m","tmnsep_90m","tmxsep_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",15,5.80569982528687,114.761001586914,5.80569982528687,160.253997802734,1.72720003128052,11.9827003479004,25.9137001037598,25.6991004943848,5.64300012588501,-218929.085829,2063.80591011
"2",15,5.9503002166748,116.026298522949,5.9503002166748,127.490303039551,2.15000009536743,11.7930002212524,26.3470001220703,26.2537002563477,4.54239988327026,-188677.066368,-19849.7568449
