Record,fvegHW90mask,aet_90m,cwd_90m,ppt_90m,pptdjf_90m,pptjja_90m,tmn_90m,tmx_90m,tmxjja_90m,tmndjf_90m,longitude,latitude
9675,11,282.083313,1143.73999,287.0367126,49.86109924,1.535899997,10.01329994,24.75,34.76300049,3.551700115,41187.83004,-164617.0222
5596,7,215.8500061,616.9533081,722.8032837,114.835701,13.26500034,-0.379999995,14.82670021,25.07290077,-6.588900089,23652.84341,74593.84387
8668,15,380.4500122,892.3433228,394.7033081,74.88569641,0.932399988,8.886699677,23.40329933,32.22439957,3.3829,-103762.6606,-111428.9186
8105,3,113.4800034,1042.41333,138.103302,15.14710045,10.32409954,5.079999924,19.97999954,31.14430046,-4.166399956,185141.0487,-82409.69252
1337,7,344.6832886,496.4367065,614.1500244,85.9178009,14.39379978,1.936699986,14.97329998,25.44659996,-4.111400127,-107610.7957,352441.3492
7091,7,454.5367126,505.7933044,1044.869995,185.0502014,5.134600163,3.053299904,16.42329979,25.24860001,-2.730999947,17530.35192,-24114.84893
8256,9,387.3833008,987.8366699,392.3933105,73.46710205,2.525599957,9.630000114,24.62330055,35.23320007,3.686100006,2213.27912,-88708.04208
17728,11,74.47329712,1482.050049,71.25,11.44789982,3.685800076,14.97329998,31.37999916,40.77519989,6.316999912,431903.8434,-561893.466
6077,15,412.4967041,816.2600098,942.3167114,184.476593,2.509900093,7.739999771,22.7133007,30.16629982,3.698899984,-220198.001,42987.05537
2042,7,502.0632935,384.126709,1526.053345,252.398407,13.6548996,6.986700058,18.30999947,23.28240013,3.773299932,-339026.6164,308884.6898
8530,1,169.7599945,419.2900085,672.0733032,118.1569977,11.18039989,-2.896699905,9.946700096,18.08480072,-9.507699966,123649.8093,-104280.3355
140,15,315.2767029,665.2432861,753.1599731,118.5522003,15.48239994,4.599999905,17.48329926,28.14039993,-1.563300014,-234050.9059,435441.4101
4843,15,535.5866699,729.5200195,751.8666992,130.7210999,3.393599987,9.483300209,23.11669922,32.65610123,3.904299974,-110969.208,125565.3899
4761,15,520.3300171,729.2000122,1093.556641,186.612793,5.721899986,8.529999733,22.23329926,31.46299934,2.751100063,-104336.5044,130594.6679
5604,15,415.5799866,747.4133301,1399.483276,263.2627869,4.551700115,8.516699791,19.84670067,26.29190063,5.369400024,-283618.1172,73891.20564
9453,2,280.9332886,944.4432983,419.6499939,82.99299622,0.70480001,5.733300209,22.41329956,30.82629967,1.154700041,-89087.3862,-153108.6456
7657,11,318.2033081,1022.783325,329.6700134,59.30820084,1.059999943,9.963299751,23.87330055,33.45460129,4.092000008,-60556.11261,-58947.74415
1056,7,380.5499878,545.8699951,743.7766724,110.2408981,12.60299969,2.356699944,16.42000008,27.4307003,-4.127099991,-123464.7797,371846.521
17254,3,100.3300018,1486.503296,100.2799988,15.33310032,6.144599915,17.89669991,30.12669945,39.94829941,9.382900238,441435.213,-523524.5948
5365,7,532.5432739,648.0900269,1300.959961,219.7386017,7.637899876,7.25330019,19.98999977,29.95910072,1.263700008,-52684.87379,90020.59913
10464,15,421.0899963,813.2866821,575.5233154,109.7610016,1.594599962,4.813300133,22.86330032,32.59159851,-0.053199999,-60465.88645,-200054.7276
11183,15,236.7633057,1072.726685,273.3500061,50.88069916,0.661599994,7.78000021,22.97330093,31.16040039,2.111599922,-20110.44238,-233987.741
12803,2,452.1900024,852.8867188,520.7733154,102.7025986,1.174000025,8.863300323,21.2866993,23.8640995,5.930900097,-64942.61634,-303659.913
7413,2,253.4033051,1019.130005,255.5899963,48.22489929,0.824599981,8.93999958,23.5,32.23500061,3.774800062,-120112.7302,-45431.19136
2776,1,313.5067139,479.0100098,1225.743286,199.9557037,15.71520042,-0.836700022,14.36330032,24.68720055,-6.18200016,-119915.5882,263080.8515
1534,3,234.8867035,675.7567139,466.0400085,57.5870018,12.20419979,1.296700001,16.74670029,27.43519974,-5.051599979,-88293.0963,340512.8624
6024,1,340.2099915,333.603302,1301.849976,216.8383942,15.93010044,-1.546700001,11.10000038,20.07489967,-7.849599838,20816.78787,46561.21999
14933,3,127.0500031,1328.993286,131.7967072,20.04840088,8.974100113,9.796699524,25.75329971,36.08990097,2.542200089,355028.1502,-388712.4224
12475,8,373.9899902,974.7667236,724.2932739,137.7368927,2.917099953,6.963300228,23.45000076,32.46179962,2.103300095,-30369.96318,-290115.4934
3903,7,477.8033142,637.5067139,2073.723389,365.6188049,11.78170013,6.769999981,18.76000023,27.87190056,1.154999971,-102631.6487,188618.0353
987,2,394.7966919,511.7432861,1033.716675,166.8560944,12.84000015,1.789999962,15.85000038,26.5904007,-4.368599892,-148786.9448,376561.9586
14657,3,112.2433014,1378.676758,115.9700012,17.06500053,8.67440033,11.18000031,27.59000015,38.2798996,2.539000034,354088.5945,-378139.9964
11815,2,387.1133118,890.460022,619.3267212,122.3488007,0.774299979,9.093299866,18.62669945,19.95429993,6.701399803,-107140.1261,-261438.1723
3230,15,272.8666992,599.9133301,993.2166748,170.8614044,8.738800049,3.663300037,17.95999908,28.38369942,-1.576900005,-244013.8371,235360.9793
5880,15,317.0232849,867.4033203,711.876709,137.0588989,2.458400011,8.313300133,22.37000084,31.39819908,4.020400047,-195067.6213,55253.08557
10264,8,285.7467041,1027.17334,349.9400024,68.80740356,0.629199982,5.583300114,24.59670067,33.18460083,1.325299978,-89110.13982,-191888.0025
7968,11,294.1333008,1044.43335,312.3299866,56.46459961,1.100200057,9.683300018,24.1067009,33.68199921,3.872699976,-65976.97584,-75272.17731
13363,3,97.77330017,1496.503296,101.3067017,15.23239994,5.930900097,11.79669952,27.86000061,39.020401,2.619699955,318023.786,-326644.949
325,7,565.2067261,377.6333008,2602.850098,422.0765991,28.63960075,7.483300209,16.60330009,22.98730087,3.704200029,-335498.0147,423077.6089
13743,3,114.6267014,1400.736694,118.0366974,17.82679939,7.738599777,10.86330032,26.45000076,37.22409821,3.129100084,338971.7522,-342253.0511
16354,3,92.09999847,1462.406738,92.00330353,13.7578001,7.142399788,17,30.00329971,39.95479965,7.457099915,425105.0866,-459876.3498
7803,5,297.25,928.9066772,429.7933044,81.75189972,1.165099978,9.5333004,21.12669945,26.05540085,5.576700211,-185747.5694,-66674.302
12941,3,186.7633057,1236.560059,193.3132935,24.45359993,15.0948,11.10000038,23.9633007,34.85400009,2.641000032,449657.8741,-308849.9162
2496,7,577.5499878,352.2999878,1442.016724,250.8177032,10.77740002,7.21999979,18.90999985,24.21199989,3.950099945,-351463.1772,280178.3879
904,7,548.6333008,505.0599976,1694.189941,295.4537964,13.79889965,6.75,20.70000076,31.18020058,1.615700006,-285706.2102,382374.8059
3245,7,262.7666931,553.9033203,864.3499756,160.996994,9.593600273,0.853299975,14.48670006,24.76259995,-5.304699898,-51785.86555,234583.9689
1060,7,288.1000061,562.6967163,892.7266846,148.6710968,13.70199966,2.893300056,16.28000069,26.75200081,-2.539700031,-226631.9383,371100.8638
7115,3,155.8666992,857.626709,201.8000031,26.85490036,9.783200264,1.370000005,18.61669922,29.89189911,-6.677700043,138205.4177,-25281.4829
13908,3,124.5800018,1336.156738,133.603302,25.34830093,1.942899942,8.823300362,25.29330063,35.89720154,0.37439999,187627.2198,-348795.923
8907,3,125.1699982,1064.676758,155.5733032,19.40060043,9.215600014,5.373300076,20.67670059,32.01079941,-3.409199953,221801.3436,-125310.0854
7538,15,412.3132935,788.083313,950.9432983,173.5682983,3.615400076,6.916699886,21.56669998,31.65169907,1.169199944,-1161.401889,-52329.55933
7320,3,252.4532928,565.4666748,531.8566895,91.60070038,12.91189957,-1.823300004,14.14000034,24.10400009,-9.029600143,93039.50321,-40350.96917
9270,15,362.5632935,894.7932739,529.6832886,102.134697,1.635200024,7.489999771,21.01670074,25.28739929,4.107900143,-136759.8619,-143436.3911
906,7,384.6932983,531.0800171,1345.140015,232.0912933,16.02280045,4.146699905,15.44330025,25.83090019,-1.663699985,-210380.857,382745.0775
7809,3,115.5999985,1157.853271,149.1833038,20.6243,6.779200077,4.309999943,22.91329956,34.23770142,-3.696199894,131433.3746,-67343.62251
4169,8,342.333313,492.4599915,1821.51001,312.5487976,15.0031004,3.013299942,13.50329971,22.84600067,-2.900300026,-56509.94808,170083.8885
10418,11,181.1833038,1236.339966,183.7266998,34.48479843,0.532000005,10.22999954,25.48670006,35.64009857,3.652699947,-18418.21597,-198492.229
5034,15,493.4700012,793.9500122,554.4567261,100.9423981,1.20539999,10.19330025,23.52330017,33.38029861,4.557700157,-124576.6051,112972.6357
8857,11,231.6432953,1146.530029,246.7100067,42.52410126,0.889800012,9.686699867,24.51000023,34.39459991,3.687900066,-24967.01391,-122389.4549
901,7,588.2966919,353.0766907,3228.47998,498.7463989,40.76169968,5.953299999,18.76000023,28.69919968,0.501299977,-303543.6112,382726.7131
3968,15,521.0067139,727.0532837,572.9332886,102.327301,4.82859993,9.236700058,24.19000053,33.85369873,3.571000099,-168956.3692,184335.642
15249,3,179.7100067,1273.283325,186.5467072,23.0394001,16.60470009,14.89999962,26.23329926,37.36539841,6.669700146,471997.282,-402069.2176
17664,8,296.4299927,989.0933228,456.0632935,79.79699707,10.37619972,7.283299923,24.24670029,34.24959946,2.282599926,330118.4447,-556569.8707
11339,3,133.0233002,1304.813354,148.0966949,23.14509964,6.57310009,10.72999954,26.4633007,37.91519928,1.616600037,352558.1585,-240825.2949
10598,2,209.6067047,1193.449951,214.5,41.32630157,0.885399997,9.483300209,26.18330002,36.01200104,3.010900021,-35644.38371,-206794.9816
6832,5,509.373291,748.5966797,877.5632935,154.328598,3.642800093,7.090000153,22.08329964,32.01919937,1.404600024,-28470.69534,-7519.911871
12461,2,396.4432983,934.7266846,774.5200195,152.0469971,1.588000059,7.013299942,23.14999962,30.03359985,3.431699991,-58218.02553,-289407.3458
1311,7,339.4599915,507.9432983,1481.900024,254.596405,16.7635994,3.256700039,18.92000008,30.32659912,-2.234699965,-223055.4436,353784.5716
6508,3,156.1399994,619.2266846,449.4700012,74.52610016,11.51410007,-2.74000001,14.56999969,24.46579933,-9.885299683,70635.00155,13863.67029
12520,3,169.103302,1183.056641,205.9732971,30.25,11.50409985,8.420000076,22.56329918,33.43379974,-0.040100001,388660.585,-292418.0608
577,7,509.5067139,358.6799927,2946.850098,470.8269958,33.10509872,4.96999979,15.59669971,25.73539925,0.021199999,-297869.8548,404677.3727
16635,3,95.38999939,1444.06665,95.29669952,13.91119957,6.596700191,15.67000008,31.0333004,41.19179916,6.408100128,462580.3957,-480236.7628
8139,2,292.5067139,1058.463257,322.0599976,58.1719017,1.109899998,9.113300323,24.61330032,34.48519897,3.33310008,-44755.71504,-83933.03363
9199,3,80.42669678,1484.77002,81.31330109,11.35700035,4.225299835,14.43669987,31.44669914,43.52959824,4.142199993,258695.3516,-140534.3416
15412,3,102.6267014,1385.25,102.7966995,14.42430019,7.901100159,13.61670017,29.07670021,39.38610077,4.924600124,403277.714,-409614.8517
15262,11,330.7633057,979.3167114,546.6500244,113.6707993,1.019799948,9.350000381,21.92670059,25.23209953,6.153600216,52379.40358,-402703.1465
17575,5,297.7066956,1105.290039,343.8900146,63.40330124,1.621700048,10.75329971,25.23670006,30.59670067,5.627399921,277631.6278,-550485.2159
7485,15,325.4932861,859.416687,461.7167053,85.25109863,2.123300076,10.26669979,20.68000031,29.28989983,4.559700012,-139928.381,-49432.31472
13829,2,214.5966949,1012.923279,258.5133057,44.12739944,1.142099977,4.766699791,22.80330086,32.37720108,-0.435799986,62591.28043,-346140.0727
7570,15,386.5766907,716.3267212,1051.703247,187.8321075,5.625299931,6.156700134,19.97330093,29.88319969,0.577199996,19650.11307,-53901.22329
16494,3,109.3566971,1403.113281,113.0432968,22.06679916,3.434999943,12.04329967,29.13330078,39.35089874,4.572700024,365149.0127,-468713.7836
13833,3,119.4766998,1456.333252,125.803299,19.82430077,5.09070015,9.97329998,26.75,37.58789825,1.595700026,265132.399,-346412.1953
4655,10,449.4233093,805.460022,472.4367065,87.08029938,2.217000008,9.163299561,23.88669968,33.48490143,3.875699997,-170310.8038,137209.4092
5366,7,418.603302,777.0333252,1233.430054,232.7532959,4.377999783,8.699999809,20.73999977,29.62630081,3.659300089,-235710.2712,89915.7086
14551,3,148.8067017,1301.983276,161.5599976,30.31340027,2.752799988,8.263299942,25.47330093,35.97159958,0.299600005,196456.9886,-374595.0523
15351,7,272.7867126,823.2966919,344.6133118,65.09130096,8.157299995,2.666699886,18.37669945,28.19960022,-3.457000017,293915.023,-406342.6202
3755,2,272.2267151,956.4033203,562.0499878,103.2733994,4.674099922,9.733300209,24.04999924,33.91479874,3.626600027,-193216.3486,198569.2155
12454,2,160.4432983,1321.556641,162.1100006,27.75979996,0.977299988,10.48999977,25.47330093,35.31520081,3.392100096,62440.23365,-289081.4211
8630,2,452.5400085,833.9133301,527.4567261,102.6844025,1.230599999,8.353300095,23.56329918,30.35740089,4.156300068,-141347.9141,-109040.174
1622,7,412.876709,536.6467285,2443.113281,411.5151062,19.70689964,5.206699848,18.23329926,29.32500076,-0.601199985,-188838.5747,334609.2108
4271,7,411.4899902,669.126709,1758.430054,296.0093079,11.34570026,5.190000057,17.9666996,27.61779976,-0.351900011,-72019.90939,162805.6702
14707,8,329.4599915,892.6533203,926.3032837,197.1358032,1.102800012,4.343299866,21.90999985,31.36120033,-0.096000001,43929.99528,-380001.8429
14213,3,138.3800049,1348.743286,139.8567047,18.31419945,11.23939991,13.15670013,24.80999947,35.78900146,5.192200184,399179.1942,-360984.5339
17168,15,377.3900146,1023.820007,573.0233154,103.0400009,7.383699894,8.680000305,22.88330078,31.67589951,3.164900064,288179.833,-517385.4996
10075,7,305.7267151,942.2199707,533.7432861,101.1901016,1.623299956,8.920000076,20.7133007,29.88209915,2.94569993,-63819.95414,-182350.3049
8068,3,114.0199966,1052.84668,139.7333069,15.00430012,11.1182003,2.920000076,21.18670082,32.54669952,-5.436600208,170172.1426,-80399.001
4367,15,408.1867065,851.1599731,752.4467163,131.7501068,4.523600101,9.350000381,23.81999969,33.91199875,3.737900019,-128902.4858,156226.958
16426,7,296.0700073,876.4332886,581.0866699,100.7427979,11.69719982,4.25330019,21.48999977,30.10359955,-1.144000053,298712.5632,-465322.6886
6794,15,358.9566956,838.3666992,579.333313,109.7762985,1.586400032,9.413299561,21.81329918,29.69140053,5.256999969,-166409.7324,-5367.698773
7888,15,330.3299866,987.6433105,503.9200134,86.64209747,2.972100019,9.406700134,24.07329941,34.6631012,3.274300098,-4268.794431,-70933.55565
11277,11,191.696701,1252.189941,195.9600067,34.61000061,0.844200015,9.816699982,25.23329926,35.68600082,3.12770009,42641.98047,-238370.9308
2880,7,339.7666931,591.123291,1681.07666,304.6803894,11.72259998,2.75,17.70000076,28.2371006,-1.70539999,-269313.6567,255743.8636
15231,15,284.9667053,929.6099854,603.0266724,117.5052032,2.675199986,9.456700325,20.26670074,29.71629906,3.553999901,162470.6561,-401624.5185
2741,15,378.5466919,783.4832764,813.8800049,133.3903046,7.79090023,9.196700096,23.37669945,34.21089935,3.038399935,-167661.1881,265115.1525
11996,3,126.0100021,1331.073242,134.9066925,25.28370094,4.290400028,10.27670002,25.74670029,36.66880035,2.529900074,210480.5027,-270450.5513
10079,15,273.3266907,945.4199829,523.9533081,100.6355972,1.241400003,8.97329998,19.54330063,28.6385994,2.980400085,-56130.04074,-182270.6457
10813,3,169.1766968,1164.676758,193.4933014,27.78569984,9.91590023,10.14669991,22.95000076,33.98070145,1.995700002,302897.6005,-216880.7515
17855,8,412.2600098,910.416687,546.2866821,95.21430206,9.284099579,6.936699867,21.5,30.02339935,2.319900036,321457.7794,-574772.26
2543,2,529.5100098,421.9732971,1531.219971,260.9952087,11.86480045,6.436699867,19.09000015,27.0720005,2.927599907,-323559.2001,277762.2777
1926,7,324.8866882,566,1028.113281,178.2572937,11.27980042,3.826699972,19.2866993,30.70000076,-1.09829998,-262667.253,314711.9999
3334,11,575.2332764,641.2233276,605.3867188,105.0229034,7.019800186,9.613300323,24.2166996,34.67419815,3.533200026,-182211.9709,228290.1005
2514,7,602.1367188,279.5067139,1622.339966,271.8953857,15.27880001,7.393300056,18.48999977,23.59440041,4.256700039,-353789.7253,279561.3871
548,7,570.8933105,327.7033081,2251.409912,362.4010925,26.31669998,6.563300133,17.08329964,21.71369934,3.017699957,-339696.5737,407655.8465
6816,11,359.9833069,935.0866699,364.3299866,66.43270111,1.274399996,9.356699944,23.63330078,32.52180099,3.916399956,-134764.1343,-6943.482955
12918,3,114.4000015,1438.223267,118.3467026,19.30279922,5.822899818,11.10330009,26.65999985,37.53860092,2.63470006,303587.056,-307875.5942
5994,7,437.7066956,414.916687,1164.390015,176.5953064,11.02359962,0.056699999,14.26669979,24.00880051,-5.914700031,-1389.641877,47763.55502
2629,7,318.1366882,401.4400024,1720.08667,290.9934082,18.4762001,-1.779999971,13.55000019,23.75769997,-6.984700203,-117747.0198,271999.3444
13264,5,94.19670105,1517.439941,97.896698,15.17500019,5.51760006,12.05669975,28.1432991,39.4197998,2.51970005,298454.2734,-322384.503
12798,11,214.4100037,1327.42334,213.7433014,34.58530045,1.175999999,12.86999989,26.2166996,36.25379944,5.447100163,113586.5622,-303102.7433
12587,8,215.8433075,1153.463257,258.75,46.35580063,2.280900002,7.376699924,21.19669914,30.68989944,0.555000007,144093.2938,-295198.6555
12469,3,116.2332993,1423.416748,119.3332977,19.43689919,6.235300064,11.20330048,26.35000038,37.18840027,2.648799896,310554.1836,-289752.4005
334,3,232.0233002,652.4133301,380.019989,49.68239975,14.57989979,1.820000052,15.74670029,26.61529922,-4.381299973,-150024.0616,422244.6383
3797,15,454.2399902,551.6400146,2313.983398,425.8565979,11.48600006,5.880000114,17.87330055,25.11669922,1.711799979,-309408.3451,196159.6965
14421,15,304.4500122,757.9266968,1083.916748,236.9221954,1.213600039,3.416699886,18.44330025,28.00620079,-1.704100013,30553.73426,-368548.0264
10440,11,173.7633057,1244.5,190.6367035,33.55830002,0.59009999,9.786700249,25.18670082,35.38690186,3.349299908,7565.390014,-199868.3379
17199,3,94.64330292,1443.986694,94.5766983,13.3572998,6.383999825,15.93999958,31,40.89110184,6.934000015,494819.3156,-519491.8728
9729,3,108.3833008,1387.06665,109.196701,15.66860008,5.257400036,13.45670033,28.12669945,39.76480103,4.458199978,287926.5681,-167116.3252
13156,8,311.6000061,953.5133057,399.3266907,69.09929657,3.790600061,7.286699772,18.57329941,28.52109909,0.855300009,124701.7799,-318170.0002
7039,5,492.0932922,701.1599731,624.3366699,118.5463028,1.749600053,8.829999924,21.29000092,28.41139984,4.816100121,-176866.8699,-20753.35005
8562,3,116.6532974,959.1032715,162.9432983,19.37599945,10.4673996,3.130000114,19.10330009,30.28569984,-5.762000084,196120.7176,-105351.0482
1476,7,443.769989,422.8399963,1348.630005,218.6273956,14.91460037,6.989999771,15.25329971,17.63610077,4.2572999,-346245.1735,343697.9634
13263,2,222.2433014,1300.58667,221.4232941,35.63529968,1.288800001,12.23330021,26.07670021,35.9632988,4.832399845,107717.488,-322764.9752
8954,7,174.9299927,822.5700073,245.5832977,26.18180084,16.50239944,3.523299932,16.02000046,26.03619957,-3.923899889,226532.4979,-128190.0872
17695,3,75.12999725,1469.656738,74.71330261,12.39579964,3.951800108,14.48670006,31.13999939,40.51699829,6.34980011,387865.7584,-559274.5003
377,2,171.9766998,670.7399902,313.9899902,40.3728981,12.83069992,-0.556699991,16.37330055,27.01370049,-6.309000015,-166709.0562,420076.8822
16304,3,132.2266998,1314.376709,134.2566986,17.8451004,11.50979996,14.25,28.12330055,38.42699814,5.979300022,458347.8279,-457534.5995
17388,3,88.76999664,1480.51001,88.6832962,13.70240021,5.385200024,17.25,30.45669937,40.08969879,8.691699982,457741.1885,-534738.7971
16421,3,138.1667023,1251.109985,143.1533051,21.12789917,11.30690002,9.523300171,24.45330048,34.41230011,2.83859992,389176.7214,-464686.7993
12657,5,158.7799988,1337.09668,158.8332977,26.91119957,0.792699993,11.18669987,25.62999916,35.65209961,3.951800108,90865.6441,-297481.1676
10486,8,322.6766968,946.916687,795.6066895,160.8562927,0.691299975,8.856699944,21.60330009,29.91139984,3.520100117,-122781.8987,-201299.9551
7061,1,227.2200012,512.6832886,557.6500244,97.59519958,12.24800014,-3.019999981,13.94999981,23.36230087,-9.728199959,88092.41187,-22199.68905
2708,7,310.4899902,471.5433044,1342.563354,223.4597015,17.02820015,-0.336699992,13.10330009,23.13870049,-6.016200066,-100396.0088,267501.0689
2127,15,348.6600037,669.7532959,843.2233276,145.3170013,10.2578001,4.336699963,20.49329948,31.67200089,-0.086099997,-237863.0291,303347.0458
3475,15,397.4132996,671.8433228,1276.32666,229.436203,9.296299934,5.646699905,20.8932991,31.18969917,0.833299994,-278877.0835,221004.0258
11394,3,98.20999908,1402.329956,102.8899994,18.62890053,3.805700064,11.6267004,28.01670074,39.38660049,1.903399944,280198.2025,-243175.1576
1453,7,453.8500061,611.0767212,2020.670044,331.5535889,16.52000046,5.666699886,19.7866993,30.96489906,-0.164100006,-198642.8403,345310.8973
14040,3,167.396698,1255.849976,181.9799957,25.78630066,11.04189968,11.17000008,24.22669983,35.16460037,2.97239995,387919.2193,-354071.544
6611,15,398.0133057,660.5599976,1069.693359,184.7286072,5.640399933,5.963300228,20.07999992,30.37630081,0.1523,-22382.6563,6537.713732
8056,15,491.8167114,710.7600098,990.4633179,185.9358063,4.433700085,8.710000038,20.60330009,26.95190048,5.437699795,-193418.6616,-79620.10601
17349,2,496.8299866,876.9133301,647.0999756,115.7911987,9.83370018,7.463300228,22.76329994,31.77260017,2.466799974,301473.9785,-531912.4527
3753,2,322.6400146,915.2133179,708.1099854,124.4679031,5.063199997,9.233300209,23.97999954,33.79539871,3.325200081,-156575.2976,198500.2784
16279,8,371.7232971,1085.43335,403.2399902,73.81590271,4.678899765,9.109999657,26.09329987,34.59719849,4.218599796,283227.9409,-456114.4164
10076,15,209.5500031,721.4799805,507.4833069,102.4546967,5.73360014,1.916700006,15.69330025,24.06760025,-5.197599888,142667.291,-182366.5106
9991,11,210.5632935,1203.443359,215.6166992,38.0177002,0.833100021,9.726699829,24.74670029,34.80569839,3.107700109,28695.61803,-178631.3578
12964,15,451.353302,983.4066772,664.8433228,125.1990967,1.371600032,8.656700134,23.85330009,32.9980011,3.308300018,-19341.07308,-309940.8897
7361,11,351.9032898,978.9066772,356.2600098,63.06909943,1.468199968,9.676699638,23.86669922,33.48400116,3.913300037,-63968.94996,-42932.09253
2760,15,360.4632874,809.0167236,809.6199951,133.0637054,8.014200211,9.2833004,23.30669975,34.18069839,3.149800062,-168617.9225,263335.0715
8240,15,411.3399963,918.9533081,656.9133301,117.7113037,3.274800062,7.813300133,23.27330017,33.54130173,1.86619997,26571.22712,-87863.96443
4195,7,368.25,623.9066772,1761.786743,295.3918152,13.03339958,5.070000172,16.83670044,26.62929916,-0.684199989,-68621.8541,168670.2127
12597,2,255.196701,1152.386719,293.1932983,48.89590073,1.145900011,8.630000114,23.18000031,32.49039841,3.09100008,7525.662344,-295630.7017
6705,2,267.1133118,1040.916748,393.4400024,68.77809906,1.184599996,9.140000343,23.86000061,33.59000015,3.744800091,-85569.31951,-144.7064664
16714,3,106.9966965,1400.926758,108,16.31259918,6.917200089,12.61670017,28.49329948,38.76290131,4.554999828,407438.8855,-484663.5012
11264,3,106.2566986,1379.976685,115.8833008,22.23329926,3.609899998,9.293299675,26.83670044,37.75040054,0.255800009,205477.054,-237958.1557
1403,15,232.9132996,657.9567261,575.710022,79.41639709,13.84220028,1.850000024,15.35330009,25.84119987,-4.052199841,-110331.9698,347876.8332
6044,2,515.7766724,695.960022,1229.323242,237.405304,3.168200016,7.236700058,21.05999947,27.1590004,4.251699924,-253760.9853,45234.58409
2424,7,401.0733032,539.0632935,1650.046753,295.6448059,11.39900017,4.793300152,18.86669922,29.38559914,-0.312700003,-286743.6708,285487.2559
5584,5,333.2200012,976.0733032,553.3200073,102.4946976,2.366300106,10.07670021,23.51000023,32.89799881,4.84499979,-128739.5588,74833.20568
16811,8,336.2333069,1108.646729,463.623291,94.55889893,1.679800034,12.06330013,22.70669937,28.40819931,8.42140007,239283.4616,-491395.0459
9663,11,175.0032959,1230.223267,175.196701,32.22869873,0.764400005,10.30000019,25.2166996,35.62829971,3.836299896,-34075.90364,-164329.4348
9928,3,100.0800018,1377.056641,105.9100037,17.42490005,4.532899857,11.25,27.67670059,39.32300186,1.725800037,235084.1865,-176366.5122
161,3,223.303299,579.6699829,537.1932983,71.17389679,11.43039989,0.486699998,14.10330009,25.04179955,-5.705599785,-53247.39517,433912.4726
15877,3,109.7932968,1380.660034,110.4899979,14.49839973,9.742199898,12.96329975,28.39669991,38.75859833,4.242599964,388969.4912,-433162.0298
12328,3,181.7299957,1196.573242,196.8800049,27.16329956,12.12639999,9.103300095,22.58670044,33.60929871,0.099299997,398299.2932,-283690.6567
706,7,276.0967102,658.0432739,634.4533081,110.7508011,9.911299706,3.226700068,18.42329979,29.75880051,-2.417599916,-247817.5657,395243.2207
1439,7,387.3432922,555.1799927,1432.503296,248.5859985,20.7609005,4.119999886,19.78000069,31.52079964,-1.336199999,-226813.5506,345666.709
12232,11,156.1100006,1298.616699,155.6667023,25.98719978,0.817099988,10.60999966,24.84329987,34.53409958,3.60739994,36332.81331,-280027.5181
1793,7,548.7067261,531.7800293,2146.949951,346.6119995,24.81760025,7.196700096,21.68670082,32.47200012,1.420600057,-179185.4588,322862.0833
15580,3,99.59999847,1403.123291,99.58670044,14.06630039,8.21570015,15.01000023,30.69000053,41.20619965,5.208799839,499690.3125,-418539.6588
10198,2,313.7167053,935.3032837,579.2733154,109.389801,1.785099983,7.573299885,21.41670036,30.65430069,2.600800037,-69513.31982,-188597.2529
6609,2,321.646698,987.8466797,441.1567078,79.38059998,1.218899965,9.036700249,23.87999916,33.65140152,3.699899912,-86617.63315,6661.406427
17547,8,343.7333069,1029.52002,471.9899902,82.81839752,4.91260004,7.866700172,24.32329941,32.33919907,3.255700111,305849.4049,-548180.9174
1642,15,473.2532959,570.4299927,2332.73999,393.4892883,22.53610039,5.826700211,19.36330032,29.97299957,-0.042800002,-175362.5904,333182.1814
12051,3,131.5066986,1385.016724,137.7133026,24.63489914,4.312900066,10.95330048,25.20999908,36.25479889,3.171299934,221325.3082,-272125.7371
14373,15,329.9400024,954.8167114,628.8433228,126.6673965,2.634000063,9.153300285,18.82329941,28.45910072,3.193900108,131224.0359,-367309.2727
16344,3,99.88670349,1435.776733,99.79000092,13.99400043,7.28429985,15.52670002,30.81999969,41.25379944,6.05189991,488298.0521,-459557.2412
14239,7,222.0500031,797.9367065,705.6599731,142.8614044,2.032799959,1.75999999,17.80669975,27.50160027,-3.62680006,76390.88351,-361871.7257
7340,11,265.0166931,1028.136719,265.2732849,48.79940033,0.847599983,9.046699524,23.84000015,32.86780167,3.747400045,-117729.5464,-41069.60262
3721,8,394.3266907,447.6966858,1513.426758,258.3388062,13.79419994,2.410000086,13.88329983,22.9428997,-3.542299986,-68262.24637,201009.5587
9685,2,320.4067078,939.0667114,410.2633057,85.50910187,0.628199995,4.539999962,24.53000069,33.15539932,0.265399992,-99440.29935,-165068.1718
1020,1,306.6400146,344.5700073,1426.136719,245.2888031,16.98760033,1.303300023,10.66329956,19.96800041,-4.364099979,-215097.6915,374215.0747
6325,1,344.0133057,440.8933105,1176.98999,187.5576019,13.32240009,-0.113300003,12.6967001,21.3614006,-6.397399902,7313.449534,25449.41008
5810,15,512.3933105,713.0333252,1152.680054,193.625,6.05670023,7.386700153,21.06669998,31.1807003,1.289899945,-52672.85462,60693.67466
483,7,341.5466919,520.8233032,806.4432983,130.2498016,16.2689991,4.316699982,14.47329998,24.84900093,-0.948199987,-244958.4534,412541.0366
