"","fvegHW90mask","aetfeb_90m","cwdfeb_90m","pptfeb_90m","pptdjf_90m","pptjja_90m","tmnfeb_90m","tmxfeb_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"127",15,39.9016990661621,0,218.22770690918,224.608001708984,2.55460000038147,4.56629991531372,15.960000038147,27.656099319458,3.87190008163452,-251600.66511,44558.0176046
"128",15,37.4770011901855,0,165.656997680664,167.028396606445,4.78200006484985,2.01370000839233,14.2040004730225,31.2451992034912,1.36440002918243,-45548.501858,39329.8809314
"129",15,39.8123016357422,0,198.711700439453,202.842407226562,3.02369999885559,5.15170001983643,15.4809999465942,30.7992992401123,4.66400003433228,-221852.063724,39283.7867239
"130",15,39.8123016357422,0,198.711700439453,202.842407226562,3.02369999885559,5.15170001983643,15.4809999465942,30.7992992401123,4.66400003433228,-221852.063724,39283.7867239
"131",15,39.8123016357422,0,198.711700439453,202.842407226562,3.02369999885559,5.15170001983643,15.4809999465942,30.7992992401123,4.66400003433228,-221852.063724,39283.7867239
"132",15,39.8123016357422,0,198.711700439453,202.842407226562,3.02369999885559,5.15170001983643,15.4809999465942,30.7992992401123,4.66400003433228,-221852.063724,39283.7867239
"133",2,41.5769996643066,0,122.900703430176,122.61499786377,1.49479997158051,5.00570011138916,16.2157001495361,33.4757995605469,4.0327000617981,-175473.817893,37415.3565909
"134",5,41.244701385498,0,150.917297363281,148.076904296875,2.37660002708435,4.52699995040894,17.003999710083,30.3959007263184,3.65840005874634,-217135.610218,34355.8563671
"135",5,41.244701385498,0,150.917297363281,148.076904296875,2.37660002708435,4.52699995040894,17.003999710083,30.3959007263184,3.65840005874634,-217135.610218,34355.8563671
"136",5,41.298999786377,0,138.343994140625,138.27360534668,1.73000001907349,5.21999979019165,16.6490001678467,28.3572998046875,4.33580017089844,-199729.568117,33660.7528091
"137",5,40.1889991760254,0,135.381301879883,132.920394897461,2.30139994621277,5.15570020675659,16.6783008575439,28.612699508667,4.2613000869751,-196821.324607,31620.7209261
"138",2,42.9933013916016,0,129.746307373047,128.366195678711,1.73889994621277,6.13299989700317,16.3806991577148,28.9192008972168,5.20679998397827,-191688.617266,21267.4293158
"139",11,43.6502990722656,0,87.8503036499023,83.1119003295898,1.47490000724792,5.16370010375977,16.0823001861572,32.7859001159668,4.03439998626709,-95361.2190771,19938.900593
"140",15,41.8546981811523,0,140.451995849609,142.030700683594,3.45589995384216,3.90070009231567,14.7836999893188,32.6362991333008,3.00119996070862,-58483.7544446,5919.7671688
"141",15,43.5833015441895,0.0970000028610229,138.52799987793,141.093307495117,3.60689997673035,3.27230000495911,14.9427003860474,33.0152015686035,2.45359992980957,-41590.6696067,4176.06070304
"142",15,43.5833015441895,0.0970000028610229,138.52799987793,141.093307495117,3.60689997673035,3.27230000495911,14.9427003860474,33.0152015686035,2.45359992980957,-41590.6696067,4176.06070304
"143",15,43.5833015441895,0.0970000028610229,138.52799987793,141.093307495117,3.60689997673035,3.27230000495911,14.9427003860474,33.0152015686035,2.45359992980957,-41590.6696067,4176.06070304
"144",15,43.2286987304688,0.0907000005245209,138.026306152344,140.455001831055,3.58010005950928,3.18630003929138,15.0417003631592,33.1100006103516,2.38369989395142,-41309.8889052,3980.56098701
"145",15,43.2286987304688,0.0907000005245209,138.026306152344,140.455001831055,3.58010005950928,3.18630003929138,15.0417003631592,33.1100006103516,2.38369989395142,-41309.8889052,3980.56098701
"146",15,38.3199996948242,0.0403000004589558,156.052703857422,158.72380065918,3.85610008239746,1.79530000686646,13.7552995681763,31.9668998718262,1.2833000421524,-34884.6018717,2533.27001661
"147",15,38.3199996948242,0.0403000004589558,156.052703857422,158.72380065918,3.85610008239746,1.79530000686646,13.7552995681763,31.9668998718262,1.2833000421524,-34884.6018717,2533.27001661
"148",15,40.5499992370605,0,167.401992797852,160.253997802734,1.72720003128052,6.41400003433228,15.6337003707886,25.6991004943848,5.64300012588501,-218929.085829,2063.80591011
"149",15,40.5499992370605,0,167.401992797852,160.253997802734,1.72720003128052,6.41400003433228,15.6337003707886,25.6991004943848,5.64300012588501,-218929.085829,2063.80591011
"150",2,43.0833015441895,0,146.473007202148,166.669403076172,3.29130005836487,7.52400016784668,15.5220003128052,17.581600189209,7.06479978561401,-244788.307775,-1514.61439239
"151",2,43.0833015441895,0,146.473007202148,166.669403076172,3.29130005836487,7.52400016784668,15.5220003128052,17.581600189209,7.06479978561401,-244788.307775,-1514.61439239
"152",15,40.4786987304688,0,117.261703491211,116.039001464844,1.87660002708435,6.1532998085022,15.5677003860474,27.0538005828857,5.43499994277954,-199173.063415,-2194.42911789
"153",15,41.684700012207,0,113.843696594238,112.473297119141,1.43939995765686,5.92129993438721,15.5473003387451,29.1856002807617,5.12309980392456,-186383.177946,-4656.68241853
"154",8,42.5637016296387,0,124.009696960449,121.831596374512,2.1159999370575,6.28900003433228,15.5229997634888,27.084400177002,5.6217999458313,-197844.145252,-5503.72396252
"155",15,22.19700050354,0,149.830703735352,149.459594726562,8.73830032348633,-1.14699995517731,10.519700050354,27.886999130249,-1.394700050354,18595.6961124,-6890.52146962
"156",15,42.926700592041,0,134.598999023438,130.88020324707,2.55310010910034,7.16669988632202,14.7347002029419,25.5741996765137,6.53310012817383,-198064.944843,-8620.91947502
"157",2,42.5532989501953,0,134.542297363281,130.790802001953,2.58200001716614,6.86129999160767,14.8332996368408,25.7418003082275,6.25769996643066,-197931.71453,-8668.56891651
"158",4,42.1063003540039,0,130.085998535156,126.894798278809,2.33189988136292,6.37169981002808,15.4503002166748,23.7985992431641,5.7701997756958,-199180.417978,-9141.39172557
"159",4,42.1063003540039,0,130.085998535156,126.894798278809,2.33189988136292,6.37169981002808,15.4503002166748,23.7985992431641,5.7701997756958,-199180.417978,-9141.39172557
"160",15,42.1967010498047,0,140.392303466797,135.623992919922,2.71160006523132,7.34999990463257,14.5403003692627,25.1986999511719,6.67990016937256,-197184.349518,-10076.2884613
"161",15,42.1967010498047,0,140.392303466797,135.623992919922,2.71160006523132,7.34999990463257,14.5403003692627,25.1986999511719,6.67990016937256,-197184.349518,-10076.2884613
"162",5,42.5466995239258,0,136.639007568359,132.375900268555,2.56270003318787,6.95529985427856,14.8166999816895,25.3696002960205,6.33799982070923,-198874.119352,-10252.9197552
"163",15,42.0867004394531,0,136.783004760742,132.591705322266,2.58669996261597,6.90829992294312,14.7760000228882,25.6018009185791,6.25699996948242,-197584.169423,-9935.59231536
"164",15,42.1967010498047,0,140.392303466797,135.623992919922,2.71160006523132,7.34999990463257,14.5403003692627,25.1986999511719,6.67990016937256,-197184.349518,-10076.2884613
"165",15,42.1967010498047,0,140.392303466797,135.623992919922,2.71160006523132,7.34999990463257,14.5403003692627,25.1986999511719,6.67990016937256,-197184.349518,-10076.2884613
"166",15,42.1967010498047,0,140.392303466797,135.623992919922,2.71160006523132,7.34999990463257,14.5403003692627,25.1986999511719,6.67990016937256,-197184.349518,-10076.2884613
