"","fvegHW90mask","aetdec_90m","cwddec_90m","pptdec_90m","pptdjf_90m","pptjja_90m","tmndec_90m","tmxdec_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",7,11.390700340271,0,320.717987060547,308.904998779297,15.1191997528076,0.942300021648407,10.2672996520996,33.1730995178223,0.791800022125244,-198460.967731,340948.41064
"2",15,14.1472997665405,0,334.646301269531,322.023101806641,17.4932994842529,1.46300005912781,11.0046997070312,32.9030990600586,1.69439995288849,-189322.376648,327381.214373
"3",15,12.8990001678467,0,331.565002441406,319.764099121094,16.9480991363525,1.50769996643066,11.2040004730225,33.1731986999512,1.82819998264313,-189470.486012,326821.806102
"4",7,15.6219997406006,0,331.072692871094,314.630401611328,16.494800567627,1.98199999332428,11.5362997055054,33.2207984924316,2.24000000953674,-188690.135647,319821.554856
"5",15,16.2430000305176,0,331.528289794922,315.227386474609,16.755199432373,1.84300005435944,11.3242998123169,32.9542999267578,2.06229996681213,-189638.516993,319775.156958
"6",7,15.0939998626709,0,320.579711914062,307.599700927734,14.9137001037598,1.80330002307892,11.8052997589111,33.3942985534668,2.06159996986389,-189822.413714,319135.504558
"7",7,16.375,0,318.671295166016,304.123107910156,13.2040996551514,2.59800004959106,12.1459999084473,33.1967010498047,2.68129992485046,-195918.394464,311728.299239
"8",15,8.49499988555908,0,213.679000854492,198.056198120117,11.8579998016357,-0.0976999998092651,9.11429977416992,32.5814018249512,0.152099996805191,-222365.918159,303414.276769
"9",7,8.49429988861084,0,182.777694702148,175.98779296875,11.6965999603271,-0.466699987649918,9.05799961090088,29.3668994903564,-0.367000013589859,-150311.388862,247779.65776
"10",15,16.680700302124,0,248.407699584961,232.085693359375,8.62530040740967,3.08170008659363,11.2552995681763,30.5923004150391,3.34419989585876,-307449.708242,245898.158696
"11",15,21.7907009124756,0,332.382995605469,297.7041015625,10.5986995697021,4.23299980163574,11.475700378418,28.8150997161865,3.42810010910034,-320857.152692,239383.670154
"12",7,2.83229994773865,0,179.510299682617,172.055801391602,8.2819995880127,-3.09800004959106,7.51100015640259,30.7299995422363,-2.87059998512268,-76847.804809,217458.906306
"13",7,18.6730003356934,0,350.194702148438,330.636199951172,10.0117998123169,2.41669988632202,10.6429996490479,28.6961002349854,2.16420006752014,-115378.323514,186897.626304
"14",7,13.6169996261597,0,292.367004394531,277.384887695312,8.87909984588623,-0.0586999990046024,9.17230033874512,28.2227993011475,0.0438000001013279,-72494.1336228,149422.232747
"15",15,11.8857002258301,0,276.334014892578,265.923187255859,8.16429996490479,-0.524699985980988,9.97299957275391,30.1690006256104,-0.219200000166893,-69830.7475864,149324.555958
"16",7,21.7943000793457,0,257.603698730469,233.11799621582,5.80819988250732,2.79769992828369,11.2740001678467,30.1177005767822,2.55259990692139,-258452.186569,147182.995225
"17",15,19.6296997070312,0,255.220306396484,240.40119934082,7.24200010299683,1.54130005836487,12.9270000457764,32.3979988098145,1.92299997806549,-89983.4583151,146285.545427
"18",15,19.6296997070312,0,255.220306396484,240.40119934082,7.24200010299683,1.54130005836487,12.9270000457764,32.3979988098145,1.92299997806549,-90002.0571261,146161.277218
"19",11,21.297700881958,0.825999975204468,111.777702331543,115.216400146484,3.75130009651184,3.8403000831604,12.569299697876,33.6712989807129,4.37879991531372,-127981.579242,145172.178544
"20",8,16.8236999511719,0.543299973011017,155.003997802734,158.814193725586,3.9909999370575,0.898000001907349,12.9619998931885,32.9500007629395,1.16569995880127,-222392.215006,144218.046129
"21",8,16.8236999511719,0.543299973011017,155.003997802734,158.814193725586,3.9909999370575,0.898000001907349,12.9619998931885,32.9500007629395,1.16569995880127,-222392.215006,144218.046129
"22",15,18.8346996307373,0,232.593704223633,217.582992553711,6.7810001373291,2.24970006942749,13.1129999160767,32.7891998291016,2.64800000190735,-93868.2977446,143019.58401
"23",15,22.4937000274658,0,169.905303955078,162.102096557617,5.04720020294189,3.28600001335144,13.0570001602173,33.9389991760254,3.77819991111755,-107088.38637,141540.287926
"24",15,22.4937000274658,0,169.905303955078,162.102096557617,5.04720020294189,3.28600001335144,13.0570001602173,33.9389991760254,3.77819991111755,-107088.38637,141540.287926
"25",7,17.422700881958,0,257.006713867188,246.052200317383,7.1213002204895,0.46900001168251,11.3909997940063,29.7308006286621,0.736999988555908,-90792.6193315,132688.75613
"26",15,15.8590002059937,0,273.525299072266,260.095886230469,8.77560043334961,0.882000029087067,9.71469974517822,28.8199005126953,0.911700010299683,-70042.2689175,132667.03014
"27",15,17.4617004394531,0,254.490295410156,240.658996582031,8.30000019073486,0.87830001115799,10.5823001861572,30.2271003723145,1.02989995479584,-73645.7363508,129197.732829
"28",2,21.4729995727539,0,203.246994018555,188.418899536133,4.00719976425171,3.46199989318848,13.8147001266479,28.8421001434326,3.91280007362366,-300203.733974,123508.714487
"29",2,22.0393009185791,0,213.29670715332,206.435195922852,6.55830001831055,1.6797000169754,12.1752996444702,31.1499996185303,2.00570011138916,-81839.0269747,121478.781721
"30",2,22.0393009185791,0,213.29670715332,206.435195922852,6.55830001831055,1.6797000169754,12.1752996444702,31.1499996185303,2.00570011138916,-81839.0269747,121478.781721
"31",15,16.3010005950928,0,154.878295898438,152.966995239258,2.54320001602173,0.415699988603592,12.2829999923706,32.219799041748,0.891099989414215,-243346.597064,114929.36175
"32",15,22.4286994934082,0,155.848297119141,157.295806884766,4.29759979248047,2.49070000648499,13.0762996673584,31.7872009277344,2.91540002822876,-93659.1893972,114552.996636
"33",15,22.4286994934082,0,155.848297119141,157.295806884766,4.29759979248047,2.49070000648499,13.0762996673584,31.7872009277344,2.91540002822876,-93659.1893972,114552.996636
"34",15,23.233699798584,0,170.785705566406,166.147796630859,4.29860019683838,2.45169997215271,12.5907001495361,31.5090999603271,2.90330004692078,-92936.6430489,108864.939412
"35",8,19.7509994506836,0,177.961303710938,179.49870300293,3.21720004081726,2.32200002670288,12.3599996566772,31.0492000579834,2.54909992218018,-237256.986213,108456.290498
"36",15,20.7626991271973,0,163.540298461914,162.921005249023,4.5366997718811,2.38129997253418,12.2856998443604,31.5083999633789,2.86339998245239,-82821.2099436,107379.420631
"37",15,20.7626991271973,0,163.540298461914,162.921005249023,4.5366997718811,2.38129997253418,12.2856998443604,31.5083999633789,2.86339998245239,-82821.2099436,107379.420631
"38",15,20.7626991271973,0,163.540298461914,162.921005249023,4.5366997718811,2.38129997253418,12.2856998443604,31.5083999633789,2.86339998245239,-82821.2099436,107379.420631
"39",15,17.9950008392334,0.806999981403351,112.040000915527,116.098197937012,2.49110007286072,1.3293000459671,13.2056999206543,33.9875984191895,1.85759997367859,-202874.847069,107178.314675
"40",15,21.6410007476807,0,156.851303100586,157.388397216797,4.29739999771118,1.96000003814697,12.3427000045776,31.2682991027832,2.48309993743896,-82413.32483,105417.932904
"41",11,16.2007007598877,0,147.146301269531,149.509994506836,2.64019989967346,-0.314000010490417,12.7229995727539,31.8278999328613,0.115599997341633,-224150.692546,103886.710575
"42",7,21.5107002258301,0,151.107696533203,152.250900268555,4.01070022583008,2.3157000541687,12.4743003845215,31.7236003875732,2.84980010986328,-86098.058665,103266.048915
"43",8,24.6912994384766,0.061999998986721,258.109313964844,225.546005249023,4.01429986953735,3.69230008125305,11.5389995574951,28.5624008178711,4.16260004043579,-257654.832186,102759.716536
"44",15,16.729700088501,0.686699986457825,114.51830291748,118.42130279541,2.48090004920959,1.9186999797821,13.1253004074097,32.9253997802734,2.41939997673035,-201374.394261,102327.227034
"45",15,23.6716995239258,0,149.494705200195,150.158401489258,3.89580011367798,3.38499999046326,12.3102998733521,32.989200592041,3.92899990081787,-89910.3671033,100717.023212
"46",5,24.0986995697021,0,157.501007080078,157.252593994141,3.99340009689331,2.76869988441467,12.274299621582,31.7119007110596,3.30100011825562,-91819.6550258,100404.684554
"47",15,23.6502990722656,0,214.632995605469,206.365295410156,6.2487998008728,2.65630006790161,11.6637001037598,31.1119003295898,2.85669994354248,-72684.3229836,99323.8100115
"48",15,22.5049991607666,0,150.641296386719,149.91780090332,3.97140002250671,2.8403000831604,12.2887001037598,32.2925987243652,3.44510006904602,-92328.8680922,96720.0234999
"49",15,23.7807006835938,0.556999981403351,124.239303588867,127.293800354004,3.42700004577637,3.41330003738403,12.4526996612549,32.7555999755859,4.00439977645874,-100918.116242,93175.0474958
"50",2,22.2213001251221,1.09130001068115,121.427299499512,121.487602233887,2.4818000793457,3.31769990921021,12.5326995849609,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"51",2,22.2213001251221,1.09130001068115,121.427299499512,121.487602233887,2.4818000793457,3.31769990921021,12.5326995849609,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"52",2,22.2213001251221,1.09130001068115,121.427299499512,121.487602233887,2.4818000793457,3.31769990921021,12.5326995849609,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"53",2,22.2213001251221,1.09130001068115,121.427299499512,121.487602233887,2.4818000793457,3.31769990921021,12.5326995849609,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"54",2,22.2213001251221,1.09130001068115,121.427299499512,121.487602233887,2.4818000793457,3.31769990921021,12.5326995849609,32.2186012268066,3.57870006561279,-194487.713568,92721.9603803
"55",15,23.2712993621826,0.41100001335144,121.621299743652,124.466300964355,3.34559988975525,3.4909999370575,12.5340003967285,32.8730010986328,4.10570001602173,-94627.648096,89765.4715835
"56",15,23.4577007293701,0.44200000166893,118.781700134277,121.763000488281,3.33319997787476,3.49600005149841,12.5396995544434,32.8064002990723,4.12900018692017,-96397.4527195,86784.7216305
"57",7,18.5062999725342,0,235.367004394531,234.124694824219,8.34580039978027,-0.240700006484985,10.456000328064,29.1483001708984,-0.268099993467331,-36591.5290576,85823.3264883
"58",7,20.0902996063232,0,229.204299926758,229.270095825195,8.16180038452148,0.485300004482269,11.5937004089355,30.4041996002197,0.508899986743927,-40509.7737575,84874.6482046
"59",11,22.4067001342773,1.35300004482269,91.1267013549805,99.3135986328125,2.38170003890991,4.05569982528687,12.3800001144409,32.9366989135742,4.73939990997314,-128551.897471,84955.4885581
"60",8,22.5900001525879,0.0577000007033348,127.263000488281,130.359603881836,3.28620004653931,3.4300000667572,12.5552997589111,32.7505989074707,4.05999994277954,-89860.3215696,84676.4976085
"61",15,NA,NA,122.383697509766,125.892997741699,3.26810002326965,3.48200011253357,12.5647001266479,32.782600402832,4.11770009994507,-90548.9858058,84406.1483871
"62",8,23.6770000457764,0.168300002813339,126.302696228027,129.523895263672,3.2846999168396,3.31870007514954,12.6366996765137,32.6509017944336,3.92309999465942,-90516.7874155,84729.2687404
"63",8,23.6770000457764,0.168300002813339,126.302696228027,129.523895263672,3.2846999168396,3.31870007514954,12.6366996765137,32.6509017944336,3.92309999465942,-90516.7874155,84729.2687404
"64",15,NA,NA,122.61499786377,125.859100341797,3.26519989967346,3.51729989051819,12.5369997024536,32.7643013000488,4.15420007705688,-90966.8270969,84454.1095212
"65",9,NA,NA,110.901702880859,114.449600219727,3.17790007591248,3.72370004653931,12.5043001174927,32.7276000976562,4.33470010757446,-98022.3652553,84413.9722864
"66",2,17.5323009490967,0,206.006301879883,204.47590637207,6.71820020675659,0.0772999972105026,11.0857000350952,31.1280994415283,0.397399991750717,-48057.8608807,76345.1609868
"67",15,23.3939990997314,0.8192999958992,97.6650009155273,109.999298095703,2.67779994010925,3.88529992103577,12.4743003845215,33.2672004699707,4.55569982528687,-103198.717065,71004.2448825
"68",15,23.3939990997314,0.8192999958992,97.6650009155273,109.999298095703,2.67779994010925,3.88529992103577,12.4743003845215,33.2672004699707,4.55569982528687,-103198.717065,71004.2448825
"69",15,23.3939990997314,0.8192999958992,97.6650009155273,109.999298095703,2.67779994010925,3.88529992103577,12.4743003845215,33.2672004699707,4.55569982528687,-103198.717065,71004.2448825
"70",15,23.3939990997314,0.8192999958992,97.6650009155273,109.999298095703,2.67779994010925,3.88529992103577,12.4743003845215,33.2672004699707,4.55569982528687,-103198.717065,71004.2448825
