"","fvegHW90mask","aetmar_90m","cwdmar_90m","pptmar_90m","pptdjf_90m","pptjja_90m","tmnmar_90m","tmxmar_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",7,46.8637008666992,0,63.4632987976074,99.1377029418945,11.9280004501343,0.644999980926514,15.1359996795654,31.5389995574951,-1.2467999458313,-236186.46717,427560.509393
"2",8,43.6803016662598,0,49.1232986450195,84.2328033447266,13.5685997009277,0.0769999995827675,14.8819999694824,31.1793994903564,-1.94130003452301,-221314.344799,426574.44258
"3",5,50.7027015686035,0,162.8623046875,226.884796142578,12.3296003341675,1.47800004482269,16.3320007324219,32.4552993774414,0.518700003623962,-280403.972968,425014.708105
"4",15,38.000301361084,0,63.8967018127441,63.7167015075684,9.84430027008057,-1.35669994354248,13.0586996078491,29.3707008361816,-4.4109001159668,-107532.288569,334620.390631
"5",15,59.6147003173828,0.63400000333786,301.352294921875,289.859985351562,14.3107995986938,3.99799990653992,16.3339996337891,32.3620986938477,2.19409990310669,-203097.327666,333707.602643
"6",15,59.6147003173828,0.63400000333786,301.352294921875,289.859985351562,14.3107995986938,3.99799990653992,16.3339996337891,32.3620986938477,2.19409990310669,-203101.535615,333707.709754
"7",7,54.2690010070801,0.112300001084805,300.924987792969,294.579895019531,14.6426000595093,3.46269989013672,15.8966999053955,32.3205986022949,1.74179995059967,-202788.691841,333028.031013
"8",15,43.9446983337402,0.150999993085861,61.3376998901367,65.71240234375,8.95619964599609,-0.708000004291534,14.476300239563,30.9841995239258,-3.36420011520386,-127184.682875,331180.818228
"9",15,58.6782989501953,0,299.040710449219,318.836303710938,16.8878002166748,3.59829998016357,17.0842990875244,33.1897010803223,1.7824000120163,-189295.754531,327092.905494
"10",7,65.2057037353516,0,280.240692138672,314.630401611328,16.494800567627,4.44630002975464,17.3313007354736,33.2207984924316,2.24000000953674,-188690.135647,319821.554856
"11",7,65.7649993896484,0,274.857696533203,309.893798828125,15.487099647522,4.46299982070923,17.3693008422852,33.2537994384766,2.07480001449585,-189959.943153,319383.054738
"12",7,48.2402992248535,0,125.232696533203,167.823699951172,9.26220035552979,0.439000010490417,14.673999786377,31.3003005981445,-1.10409998893738,-240497.147054,318557.219891
"13",7,48.2402992248535,0,125.232696533203,167.823699951172,9.26220035552979,0.439000010490417,14.673999786377,31.3003005981445,-1.10409998893738,-240497.147054,318557.219891
"14",7,48.2402992248535,0,125.232696533203,167.823699951172,9.26220035552979,0.439000010490417,14.673999786377,31.3003005981445,-1.10409998893738,-240450.796264,318526.95034
"15",7,48.2402992248535,0,125.232696533203,167.823699951172,9.26220035552979,0.439000010490417,14.673999786377,31.3003005981445,-1.10409998893738,-240450.880661,318580.261035
"16",7,48.2402992248535,0,125.232696533203,167.823699951172,9.26220035552979,0.439000010490417,14.673999786377,31.3003005981445,-1.10409998893738,-240455.196714,318577.059098
"17",9,NA,NA,122.987297058105,164.323593139648,8.62390041351318,0.604700028896332,14.4849996566772,31.1606998443604,-0.907999992370605,-237154.762291,318456.255412
"18",9,NA,NA,122.987297058105,164.323593139648,8.62390041351318,0.604700028896332,14.4849996566772,31.1606998443604,-0.907999992370605,-237154.762291,318456.255412
"19",7,45.9469985961914,0.724699974060059,127.052696228027,168.714996337891,9.3568000793457,0.38400000333786,14.6090002059937,31.2863006591797,-1.1793999671936,-241049.822129,318365.074911
"20",7,46.6707000732422,0,127.04630279541,168.717803955078,9.35669994354248,0.382999986410141,14.6106996536255,31.2863006591797,-1.17980003356934,-241203.170786,318457.436973
"21",7,46.6707000732422,0,127.04630279541,168.717803955078,9.35669994354248,0.382999986410141,14.6106996536255,31.2863006591797,-1.17980003356934,-241203.170786,318457.436973
"22",7,46.6707000732422,0,127.04630279541,168.717803955078,9.35669994354248,0.382999986410141,14.6106996536255,31.2863006591797,-1.17980003356934,-241203.170786,318457.436973
"23",7,46.6707000732422,0,127.04630279541,168.717803955078,9.35669994354248,0.382999986410141,14.6106996536255,31.2863006591797,-1.17980003356934,-241203.170786,318457.436973
"24",7,45.9469985961914,0.724699974060059,127.052696228027,168.714996337891,9.3568000793457,0.38400000333786,14.6090002059937,31.2863006591797,-1.1793999671936,-241049.822129,318365.074911
"25",7,45.9469985961914,0.724699974060059,127.052696228027,168.714996337891,9.3568000793457,0.38400000333786,14.6090002059937,31.2863006591797,-1.1793999671936,-241052.117553,318372.918262
"26",7,43.5736999511719,0,147.50830078125,181.879592895508,10.7833995819092,0.244299992918968,13.3247003555298,30.1014003753662,-1.36310005187988,-244395.867857,315034.846922
"27",7,65.4727020263672,0,279.374694824219,304.123107910156,13.2040996551514,5.03970003128052,17.4927005767822,33.1967010498047,2.68129992485046,-195918.394464,311728.299239
"28",15,58.4572982788086,0,120.200996398926,166.515396118164,9.54710006713867,2.32100009918213,17.0109996795654,33.0878982543945,0.799300014972687,-264323.171171,310995.728232
"29",15,NA,NA,113.131301879883,154.165603637695,8.76529979705811,1.51030004024506,14.8393001556396,31.8661003112793,0.0342000015079975,-233901.074922,311192.620977
"30",15,57.7490005493164,0,119.996696472168,166.388397216797,9.55329990386963,2.32100009918213,17.0109996795654,33.0878982543945,0.798600018024445,-264104.44679,310659.717783
"31",7,54.7400016784668,0,108.231002807617,145.022705078125,9.77490043640137,1.39600002765656,15.430700302124,31.9141998291016,0.058899998664856,-237128.433493,306808.313636
"32",7,54.7400016784668,0,108.231002807617,145.022705078125,9.77490043640137,1.39600002765656,15.430700302124,31.9141998291016,0.058899998664856,-237128.433493,306808.313636
