,fvegHW90mask,aet_90m,cwd_90m,ppt_90m,pptdjf_90m,pptjja_90m,tmn_90m,tmx_90m,tmxjja_90m,tmndjf_90m,longitude,latitude,long same,latt same,Both Same?
297,15,376.3866882,826.4967041,632.8933105,118.7960968,1.904299974,9.489999771,20.56669998,25.94589996,5.92509985,-202725.3574,-4892.247398,0,0,0
1608,7,368.3599854,595.7332764,704.7733154,106.530899,13.02560043,3.440000057,18.12000084,28.99160004,-2.201299906,-202512.0047,384198.6302,0,0,0
1348,15,419.1832886,796.4633179,919.4633179,178.9266052,2.503099918,7.876699924,22.17329979,28.85219955,4.905799866,-202485.4305,-61496.79571,0,0,0
1297,7,419.6532898,787.6533203,943.75,183.8016052,2.567699909,7.956699848,21.94000053,28.57119942,4.954599857,-202403.4078,-61737.85034,0,0,0
1363,15,332.2867126,888.2567139,640.1900024,122.6688995,1.581200004,8.086700439,22.08329964,27.90040016,5.077799797,-202356.6428,-57383.41641,0,0,0
1658,5,523.4432983,661.7633057,1515.829956,268.9891052,13.43340015,10.81000042,23.26670074,33.93780136,4.191100121,-202115.5917,299681.0729,0,0,0
1662,15,582.2567139,613.2366943,1124.410034,200.9340973,10.13869953,10.44330025,24.62000084,35.54460144,3.934900045,-202073.8209,290141.8653,0,0,0
1309,5,313.126709,873.9033203,582.2667236,110.5742035,1.585899949,9.483300209,20.29330063,24.87299919,5.768400192,-202011.9839,1635.935092,0,0,0
1335,15,393.9432983,817.1032715,712.289978,137.5549011,1.770099998,7.730000019,22.66670036,29.19790077,4.926000118,-201734.1757,-58572.45416,0,0,0
1347,15,397.2666931,822.5599976,731.8599854,141.8202057,1.815400004,7.659999847,22.83329964,29.57229996,4.904699802,-201725.2807,-58646.94768,0,0,0
1624,15,532.2366943,647.2467041,1052.91333,187.1136017,9.775099754,9.846699715,24.76000023,35.51340103,3.489900112,-201474.8212,289070.7505,0,0,0
1332,15,389.4632874,818.9367065,699.6932983,135.3072052,1.697000027,7.769999981,22.68670082,29.19420052,4.912099838,-201465.7001,-58327.06008,0,0,0
1907,15,314.0032959,831.2700195,614.0667114,118.4213028,2.480900049,7.813300133,23.36669922,32.92539978,2.419399977,-201375.5357,102327.8158,0,0,0
1328,15,537.7299805,671.1900024,591.9766846,114.1567001,1.499899983,8.463299751,21.82670021,27.2567997,4.917099953,-201353.3652,-57990.83658,0,0,0
1650,15,594.7266846,587.8900146,1053.170044,187.3173981,9.742199898,9.806699753,24.76329994,35.56290054,3.432600021,-201056.9952,289354.6045,0,0,0
1913,15,307.0867004,864.039978,613.8566895,118.6847992,2.460000038,7.466700077,23.87669945,33.62680054,1.856899977,-200337.184,101557.4989,0,0,0
1606,15,483.5299988,719.9232788,704.8833008,124.5895996,6.468800068,9.963299751,23.98670006,34.50759888,3.498300076,-200101.3738,241451.2485,0,0,0
871,5,451.4599915,786.0366821,704.25,138.2736053,1.730000019,8.266699791,22.23329926,28.3572998,4.335800171,-199730.7124,33661.33604,0,0,0
1366,15,432.0700073,797.0667114,1025.753296,197.2740021,2.548599958,7.953299999,21.84670067,28.49600029,4.761199951,-199397.0824,-67110.18218,0,0,0
1364,15,432.0700073,797.0667114,1025.753296,197.2740021,2.548599958,7.953299999,21.84670067,28.49600029,4.761199951,-199395.6112,-67130.12098,0,0,0
1338,15,422.8432922,800.583313,986.2366943,189.613205,2.367799997,7.663300037,22.33329964,29.01840019,4.425899982,-199263.5183,-66841.37781,0,0,0
194,4,341.7832947,828.6433105,680.3933105,126.8947983,2.331899881,9.199999809,19.49329948,23.79859924,5.770199776,-199181.5642,-9140.812013,0,0,0
296,15,319.019989,875.3833008,616.3233032,116.0390015,1.876600027,9.270000458,20.92000008,27.05380058,5.434999943,-199174.2093,-2193.848833,0,0,0
184,5,373.730011,808.1900024,711.4500122,132.3759003,2.562700033,9.420000076,19.76670074,25.3696003,6.337999821,-198875.2656,-10252.34015,0,0,0
292,15,532.8699951,637.8433228,683.3067017,127.3660965,2.367300034,9.233300209,19.55330086,24.05170059,5.837200165,-198856.8626,-9482.173267,0,0,0
185,15,532.8699951,637.8433228,683.3067017,127.3660965,2.367300034,9.233300209,19.55330086,24.05170059,5.837200165,-198856.8095,-9479.950563,0,0,0
301,15,532.8699951,637.8433228,683.3067017,127.3660965,2.367300034,9.233300209,19.55330086,24.05170059,5.837200165,-198848.7895,-9614.803748,0,0,0
203,15,532.8699951,637.8433228,683.3067017,127.3660965,2.367300034,9.233300209,19.55330086,24.05170059,5.837200165,-198798.8685,-9628.117032,0,0,0
193,15,346.0967102,832.9033203,698.333313,129.9653015,2.530600071,9.146699905,19.74329948,24.69400024,5.793600082,-198726.672,-9216.182514,0,0,0
1307,8,442.3800049,784.083313,1012.109985,192.2048035,3.896699905,8.726699829,20.45330048,26.86039925,5.522699833,-198722.3468,-70499.16666,0,0,0
1661,15,427.5466919,748.039978,886.9000244,151.9051056,9.666399956,9.43999958,24.17670059,35.02130127,3.011100054,-198578.2253,277764.9674,0,0,0
199,15,532.8200073,630.7233276,687.6766968,128.3421021,2.406899929,9.076700211,19.54999924,23.96960068,5.676000118,-198490.2042,-9906.808901,0,0,0
1642,7,450.083313,613.8200073,1917.376709,308.9049988,15.11919975,6.403299809,22.1067009,33.17309952,0.791800022,-198462.1004,340949.0166,0,0,0
216,15,499.7467041,656.9033203,692.6032715,129.1578979,2.495599985,9.086700439,19.61330032,24.21240044,5.734799862,-198459.6721,-10136.60596,0,0,0
214,15,499.7467041,656.9033203,692.6032715,129.1578979,2.495599985,9.086700439,19.61330032,24.21240044,5.734799862,-198447.8822,-10194.71032,0,0,0
171,15,516.9967041,639.7033081,697.666687,130.1186981,2.504699945,9.143300056,19.62330055,24.28009987,5.827000141,-198318.1157,-10462.45577,0,0,0
209,15,343.0367126,827.3532715,693.5966797,129.2929993,2.490999937,9.170000076,19.68000031,24.58329964,5.865099907,-198305.1403,-9917.892437,0,0,0
1349,2,466.3566895,774.5,762.3433228,148.2512054,1.754899979,7.296700001,23.49670029,30.14660072,3.66779995,-198157.902,-65505.6901,0,0,0
234,15,375.6499939,787.2233276,699.0300293,130.313797,2.539999962,9.016699791,19.81329918,24.78079987,5.600800037,-198141.5801,-10463.3243,0,0,0
202,15,375.6499939,787.2233276,699.0300293,130.313797,2.539999962,9.016699791,19.81329918,24.78079987,5.600800037,-198123.2237,-10467.09723,0,0,0
300,15,375.6499939,787.2233276,699.0300293,130.313797,2.539999962,9.016699791,19.81329918,24.78079987,5.600800037,-198115.0972,-10502.09577,0,0,0
299,15,383.0599976,790.8200073,713.8433228,132.8601074,2.601399899,9.2833004,19.72330093,25.09490013,6.12169981,-198082.4073,-10523.66791,0,0,0
223,15,569.1400146,614.6932983,704.9699707,130.8802032,2.553100109,9.566699982,19.76329994,25.57419968,6.533100128,-198066.0909,-8620.339771,0,0,0
172,8,344.0667114,838.8632813,696.3233032,129.7183075,2.557699919,9.090000153,20.06669998,25.57430077,5.695600033,-197945.2281,-9926.460372,0,0,0
294,2,347.8666992,837.0999756,703.8433228,130.790802,2.582000017,9.406700134,19.90329933,25.74180031,6.257699966,-197932.9135,-8670.211932,0,0,0
227,2,347.8666992,837.0999756,703.8433228,130.790802,2.582000017,9.406700134,19.90329933,25.74180031,6.257699966,-197932.8606,-8667.989222,0,0,0
293,2,347.8666992,837.0999756,703.8433228,130.790802,2.582000017,9.406700134,19.90329933,25.74180031,6.257699966,-197931.8561,-8625.757745,0,0,0
233,15,411.0332947,762.9733276,709.1599731,132.2859955,2.513299942,9.193300247,19.71999931,24.98159981,5.986800194,-197897.7285,-10699.30643,0,0,0
291,8,335.980011,880.9299927,650.7667236,121.8315964,2.115999937,9.206700325,20.95669937,27.08440018,5.621799946,-197845.2912,-5503.144011,0,0,0
298,8,354.019989,834.4533081,714.9567261,132.6916962,2.651799917,9.456700325,19.72330093,25.42939949,6.415800095,-197725.3702,-9175.538245,0,0,0
1581,15,908.1367188,231.8500061,1711.939941,301.8887939,12.85680008,9.843299866,22.6067009,33.15200043,3.137900114,-197629.3304,308964.7428,0,0,0
1904,2,276.8866882,946.5999756,559.4733276,100.7440033,4.655399799,9.866700172,24.05330086,34.5155983,3.595000029,-197626.7577,212648.6709,0,0,0
167,15,410.2432861,753.4133301,721.1300049,134.2028046,2.614900112,9.306699753,19.55999947,24.94910049,6.196199894,-197607.1417,-11224.3942,0,0,0
204,9,581.1400146,587.126709,714.6066895,133.1587067,2.571399927,9.243300438,19.73670006,25.14319992,6.072100163,-197606.202,-10999.79605,0,0,0
220,15,347.0799866,829.0233154,712.960022,132.5917053,2.586699963,9.363300323,19.82329941,25.60180092,6.256999969,-197585.3155,-9935.012742,0,0,0
211,15,410.2432861,753.4133301,721.1300049,134.2028046,2.614900112,9.306699753,19.55999947,24.94910049,6.196199894,-197580.0977,-11158.31723,0,0,0
1367,15,424.2767029,790.2600098,969.5767212,185.331604,3.02489996,8.180000305,21.60330009,28.15690041,5.110300064,-197570.2346,-70415.20478,0,0,0
179,4,390.7999878,780.8900146,740.539978,137.3280029,2.727099895,9.633299828,19.38669968,25.10300064,6.83010006,-197569.269,-10369.06679,0,0,0
302,15,416.7200012,750.4699707,740.1799927,136.9481049,2.829699993,9.479999542,19.34329987,24.91329956,6.4927001,-197519.4161,-11492.35125,0,0,0
290,15,351.0166931,824.873291,724.5466919,134.5843964,2.677099943,9.409999847,19.63999939,25.24939919,6.35710001,-197456.5295,-10748.59288,0,0,0
1315,7,471.0932922,742.166687,1092.496704,205.469696,4.97480011,9.47329998,19.79669952,26.54660034,6.16629982,-197400.1674,-85763.69128,0,0,0
237,15,531.3599854,640.5599976,734.6832886,136.2111053,2.743799925,9.4666996,19.40329933,25.0223999,6.480700016,-197354.9012,-11330.45683,0,0,0
304,4,404.4067078,766.8400269,726.8032837,134.9575958,2.616899967,9.566699982,19.49670029,25.20669937,6.69659996,-197338.2881,-9888.832943,0,0,0
212,15,531.3599854,640.5599976,734.6832886,136.2111053,2.743799925,9.4666996,19.40329933,25.0223999,6.480700016,-197295.9711,-11438.60402,0,0,0
21,5,338.5100098,837.0599976,609.7800293,115.4779968,1.859099984,10.27000046,19.14669991,22.25270081,6.943799973,-197295.9568,-18114.93937,0,0,0
40,4,380.6199951,798.666687,713.6166992,132.7140961,2.72480011,9.510000229,19.34670067,24.02400017,6.532899857,-197252.2789,-14007.20422,0,0,0
168,2,355.0367126,821.4866943,740.7700195,137.1304016,2.814899921,9.593299866,19.60330009,25.55890083,6.698400021,-197243.9347,-10540.24433,0,0,0
180,15,350.7132874,815.9000244,731.0167236,135.6239929,2.711600065,9.569999695,19.51329994,25.19869995,6.679900169,-197185.4956,-10075.70892,0,0,0
188,15,355.1400146,806.3132935,747.7399902,138.433197,2.777400017,9.649999619,19.19000053,24.82390022,6.84100008,-197123.1437,-10595.36905,0,0,0
186,15,355.1400146,806.3132935,747.7399902,138.433197,2.777400017,9.649999619,19.19000053,24.82390022,6.84100008,-196989.0672,-10683.05387,0,0,0
1343,2,467.4266968,777.0733032,935.3599854,173.2868958,4.039599895,8.366700172,20.95330048,27.12260056,5.238100052,-196892.5264,-79822.89428,0,0,0
1312,15,397.4700012,841.9299927,761.2133179,147.7039032,1.722200036,7.256700039,23.82670021,30.8118,4.010300159,-196875.3653,-65316.6516,0,0,0
843,5,462.146698,762.0667114,698.2567139,132.9203949,2.301399946,8.4666996,22.37330055,28.61269951,4.261300087,-196822.4687,31621.30386,0,0,0
1373,15,560.873291,657.4533081,845.2133179,162.593399,2.135400057,7.400000095,22.92000008,29.60169983,4.3197999,-196699.0722,-69190.21644,0,0,0
1663,15,734.4432983,441.6099854,1121.926758,198.4398956,10.58040047,9.956700325,24.34329987,35.06209946,3.575999975,-196046.8055,292008.6192,0,0,0
1577,7,479.769989,660.0966797,1741.926758,304.1231079,13.20409966,9.399999619,22.72999954,33.19670105,2.681299925,-195919.5278,311728.9031,0,0,0
187,2,390.603302,752,772.8599854,141.555603,3.171700001,9.68999958,19,24.65069962,6.832799911,-195854.824,-11494.87633,0,0,0
1619,7,473.5166931,656.0266724,1737.136719,303.8295898,12.97270012,9.396699905,22.65329933,33.18920135,2.686300039,-195807.3325,311551.8124,0,0,0
1625,15,407.8367004,764.3566895,854.3900146,146.819397,9.201399803,9.369999886,24.04669952,34.70940018,3.035599947,-195782.5964,271643.1496,0,0,0
192,15,396.3200073,750.5667114,780.0233154,142.0139008,3.463200092,9.646699905,18.80669975,24.48940086,6.798600197,-195682.4314,-12382.95187,0,0,0
1627,15,474.7933044,672.0032959,1758.219971,306.033905,13.58329964,9.263299942,22.63999939,33.18980026,2.567199945,-195643.1269,311912.9184,0,0,0
310,15,431.8266907,733.9866943,777.3032837,141.6985931,3.509599924,9.550000191,18.8567009,24.58799934,6.570199966,-195281.2373,-12579.96253,0,0,0
210,15,435.0032959,736.4467163,779.0067139,141.8079987,3.615999937,9.593299866,18.76329994,24.54759979,6.727099895,-195112.6632,-12851.12245,0,0,0
303,2,304.7132874,896.8900146,557.873291,106.1499023,1.523000002,8.913299561,21.58670044,27.61619949,4.684999943,-194646.2704,5688.43389,0,0,0
1637,15,528.6099854,639.4467163,859.2800293,148.5536957,8.98279953,9.510000229,23.94000053,34.54869843,3.155600071,-194570.7416,270664.6429,0,0,0
1903,2,330.4266968,885.3099976,629.3132935,121.4876022,2.481800079,8.600000381,22.56999969,32.21860123,3.578700066,-194488.8548,92722.54808,0,0,0
35,15,394.7432861,788.3666992,754.5866699,138.3244019,3.47300005,9.606699944,19.17670059,24.82410049,6.631800175,-194169.8938,-15978.89951,0,0,0
37,15,366.3367004,811.0567017,758.1032715,139.139801,3.242199898,9.583299637,18.9633007,24.55039978,6.508999825,-192999.0416,-16999.10076,0,0,0
1481,7,513.0599976,691.4500122,1174.733276,225.0877991,4.65719986,8,20.4633007,24.71019936,4.942699909,-192850.6325,-106149.8544,0,0,0
1323,8,399.5667114,789.9699707,1007.559998,188.9933014,4.277400017,9.363300323,18.76670074,25.16519928,5.904200077,-192849.7641,-74427.94774,0,0,0
1432,2,408.4266968,804.8967285,994.5067139,187.1661072,4.039899826,9.350000381,18.85330009,25.21719933,5.89839983,-192791.9266,-74607.18327,0,0,0
1357,15,448.7132874,742.1032715,974.0999756,183.3719025,3.873399973,9.396699905,18.99329948,25.34379959,5.933700085,-192765.7001,-73997.56887,0,0,0
1467,15,421.2066956,785.4400024,809.8967285,155.4552002,2.394599915,8.493300438,21.91329956,28.15839958,5.377600193,-192662.0151,-70494.97286,0,0,0
1431,2,408.4266968,804.8967285,994.5067139,187.1661072,4.039899826,9.350000381,18.85330009,25.21719933,5.89839983,-192538.6923,-74757.54869,0,0,0
50,5,394.2099915,797.8499756,749.4266968,137.7915955,2.762200117,9.739999771,19.10000038,24.75239944,6.754199982,-192363.3461,-19620.25215,0,0,0
1620,15,499.873291,672.1066895,804.4432983,139.3699036,8.441300392,9.176699638,24.04999924,34.71969986,2.908799887,-192289.9082,274682.4501,0,0,0
1638,15,501.3866882,672.9633179,812.6300049,140.8874054,8.466799736,9.206700325,24.06329918,34.75619888,2.934400082,-192273.3013,275202.9017,0,0,0
1645,15,500.4833069,671.9733276,809.5700073,140.4530945,8.476599693,9.199999809,24.05669975,34.7344017,2.922399998,-192237.7188,274754.1807,0,0,0
28,5,358.9100037,822.416687,748.8632813,137.6829987,2.806600094,9.72329998,19.15670013,24.7465992,6.682400227,-192226.2729,-18633.76698,0,0,0
1691,2,378.2000122,869.3800049,670.7700195,128.3661957,1.738899946,9.4666996,22.02330017,28.9192009,5.206799984,-191689.7614,21268.01118,0,0,0
1472,15,383.2900085,818.9266968,1007.693298,189.7982025,4.165699959,9.273300171,18.68000031,25.27409935,5.824399948,-191586.6303,-75838.44071,0,0,0
14,7,418.2732849,784.8099976,731.1900024,134.029007,2.618799925,9.586700439,19.36669922,24.97979927,6.474400043,-191264.7964,-20412.79471,0,0,0
12,7,360.7000122,823.9766846,737.9866943,135.1649017,2.663599968,9.586700439,19.34329987,24.9720993,6.395800114,-190995.5097,-20174.33979,0,0,0
1356,15,419.8399963,799.3267212,1055.176758,199.2395935,4.403399944,9.640000343,18.07329941,24.46899986,5.988200188,-190749.3719,-80454.55583,0,0,0
1468,15,388.873291,830.7067261,994.5767212,188.2568054,3.753999949,9.336700439,18.63999939,25.1147995,5.862100124,-190696.8853,-76306.47761,0,0,0
1571,7,524.1467285,730,1927.146729,358.3731079,3.889800072,9.793299675,19.34670067,26.4958992,6.223199844,-190503.5839,-100905.6944,0,0,0
1463,15,469.7132874,734.6799927,1054.343262,199.0366058,4.40530014,9.593299866,18.27000046,24.66040039,5.972000122,-190467.959,-79946.47326,0,0,0
11,7,359.0299988,831.0333252,728.3967285,133.4098053,2.515899897,9.503299713,19.38330078,25.00670052,6.312300205,-190427.0076,-20309.66635,0,0,0
1623,11,388.1333008,776.1099854,755.960022,130.741806,8.002599716,9.003299713,23.84329987,34.35359955,2.863899946,-190222.138,270649.918,0,0,0
1471,15,386.0632935,828.5366821,982.4932861,185.7454071,3.512000084,9.31000042,19.3932991,25.77840042,5.90170002,-190122.9061,-76964.74097,0,0,0
1599,7,491.5799866,653.6867065,1785.969971,309.8937988,15.48709965,8.546699524,22.68330002,33.25379944,2.074800014,-189961.0758,319383.6589,0,0,0
166,15,428.6499939,771.8967285,717.5233154,136.0630951,2.025599957,8.706700325,20.67670059,27.14870071,4.864200115,-189867.0449,-8102.024611,0,0,0
163,15,350.4967041,853.6766968,713.8666992,135.184906,2.011899948,8.31000042,20.77669907,27.30760002,4.362299919,-189848.4777,-8057.969934,0,0,0
1618,7,485.2732849,655.083313,1761.73999,307.5997009,14.9137001,8.573300362,22.85000038,33.39429855,2.06159997,-189823.5464,319136.1087,0,0,0
1609,15,688.3666992,408.2799988,1952.93335,322.8786926,17.67630005,7.493299961,22,32.77959824,1.587900043,-189802.1516,327312.1299,0,0,0
1617,15,506.2000122,645.2700195,1839.900024,315.2273865,16.75519943,8.479999542,22.33670044,32.95429993,2.062299967,-189639.6496,319775.7612,0,0,0
1593,7,675.666687,392.4500122,1939.293335,322.0046082,17.31599998,7.96999979,22.5366993,33.24219894,1.983899951,-189491.8916,325577.127,0,0,0
51,9,489.146698,765.6099854,529.6333008,102.9720001,2.076299906,8.393300056,24.13999939,33.77470016,3.023200035,-189490.4979,92794.81192,0,0,0
1635,15,917.8967285,151.5200043,1929.496704,319.7640991,16.94809914,7.626699924,22.45000076,33.1731987,1.828199983,-189472.4607,326822.4308,0,0,0
1615,15,917.8967285,151.5200043,1929.496704,319.7640991,16.94809914,7.626699924,22.45000076,33.1731987,1.828199983,-189471.6184,326822.4108,0,0,0
1586,15,685.0167236,402.4367065,1947.410034,322.0231018,17.49329948,7.533299923,22.17329979,32.90309906,1.694399953,-189323.509,327381.8191,0,0,0
1636,15,479.6000061,596.8833008,1934.550049,320.4841919,17.01129913,7.623300076,22.41329956,33.12129974,1.817600012,-189296.8869,327093.5102,0,0,0
1596,15,505.9233093,638.4400024,1874.359985,318.370697,17.59460068,8.376700401,22.14669991,32.80020142,2.066200018,-188911.0792,320443.6041,0,0,0
49,15,365.396698,815.7999878,686.6599731,126.6554031,2.089799881,8.173299789,20.29000092,26.08180046,4.47660017,-188828.9105,-21191.11794,0,0,0
1574,15,433.1600037,738.9899902,1071.123291,187.281601,10.21780014,9.763299942,24.2133007,34.92959976,3.44569993,-188765.3978,293847.2836,0,0,0
1576,7,491.7467041,646.9432983,1831.643311,314.6304016,16.49480057,8.5333004,22.61669922,33.22079849,2.24000001,-188691.2682,319822.159,0,0,0
295,15,447.6799927,735.7033081,689.873291,127.490303,2.150000095,8.270000458,20.31329918,26.25370026,4.542399883,-188678.2122,-19849.17851,0,0,0
1656,2,380.9632874,779.3366699,708.7166748,121.9106979,7.415699959,8.736700058,23.74329948,34.15269852,2.744600058,-188623.2834,266046.7433,0,0,0
20,5,376.75,791.7366943,643.5032959,118.5388031,1.821799994,9.543299675,19.52669907,23.26440048,6.165200233,-188362.2166,-26616.88301,0,0,0
1465,8,393.8167114,807.583313,1165.323242,222.5628967,4.289899826,9.149999619,19.91670036,26.2656002,5.763299942,-188220.6339,-85331.54351,0,0,0
1590,15,469.5232849,604.8566895,1995.93335,328.6901855,19.72859955,7.483300209,21.27330017,32.07320023,1.443400025,-188187.2987,326317.9448,0,0,0
860,15,374.7000122,838.6099854,728.8967285,144.6508942,1.740800023,8.069999695,23.36330032,32.67900085,2.838999987,-187187.5676,55094.90219,0,0,0
861,15,374.7000122,838.6099854,728.8967285,144.6508942,1.740800023,8.069999695,23.36330032,32.67900085,2.838999987,-187183.3387,55089.24688,0,0,0
859,15,377.7567139,844.0133057,727.6633301,144.491394,1.717599988,8.023300171,23.29669952,32.59289932,2.863899946,-186942.436,55144.94347,0,0,0
1690,15,313.8099976,980.4666748,612.373291,119.2552032,1.654099941,9.076700211,23.5366993,32.06840134,4.231800079,-186489.3775,26217.26413,0,0,0
1688,15,304.1066895,986.4367065,616.4299927,120.5286026,1.681699991,9.043299675,23.52000046,31.95479965,4.21780014,-186414.5038,27904.81982,0,0,0
306,15,502.6700134,718.6199951,590.876709,112.4732971,1.439399958,8.943300247,21.88330078,29.18560028,5.123099804,-186384.3228,-4656.102925,0,0,0
307,15,472.4899902,753.7432861,575.6867065,110.1734009,1.408400059,8.97329998,21.93330002,29.25740051,5.090199947,-186381.1278,-4513.522808,0,0,0
2,15,322.7267151,851.7532959,662.6367188,121.4685974,2.017800093,8.886699677,19.64999962,24.84359932,5.464099884,-185784.7563,-25874.10333,0,0,0
1565,7,446.9833069,724.2299805,1253.783325,239.2875977,3.995800018,9.443300247,18.34670067,24.77029991,5.818999767,-185667.2315,-84750.16945,0,0,0
19,15,533.1900024,651.4033203,595.2833252,110.3354034,1.712000012,9.489999771,19.74670029,23.59860039,5.813000202,-185111.541,-31226.38694,0,0,0
6,15,362.0932922,816.0532837,613.9733276,113.6107025,1.775300026,9.243300438,19.7166996,23.67020035,5.65899992,-185044.0197,-30961.01942,0,0,0
10,15,362.0932922,816.0532837,613.9733276,113.6107025,1.775300026,9.243300438,19.7166996,23.67020035,5.65899992,-185018.6038,-31006.06058,0,0,0
1562,15,530.9567261,707.3666992,1237.369995,247.9483032,2.481600046,6.559999943,23.10330009,28.91189957,3.239099979,-184817.0216,-102005.0476,0,0,0
1519,8,612.8833008,639.5032959,1215.513306,235.976593,2.878900051,8.423299789,21.2133007,26.53829956,5.370699883,-184695.4222,-109012.1888,0,0,0
1549,8,612.8833008,639.5032959,1215.513306,235.976593,2.878900051,8.423299789,21.2133007,26.53829956,5.370699883,-184694.5339,-109012.2083,0,0,0
1535,8,612.8833008,639.5032959,1215.513306,235.976593,2.878900051,8.423299789,21.2133007,26.53829956,5.370699883,-184694.445,-109012.2102,0,0,0
1531,8,612.8833008,639.5032959,1215.513306,235.976593,2.878900051,8.423299789,21.2133007,26.53829956,5.370699883,-184693.6456,-109012.2278,0,0,0
48,2,341.5867004,880.3833008,420.6300049,78.45259857,1.422299981,10.15330029,20.44000053,24.89570045,6.065100193,-184421.9724,-49466.18839,0,0,0
47,2,416.9100037,799.7600098,419.3033142,78.25530243,1.356299996,10.24330044,20.3932991,24.79579926,6.150400162,-184369.0529,-49867.64706,0,0,0
1411,15,457.5433044,750.0567017,707.3867188,139.1042938,1.769000053,7.786699772,22.5,28.67410088,4.763899803,-183850.6848,-79377.76939,0,0,0
1498,15,528.083313,707.626709,1161.880005,230.4049988,2.443399906,6.596700191,22.60000038,27.9144001,3.25909996,-183836.0271,-106284.8144,0,0,0
1521,7,613.9666748,617.5866699,1146.030029,227.351593,2.386699915,6.590000153,22.44669914,27.56629944,3.268899918,-183315.3254,-106852.0754,0,0,0
1532,7,613.9666748,617.5866699,1146.030029,227.351593,2.386699915,6.590000153,22.44669914,27.56629944,3.268899918,-183240.9924,-106882.1559,0,0,0
1475,7,435.3599854,742.4400024,1157.233276,222.5442963,3.397799969,9.5,19.79999924,26.25399971,6.035299778,-183185.2375,-85771.55541,0,0,0
1560,8,626.0733032,624.2733154,1231.716675,247.6968994,2.475199938,6.5,22.95999908,28.77020073,3.295200109,-183033.4625,-101654.8929,0,0,0
1506,7,474.2900085,782.9467163,1142.843262,222.4597015,2.659600019,8.146699905,21.13669968,26.21229935,5.085199833,-182601.1376,-110506.5381,0,0,0
1685,15,328.7666931,848.3933105,755.0599976,149.4367981,1.92809999,8.239999771,23.15999985,32.54380035,3.284699917,-182514.4054,56582.49418,0,0,0
1502,5,495.7633057,739.039978,895.9766846,175.5962982,2.341200113,7.80670023,20.18330002,22.91790009,4.582900047,-182429.7012,-113549.9063,0,0,0
1558,7,474,762.5933228,1038.546753,202.5328979,2.488199949,7.886700153,20.81669998,24.85040092,4.710000038,-182255.8068,-110855.3399,0,0,0
1643,15,398.5100098,778.2299805,890.4733276,151.3222961,9.238400459,9.893300056,23.79000092,34.40420151,3.489099979,-182197.6765,280566.3835,0,0,0
1505,7,474.9200134,759.0999756,1063.396729,207.4042053,2.524600029,7.730000019,21.00670052,25.22520065,4.559700012,-182159.5808,-110516.0987,0,0,0
1500,15,538.9266968,703.8967285,980.4766846,191.4904022,2.421600103,7.773300171,20.63330078,24.12229919,4.570199966,-181919.1386,-111318.4548,0,0,0
1487,7,443.0067139,774.210022,988.8366699,193.1999054,2.379300117,7.553299904,20.86330032,24.29800034,4.281000137,-181897.78,-110329.4149,0,0,0
1517,7,450.6166992,780.4367065,1011.993286,197.6846924,2.398000002,7.796700001,20.85330009,24.76169968,4.579800129,-181802.9315,-110464.8786,0,0,0
942,11,373.8299866,881.7199707,449.7200012,84.12290192,2.679399967,9.183300018,24.04330063,33.5882988,3.775000095,-181673.4345,134557.2009,0,0,0
1504,7,571.416687,660.1066895,906.4367065,177.3641968,2.316299915,7.933300018,20.29999924,23.26059914,4.687399864,-181466.898,-111370.4572,0,0,0
1501,15,562.1199951,667.6433105,842.4633179,165.1618958,2.248600006,8.183300018,19.96999931,22.5883007,4.921999931,-181448.6072,-111924.5253,0,0,0
1516,15,588.8300171,632.5466919,833.376709,163.7026062,2.246999979,8.31000042,19.75329971,22.27370071,5.043900013,-181401.7799,-112474.7599,0,0,0
1499,7,455.3432922,780.5700073,1095.01001,214.0001068,2.479899883,6.940000057,21.82999992,26.48390007,3.82220006,-181383.8541,-107927.8871,0,0,0
1568,5,502.2033081,728.1832886,1088.396729,215.149704,2.519000053,6.623300076,22.30999947,27.42869949,3.501199961,-180637.4253,-105442.3679,0,0,0
24,5,424.9432983,792.0432739,482.7799988,89.84429932,1.496000051,10.11670017,20.32999992,24.71159935,6.088699818,-180576.2411,-41377.54572,0,0,0
1534,5,485.8399963,754.0933228,1003.713318,195.4438934,2.44020009,7.329999924,21.41329956,25.43930054,4.159100056,-180253.0773,-109108.4411,0,0,0
162,15,403.2732849,790.0233154,698.9099731,130.8011932,2.266599894,9.483300209,19.98670006,26.57859993,6.098800182,-178534.5234,-23019.17614,0,0,0
43,15,343.2532959,857.583313,572.9432983,106.6326981,1.737800002,9.303299904,20.05669975,24.61759949,5.418900013,-178393.089,-41936.26297,0,0,0
44,15,364.4032898,819.126709,626.7233276,116.4430008,1.934299946,9.090000153,19.79999924,24.81839943,5.429800034,-178350.0676,-40747.10199,0,0,0
1570,5,447.3467102,790.1433105,837.0532837,162.3269958,2.285099983,8.100000381,20.42000008,23.60339928,4.856900215,-178272.6743,-111652.1227,0,0,0
1510,5,586.6367188,646.6566772,764.666687,148.2079926,2.284300089,8.493300438,19.84329987,22.59989929,5.210000038,-177786.3282,-112490.6798,0,0,0
1682,7,210.5366974,636.6367188,364.646698,47.13410187,14.7052002,0.766700029,15.79669952,26.5583992,-5.033100128,-177659.8007,426797.304,0,0,0
