"background","longitude","latitude","aet","cwd","ppt","tmn","tmx","tmxjja","pptdjf","fvegrec","mam","brd","rep"
"background",-347505.36378,439039.120598,524.163024902344,437.592987060547,1826.93005371094,7.87330007553101,15.9567003250122,19.0102005004883,282.864013671875,6,61,177,16
"background",-139249.789179,439218.072881,244.440002441406,606.739990234375,284.403015136719,-0.136700004339218,16.0699996948242,26.9080009460449,33.8026008605957,9,57,163,13
"background",-159387.722118,439019.286139,201.852996826172,635.900024414062,361.266998291016,-0.176699995994568,15.9467000961304,26.6776008605957,47.893798828125,11,60,150,16
"background",-115272.926423,439283.155937,246.600006103516,607.349975585938,285.923004150391,-0.176699995994568,16.4067001342773,27.3321990966797,33.1193008422852,11,57,160,13
"background",-307189.412326,439370.966593,506.717010498047,331.850006103516,2299,3.90000009536743,17.4899997711182,26.9454002380371,383.873992919922,7,64,130,16
"background",-115940.019171,438648.037967,243.24299621582,616.489990234375,282.196990966797,-0.16329999268055,16.4799995422363,27.4277992248535,32.6040000915527,11,57,160,13
"background",-92389.4343749,438934.05302,225.639999389648,638.747009277344,364.290008544922,0.376700013875961,15.9732999801636,27.5860004425049,37.0439987182617,3,56,160,13
"background",-332336.273291,438727.013079,547.112976074219,367.859985351562,2651.47998046875,5.28000020980835,18.7966995239258,27.4585990905762,434.001007080078,5,63,135,17
"background",-92967.9199348,438701.964577,234.423004150391,624.080017089844,367.377014160156,0.453299999237061,15.9200000762939,27.5676002502441,37.3851013183594,3,56,160,13
"background",-335171.274216,438667.319014,577.200012207031,389.122985839844,2814.1298828125,7.30000019073486,16.9232997894287,23.6259002685547,460.453002929688,7,63,139,17
"background",-91734.3699744,438563.601073,235.567001342773,631.476989746094,366.946990966797,0.523299992084503,15.8999996185303,27.6368007659912,36.9337997436523,9,56,162,13
"background",-245282.233736,438961.209112,318.309997558594,388.493011474609,1145.32995605469,2.32669997215271,10.8000001907349,19.8617000579834,174.160003662109,6,60,131,16
"background",-181472.822006,438867.878576,348.910003662109,505.779998779297,551.882995605469,1.64999997615814,16.3432998657227,27.4587993621826,78.5111999511719,2,64,168,18
"background",-278308.63808,438573.872952,377.769989013672,522.52001953125,1564.11999511719,3.32999992370605,19.3267002105713,29.9958992004395,278.441986083984,7,63,133,17
"background",-208431.796027,438446.057122,264.207000732422,727.390014648438,545.872985839844,3.96670007705688,18.3332996368408,29.3752994537354,85.9908981323242,7,62,156,18
"background",-338988.066348,438489.886358,666.976989746094,255.50700378418,2451.51000976562,6.75,17.3966999053955,23.448299407959,393.434997558594,6,60,155,16
"background",-276713.133777,438355.717445,337.627014160156,515.182983398438,1672.93994140625,4.6100001335144,17.9633007049561,28.3570003509521,298.197998046875,8,63,135,17
"background",-182016.300825,438367.128427,350.877014160156,516.89697265625,555.919982910156,2.01670002937317,16.3533000946045,27.4099998474121,79.5982971191406,5,64,168,18
"background",-50169.8068903,438227.740675,276.683013916016,505.790008544922,554.56298828125,0.743300020694733,13.1732997894287,23.864200592041,74.0800018310547,1,57,183,12
"background",-171162.114663,437949.838926,228.360000610352,640.507019042969,416.709991455078,0.953299999237061,15.7266998291016,26.622200012207,54.7737007141113,2,59,162,15
"background",-270419.818155,437867.508228,350.882995605469,475.113006591797,1752.46997070312,4.32670021057129,15.2867002487183,25.3812999725342,315.598999023438,8,62,133,17
"background",-247175.504551,437704.5819,301.68701171875,442.773010253906,1089,2.56669998168945,11.2399997711182,20.5139007568359,167.016998291016,7,62,133,16
"background",-9994.28800442,437993.797587,287.286987304688,254.779998779297,1281.27001953125,-2.52670001983643,8.84329986572266,18.9241008758545,174.845001220703,3,59,147,13
"background",-308481.643979,437199.033925,548.627014160156,294.502990722656,2511.830078125,4.80329990386963,16.3567008972168,25.5498008728027,401.032012939453,7,64,132,16
"background",-42132.2436029,437459.531536,194.563003540039,613.223022460938,455.046997070312,0.819999992847443,14,24.9393997192383,59.6870002746582,1,54,168,12
"background",-281071.216068,437527.283193,353.132995605469,543.203002929688,2019.67004394531,5.28000020980835,17.2233009338379,27.5962009429932,361.923004150391,7,64,131,17
"background",-111121.6834,437449.378261,249.076995849609,601.210021972656,293.06298828125,-0.180000007152557,16.2966995239258,27.2434005737305,33.7020988464355,11,57,160,13
"background",-63166.1258376,437183.315575,249.516998291016,542.767028808594,550.877014160156,0.349999994039536,13.8367004394531,24.6840991973877,74.7369003295898,1,58,185,12
"background",-280105.773689,437274.824998,459.510009765625,472.190002441406,1976.91003417969,5.40670013427734,17.4766998291016,27.9405994415283,356.419006347656,7,63,131,17
"background",-289096.458543,436612.656984,391.0830078125,548.517028808594,1779.34997558594,4.70669984817505,18.1466999053955,28.0797004699707,297.924987792969,7,63,133,16
"background",-31907.943354,436621.427928,-9999,-9999,407.912994384766,0.613300025463104,15.6099996566772,26.8939990997314,49.0623016357422,9,54,163,12
"background",-73882.7579942,436992.629099,242.212997436523,593.492980957031,452.867004394531,0.430000007152557,14.8966999053955,26.0758991241455,56.068000793457,3,57,176,12
"background",-281297.431447,437023.262274,361.527008056641,541.406982421875,1960.91003417969,4.8467001914978,18.2166996002197,28.6737003326416,352.977996826172,7,64,134,17
"background",-273155.872229,436671.025032,372.519989013672,574.81298828125,1676.63000488281,4.53000020980835,18.9832992553711,29.6016006469727,302.397003173828,7,63,137,17
"background",-162449.740377,436508.775696,188.199996948242,656.153015136719,342.032989501953,-0.236699998378754,16.0499992370605,26.7467002868652,44.8512001037598,3,60,155,16
"background",-41556.2731393,436567.688691,-9999,-9999,372.446990966797,0.230000004172325,15.2932996749878,26.4740009307861,49.726001739502,9,54,169,12
"background",-232588.787993,436438.559885,308.489990234375,637.409973144531,835.387023925781,4.92670011520386,15.1567001342773,25.0408992767334,132.113998413086,7,65,144,17
"background",-22904.5622499,436173.183632,239.419998168945,527.469970703125,597.64697265625,0.200000002980232,13.7367000579834,24.6900005340576,71.0755996704102,1,65,148,10
"background",-260316.613964,436156.179098,423.632995605469,550.586975097656,1132.64001464844,5.17999982833862,17.7299995422363,27.9904003143311,193.317993164062,7,62,138,16
"background",-240616.522918,436522.843842,336.470001220703,561.659973144531,950.843017578125,4.40670013427734,13.9967002868652,23.7530002593994,152.108993530273,7,64,140,17
"background",-320755.208837,436391.127677,553.206970214844,386.570007324219,2163.64990234375,4.60330009460449,19.1599998474121,29.1177005767822,353.789001464844,7,64,130,17
"background",-279543.814207,436381.210693,438.027008056641,467.856994628906,1840.89001464844,4.68330001831055,18.1100006103516,28.7131996154785,331.135986328125,7,64,131,17
"background",-195097.671049,436345.804821,302.183013916016,652.112976074219,544.307006835938,3.24000000953674,18.3533000946045,29.4200000762939,77.8050994873047,2,62,159,18
"background",-101272.594651,436427.538473,219.486999511719,640.77001953125,350.799987792969,0.666700005531311,15.7566995620728,26.9141998291016,38.8418998718262,2,56,158,13
"background",-214963.368959,436480.085365,314.130004882812,673.330017089844,518.369995117188,3.60999989509583,18.9699993133545,30.0240993499756,79.936897277832,2,64,137,18
"background",-336709.986363,435877.444998,583.799987792969,388.162994384766,2755.81005859375,7.80999994277954,16.3600006103516,22.4678001403809,451.109008789062,7,62,143,17
"background",-222304.411797,435927.418719,351.596984863281,538.716979980469,798.843017578125,4.80670022964478,13.8267002105713,23.5552997589111,131.216003417969,2,64,140,17
"background",-138403.550772,436021.498684,-9999,-9999,279.453002929688,-0.180000007152557,16.2432994842529,27.1131000518799,31.128999710083,11,56,163,13
"background",-69002.6159806,435735.813987,212.809997558594,614.450012207031,474.470001220703,0.303299993276596,14.7467002868652,25.8449001312256,60.5122985839844,7,58,179,12
"background",-292780.666854,436012.550632,434.536987304688,480.239990234375,2034.2099609375,4.53999996185303,16.2700004577637,25.7856998443604,341.851989746094,1,63,133,16
"background",-11044.05104,435881.241846,317.773010253906,303.673004150391,1133.4599609375,-2.06329989433289,10.0733003616333,20.5060005187988,154.626007080078,4,59,150,13
"background",-153231.503528,435826.242183,161.986999511719,674.206970214844,343.726989746094,0.209999993443489,15.8500003814697,26.6473007202148,44.3301010131836,7,60,143,14
"background",-61177.434319,435624.353203,262.850006103516,529.786987304688,555.177001953125,0.376700013875961,13.8432998657227,24.7017002105713,75.5991973876953,3,58,185,12
"background",-260881.435664,435676.195965,368.549987792969,616.299987792969,1094.02001953125,5.21670007705688,18.4333000183105,29.0368995666504,185.830993652344,7,63,140,17
"background",-234050.905874,435441.410134,315.277008056641,665.242980957031,753.159973144531,4.59999990463257,17.4832992553711,28.1403999328613,118.552001953125,6,65,143,17
"background",-76384.5223345,435438.924543,221.419998168945,628.086975097656,436.579986572266,0.466699987649918,15.1167001724243,26.4570007324219,52.6212005615234,3,56,175,12
"background",-27875.0968816,435594.0132,379.75,496.5,451.859985351562,0.856700003147125,15.8066997528076,27.2222995758057,52.5904006958008,11,55,173,12
"background",-33396.2760544,435211.442647,-9999,-9999,395.720001220703,0.620000004768372,15.6199998855591,26.903299331665,48.8600997924805,9,54,162,12
"background",-346181.081446,435332.208766,525.3330078125,428.463012695312,1866.68994140625,7.75330018997192,15.8432998657227,18.6805992126465,290.037994384766,11,61,177,16
"background",-20411.7822327,435175.75495,284.542999267578,311.502990722656,916.510009765625,-1.89999997615814,9.60330009460449,19.9897994995117,118.442001342773,3,64,144,10
"background",-261620.980879,435214.207392,382.897003173828,600.299987792969,1164.14001464844,5.21999979019165,18.2000007629395,28.7637004852295,199.225006103516,8,63,140,17
"background",-303199.330228,435164.620166,506.029998779297,271.243011474609,2749.43994140625,3.42330002784729,13.9200000762939,23.0359001159668,442.470001220703,8,63,125,16
"background",-311959.249985,434778.371756,448.722991943359,449.897003173828,2078.2099609375,3.73329997062683,18.1567001342773,27.9703998565674,344.417999267578,7,64,130,16
"background",-135435.645896,434858.468906,238.177001953125,603.757019042969,278.042999267578,-0.213300004601479,16.3766994476318,27.2943000793457,29.281099319458,11,56,162,13
"background",-166192.193584,434908.085164,187.772994995117,662.976989746094,333.382995605469,-0.100000001490116,16.1033000946045,26.8253993988037,43.2168006896973,3,60,166,16
"background",-62494.7609285,435095.691208,263.222991943359,534.732971191406,546.403015136719,0.383300006389618,13.9467000961304,24.8078002929688,74.0198974609375,1,58,185,12
"background",-166167.216992,434685.91683,200.990005493164,649.932983398438,332.282989501953,-0.106700003147125,16.1033000946045,26.8265991210938,43.0236015319824,3,60,167,16
"background",-332998.038072,435090.891922,584.692993164062,376.453002929688,2612,6.25330018997192,17.5200004577637,24.5862007141113,427.424011230469,7,64,138,17
"background",-226517.955419,434964.247061,293.93701171875,692.143005371094,700.8330078125,5.00330018997192,17.2733001708984,27.8715991973877,113.512001037598,6,65,143,17
"background",-273391.464071,434535.912058,374.382995605469,583.830017089844,1683.0400390625,4.70329999923706,18.2166996002197,28.8048992156982,303.080993652344,7,64,137,17
"background",-100856.454856,434225.779804,221.177001953125,646.22998046875,351.653015136719,0.839999973773956,15.6899995803833,26.8477993011475,38.8754005432129,7,56,161,13
"background",-19073.6615521,434410.999425,304.497009277344,333.117004394531,949.127014160156,-1.62000000476837,10.2799997329712,20.8334007263184,124.999000549316,8,66,145,10
"background",-136100.435769,434371.956991,239.537002563477,601.049987792969,278.722991943359,-0.186700001358986,16.346700668335,27.2530002593994,29.4461002349854,11,56,164,13
"background",-34222.1453033,434307.79069,-9999,-9999,391.877014160156,0.613300025463104,15.5966997146606,26.8421001434326,49.2505989074707,9,54,162,12
"background",-343007.341545,434175.168348,519.60302734375,438.307006835938,1939.81994628906,7.43330001831055,16.4300003051758,20.0638008117676,303.4169921875,7,61,178,16
"background",-53247.3951721,433912.472593,223.302993774414,579.669982910156,537.192993164062,0.486699998378754,14.1033000946045,25.0417995452881,71.1738967895508,3,57,185,12
"background",-283412.622678,433731.427455,369.260009765625,593.349975585938,1563.33996582031,3.86669993400574,19.7933006286621,30.6611995697021,282.266998291016,7,64,137,18
"background",-288831.757285,434160.799547,353.286987304688,603.156982421875,1575.32995605469,3.54329991340637,19.403299331665,30.0701007843018,271.468994140625,7,63,134,16
"background",-311989.911277,434124.593748,485.589996337891,417.553009033203,2103.72998046875,3.85330009460449,18.4433002471924,28.3423004150391,349.493988037109,7,64,130,16
"background",-64821.8419426,433908.770818,427.707000732422,382.700012207031,517.362976074219,0.353300005197525,14.3166999816895,25.289400100708,68.622200012207,2,58,183,12
"background",-267326.516998,433593.510826,340.459991455078,585.849975585938,1556.11999511719,4.59329986572266,18.61669921875,29.2693996429443,276.459014892578,7,63,140,17
"background",-267002.832824,433491.682803,320.4169921875,565.427001953125,1716.7099609375,4.64330005645752,16.8132991790771,27.1224002838135,307.863006591797,6,63,140,17
"background",-93896.1614825,433309.938143,-9999,-9999,361.190002441406,0.490000009536743,15.8933000564575,27.7077007293701,36.3717002868652,9,56,163,13
"background",-90019.592584,433345.267426,238.320007324219,638.030029296875,364.542999267578,0.57669997215271,15.8800001144409,27.8211002349854,36.25830078125,2,56,167,13
"background",-11080.3254367,433323.828662,295.643005371094,525.799987792969,685.077026367188,0.509999990463257,13.9967002868652,25.040599822998,93.918701171875,3,60,147,13
"background",-212421.704251,433252.42826,239.186996459961,764.807006835938,429.147003173828,3.40669989585876,19.7966995239258,30.906400680542,63.3835983276367,8,62,133,18
"background",-342898.585089,432907.616722,587.422973632812,382.352996826172,1967.19995117188,7.16669988632202,16.9832992553711,21.285400390625,308.841003417969,7,60,158,16
"background",-345807.943207,433164.36473,522.940002441406,427.356994628906,1870.76000976562,7.65000009536743,15.8832998275757,18.7483005523682,291.315002441406,2,61,179,16
"background",-153412.393319,432813.486809,239.233001708984,583.286987304688,410.277008056641,1.08669996261597,15.4167003631592,26.4381008148193,53.6820983886719,7,61,143,14
"background",-221777.942513,432929.419332,290.779998779297,619.359985351562,717.539978027344,5.0132999420166,16.3400001525879,26.7430000305176,117.021003723145,7,64,141,17
"background",-193763.772555,432871.409119,288.907012939453,604.18701171875,637.429992675781,2.68330001831055,17.3766994476318,28.4843006134033,89.211799621582,2,63,161,17
"background",-88150.272367,433047.777814,241.126998901367,637.77001953125,371.087005615234,0.656700015068054,15.7700004577637,27.7241992950439,37.0320014953613,3,56,168,13
"background",-244616.310451,432528.461104,402.177001953125,518.697021484375,920.403015136719,4.36670017242432,14.5767002105713,24.2707004547119,152.401992797852,7,64,141,17
"background",-197895.148,432604.132294,280.510009765625,678.679992675781,546.046997070312,3.30329990386963,18.3500003814697,29.471399307251,78.097900390625,7,60,154,17
"background",-206382.934034,432556.010757,265.763000488281,721.68701171875,406.446990966797,3.30999994277954,19.6867008209229,30.9372997283936,58.5988006591797,8,60,160,18
