"background","longitude","latitude","aet","cwd","ppt","tmn","tmx","tmxjja","pptdjf","fvegrec","mam","brd","rep"
"background",-116525.910963,262497.223344,318.320007324219,533.913024902344,1029.81005859375,-0.370000004768372,15.0066995620728,25.6333999633789,169.24299621582,7,66,130,11
"background",-300900.710939,262612.566648,380.282989501953,402.927001953125,2602.31005859375,2.59669995307922,14.2433004379272,23.328800201416,429.018005371094,7,52,141,18
"background",-116725.640727,262512.30636,315.9169921875,522.659973144531,1048.58996582031,-0.476700007915497,14.8332996368408,25.4106998443604,171.001007080078,7,66,130,11
"background",-209269.490303,262669.220589,338.3330078125,835.450012207031,790.752990722656,9.47329998016357,23.9699993133545,34.5130996704102,136.636993408203,6,42,145,15
"background",-42223.159047,262579.786485,267.296997070312,720.843017578125,307.739990234375,1.63999998569489,18.1266994476318,29.8787002563477,49.1529006958008,11,56,156,17
"background",-45635.9973822,262570.408212,303.826995849609,679.090026855469,348.25,1.52670001983643,18.0466995239258,29.952299118042,57.6725997924805,11,55,161,17
"background",-90772.4912361,262559.677197,305.273010253906,500.440002441406,949.890014648438,-0.323300004005432,14,24.3402996063232,151.39599609375,7,66,150,11
"background",-311965.346074,262748.160307,544.820007324219,469.25,1551.18005371094,6.1532998085022,20.4766998291016,29.5352001190186,265.652008056641,7,54,149,15
"background",-104052.912859,262693.710092,284.890014648438,568.572998046875,1015.82000732422,0.363299995660782,14.2299995422363,24.4901008605957,164.505996704102,7,66,140,11
"background",-294888.984851,262269.669015,434.942993164062,508.953002929688,1685.92004394531,4.40999984741211,17.9867000579834,27.1947994232178,301.238006591797,7,52,149,18
"background",-245509.633197,262158.624983,348.046997070312,677.239990234375,884.969970703125,4.99669981002808,20.3766994476318,31.1536998748779,153.930999755859,8,61,139,18
"background",-341756.482254,262161.22708,614.257019042969,363.942993164062,1594.48999023438,6.98000001907349,20.0233001708984,28.4256992340088,277.756988525391,7,57,151,15
"background",-86368.7644363,262303.708788,320.622985839844,525.989990234375,889.070007324219,-0.553300023078918,14.9700002670288,25.4736003875732,145.473999023438,7,65,149,11
"background",-327593.587568,262235.655757,590.387023925781,390.363006591797,1507.56994628906,6.76999998092651,19.6033000946045,27.9375991821289,259.953002929688,7,57,151,15
"background",-148155.739012,262137.376012,397.476989746094,657.763000488281,973.302978515625,5.06330013275146,19.2467002868652,29.9659004211426,150.363998413086,8,51,155,17
"background",-157576.722973,262035.285424,387.390014648438,758.612976074219,903.52001953125,7.31669998168945,21.9167003631592,32.4831008911133,143.621002197266,2,49,165,17
"background",-85672.6421024,262281.841044,318.959991455078,528.726989746094,881.317016601562,-0.556699991226196,15.0032997131348,25.5184001922607,144.531997680664,7,65,151,11
"background",-244615.124818,261885.830938,287.536987304688,686.182983398438,845.177001953125,5.51669979095459,20.6900005340576,31.5762004852295,144.360000610352,6,61,136,18
"background",-360174.270852,261868.104177,539.200012207031,393.446990966797,1818.0400390625,7.45329999923706,17.3966999053955,21.2087001800537,316.580993652344,6,58,160,15
"background",-158080.112916,261699.493338,383.972991943359,757.14697265625,900.010009765625,7.44000005722046,22.0832996368408,32.6459007263184,143.179992675781,2,48,163,17
"background",-290995.572169,261406.56111,466.023010253906,489.536987304688,1607.26000976562,5.03000020980835,17.2632999420166,26.4776992797852,289.118988037109,7,52,148,18
"background",-270505.72192,261484.823371,354.773010253906,608.072998046875,1753.15002441406,3.65000009536743,17.5100002288818,27.7749004364014,319.31298828125,7,59,140,18
"background",-108242.382049,261841.890788,297.867004394531,563.39697265625,989,0.246700003743172,14.7932996749878,25.5494003295898,161.988998413086,7,65,137,11
"background",-296246.087047,260937.425954,504.882995605469,416.850006103516,2066.25,4.46999979019165,15.6366996765137,24.105899810791,354.981994628906,1,52,147,18
"background",-323021.897839,261023.97203,518.672973632812,487.756988525391,1406.48999023438,6.85330009460449,19.88330078125,28.1354007720947,248.285003662109,7,55,146,15
"background",-332326.263902,261279.470039,574.460021972656,405.912994384766,1402.46997070312,7.21999979019165,18.5767002105713,25.2264003753662,246.677001953125,7,56,151,15
"background",-242013.086544,260948.857357,369.412994384766,707.017028808594,769.052978515625,6.7367000579834,22.1000003814697,33.2248992919922,128.904998779297,6,59,133,18
"background",-45105.0636454,261208.518892,291.013000488281,691.713012695312,340.070007324219,1.5333000421524,18.0767002105713,29.9148998260498,55.8441009521484,11,55,160,17
"background",-317713.442518,260450.332409,539.679992675781,512.473022460938,1413.93994140625,6.79330015182495,20.4232997894287,29.3836002349854,248.554992675781,6,54,148,15
"background",-345208.913302,260641.510237,629.549987792969,298.329986572266,2000.64001464844,7.30670022964478,18.1299991607666,25.8766994476318,340.847991943359,7,57,153,15
"background",-88934.2462074,260447.630247,274.109985351562,575.679992675781,886.81298828125,-0.239999994635582,14.8767004013062,25.4435997009277,142.5,1,66,151,11
"background",-148968.928493,260812.751723,595.982971191406,425.730010986328,956.017028808594,5.72669982910156,19.7467002868652,30.502799987793,147.621994018555,8,61,135,20
"background",-308308.368687,260458.904711,542.210021972656,451.766998291016,1637.71997070312,5.96670007705688,19.9132995605469,28.9102993011475,279.580993652344,7,53,145,18
"background",-227086.988355,260521.55291,413.299987792969,724.406982421875,878.539978027344,9.3100004196167,23.5100002288818,34.1050987243652,150.449005126953,2,45,137,17
"background",-178928.721033,260767.860874,359.766998291016,811.409973144531,745.346984863281,9.29329967498779,23.8299999237061,34.2509994506836,127.165000915527,2,45,163,17
"background",-303186.456065,260760.842319,522.1669921875,358.950012207031,2706.55004882812,4.88000011444092,16.5466995239258,25.796199798584,440.559997558594,7,54,148,15
"background",-6884.93433927,260512.273459,192.996994018555,639.296997070312,330.113006591797,0.803300023078918,14.1033000946045,24.9624004364014,40.5747985839844,3,60,139,16
"background",-177899.957052,260326.439079,370.700012207031,797.617004394531,752.413024902344,9.43000030517578,23.8066997528076,34.2515983581543,128.332992553711,6,44,164,17
"background",-149278.018464,259989.805835,501.316986083984,572.56298828125,947.713012695312,5.68669986724854,19.1800003051758,29.8931007385254,145.490005493164,7,61,133,20
"background",-204373.027954,260380.37416,537.640014648438,633.802978515625,778.4169921875,9.25329971313477,24.0699996948242,34.5688018798828,135.126998901367,6,43,144,15
"background",-58111.4896392,260004.808287,223.009994506836,673.969970703125,426.470001220703,1.02330005168915,16.6432991027832,28.0081005096436,73.9446029663086,7,64,140,12
"background",-21147.9631686,260272.919985,168.212997436523,830.043029785156,196.167007446289,1.50670003890991,18.36669921875,29.9918003082275,28.0657005310059,3,56,153,17
"background",-11558.0954935,260221.788158,181.983001708984,624.043029785156,299.880004882812,1.11670005321503,13.9732999801636,24.3817005157471,36.2779998779297,3,60,143,16
"background",-82807.3469252,259725.754814,376.677001953125,471.940002441406,818.10302734375,-0.389999985694885,15.0900001525879,25.5757999420166,134.656997680664,3,64,153,11
"background",-319646.419987,259814.270867,512.489990234375,472.826995849609,1427.09997558594,6.7866997718811,20.403299331665,29.1804008483887,250.494003295898,7,54,150,15
"background",-4423.39529595,259542.001153,189.190002441406,654.112976074219,316.429992675781,0.893299996852875,14.3000001907349,25.4603996276855,39.1643981933594,3,59,139,16
"background",-140633.718591,259017.26031,504.923004150391,321.162994384766,1441.30004882812,1.33000004291534,15.0699996948242,25.0997009277344,235.128005981445,7,64,134,11
"background",-363294.442085,259346.168663,612.710021972656,303.382995605469,2043.01000976562,7.57329988479614,18.6833000183105,24.8528995513916,350.597991943359,7,58,159,15
"background",-242971.202198,259003.945985,370.160003662109,660.927001953125,862.900024414062,6.14330005645752,20.1432991027832,30.7896003723145,146.039001464844,8,46,151,16
"background",-328188.751732,259029.451257,584.429992675781,446.566986083984,1389.61999511719,6.94329977035522,19.5400009155273,27.324800491333,244.054000854492,7,56,151,15
"background",-68406.949719,259438.954644,285.882995605469,558.989990234375,725.8330078125,0.656700015068054,14.6866998672485,25.2276000976562,129.593994140625,2,63,143,12
"background",-167887.210483,259159.550581,377.963012695312,759.077026367188,828.456970214844,7.73330020904541,22.7933006286621,33.5349006652832,134.52099609375,6,46,168,17
"background",-164862.338552,259163.001798,396.630004882812,759.346984863281,872.596984863281,7.30999994277954,21.7000007629395,32.3796997070312,139.399993896484,8,47,169,17
"background",-198920.581421,259061.181321,347.453002929688,825.236999511719,786.247009277344,9.30000019073486,23.9867000579834,34.4599990844727,136.638000488281,6,43,145,15
"background",-18732.7134349,259217.556229,160.667007446289,834.827026367188,188.867004394531,1.60000002384186,18.426700592041,30.0872001647949,26.7679004669189,3,57,152,17
"background",-16291.5791272,258752.339902,161.832992553711,816.927001953125,190.25700378418,1.51999998092651,18.4232997894287,30.1730003356934,26.2138004302979,3,60,149,17
"background",-342837.814309,258548.949614,614.137023925781,325.782989501953,1802.98999023438,7.28000020980835,18.7766990661621,27.2889995574951,306.165985107422,7,57,153,15
"background",-350082.103374,258867.871386,623.117004394531,313.696990966797,2036.16003417969,6.87669992446899,19.0032997131348,25.5659999847412,351.424011230469,7,58,157,15
"background",-39526.8398361,258935.207741,161.656997680664,757.010009765625,323.106994628906,1.14330005645752,17.2266998291016,28.7031002044678,49.7336006164551,3,56,159,17
"background",-305908.717311,258569.901474,568.080017089844,471.950012207031,1784.06005859375,6.64330005645752,18.3132991790771,27.5541000366211,308.045013427734,6,52,144,18
"background",-291390.589648,258884.73841,470.967010498047,518.39697265625,1613.43005371094,4.55670022964478,18.0132999420166,27.2660007476807,289.468994140625,7,52,149,18
"background",-240664.686402,258842.359397,377.690002441406,711.760009765625,800.56298828125,7.03999996185303,21.653299331665,32.5928001403809,135.615005493164,6,46,145,17
"background",-155586.643258,258821.879884,369.6669921875,714.780029296875,943.672973632812,6.52330017089844,20.8332996368408,31.6387996673584,149.167999267578,2,50,163,17
"background",-113538.179839,258963.022048,335.350006103516,496.322998046875,1002.80999755859,0.0132999997586012,14.7632999420166,25.2206993103027,165.311996459961,7,66,133,11
"background",-231663.923722,258595.967821,348.352996826172,815.653015136719,858.413024902344,8.7632999420166,22.8132991790771,33.8750991821289,146.365997314453,8,44,139,17
"background",-192206.760028,258883.913084,360.707000732422,815.06298828125,820.153015136719,9.69330024719238,23.7532997131348,34.2277984619141,142.179000854492,2,44,145,15
"background",-176193.530233,258731.028435,365.816986083984,814.359985351562,763.387023925781,9.81330013275146,23.7166996002197,34.2081985473633,129.462005615234,2,44,163,17
"background",-3022.36294754,258249.411661,172.197006225586,759.219970703125,274.877014160156,2,15.7166996002197,27.0328998565674,35.0336990356445,3,59,139,16
"background",-148197.025288,258128.356919,380.700012207031,676.877014160156,964.059997558594,5.4867000579834,18.4832992553711,28.9673004150391,147.121994018555,7,60,134,20
"background",-209853.425948,258058.088771,403.399993896484,773.276977539062,794.340026855469,9.33329963684082,24,34.524600982666,137.70100402832,6,41,144,15
"background",-121433.09068,258464.66755,375.557006835938,421.239990234375,1223.96997070312,-0.790000021457672,14.8800001144409,25.3243007659912,198.731994628906,7,65,123,11
"background",-47242.5121365,257866.682999,288.890014648438,674.650024414062,382.282989501953,1.44669997692108,17.5032997131348,29.0783996582031,62.8256988525391,2,56,168,17
"background",-217853.284828,258005.846143,347.600006103516,837.6669921875,836.286987304688,9.63669967651367,23.403299331665,33.8685989379883,144.151000976562,6,43,144,15
"background",-286094.832846,257654.386726,418.606994628906,525.096984863281,1629.53002929688,4.46999979019165,17.6599998474121,26.9316005706787,293.381988525391,7,59,138,18
"background",-336783.592786,257571.350485,605.400024414062,365.382995605469,1605.76000976562,7.02670001983643,19.3567008972168,27.7845993041992,277.712005615234,7,56,151,15
"background",-292767.546741,257774.777504,396.869995117188,592.343017578125,1620.31994628906,4.72329998016357,18.1233005523682,27.3722991943359,289.545989990234,7,52,149,18
"background",-190587.813411,257671.322703,327.769989013672,858.882995605469,767.382995605469,9.49670028686523,23.8500003814697,34.249698638916,133.677993774414,6,43,146,16
"background",-98903.2324008,257837.846247,276.707000732422,574.93701171875,965.799987792969,0.25330001115799,14.6599998474121,25.2343997955322,155.425994873047,7,66,149,11
"background",-110965.276286,257741.775179,313.596984863281,567.752990722656,943.659973144531,0.0533000007271767,15.8500003814697,26.6828002929688,158.796005249023,7,66,135,11
"background",-238314.444307,257697.608065,319.217010498047,798.293029785156,800.690002441406,7.52670001983643,22.0832996368408,33.220401763916,135.126998901367,6,44,143,17
"background",-304778.142516,257982.205914,583.822998046875,441.463012695312,2055.77001953125,6.26000022888184,17.7467002868652,27.2122001647949,348.81298828125,7,52,144,18
"background",-144822.163341,257442.749358,369.893005371094,643.27001953125,1129.26000976562,4.22329998016357,17.4300003051758,27.5816993713379,177.636993408203,7,63,138,12
"background",-828.6580108,257313.634954,193.240005493164,786,250.49299621582,2.70329999923706,16.9367008209229,28.4561004638672,33.6248016357422,3,59,138,16
"background",-175613.744354,257450.947126,422.640014648438,754.432983398438,763.283020019531,9.81999969482422,23.7399997711182,34.2168998718262,129.613006591797,11,44,163,17
"background",-247288.262074,257357.163166,331.829986572266,637.679992675781,947.68701171875,5.63000011444092,18.5533008575439,28.8062992095947,158.246994018555,7,61,138,18
"background",-218442.036004,256769.277417,345.303009033203,843.280029296875,822.320007324219,9.59000015258789,23.4400005340576,33.8790016174316,142.005004882812,6,42,145,15
"background",-662.76748447,256858.033263,164.649993896484,816.976989746094,243.320007324219,2.77329993247986,16.9566993713379,28.4794006347656,32.519100189209,3,59,139,16
"background",-217869.794495,256896.496294,344.627014160156,843.590026855469,820.453002929688,9.57670021057129,23.4733009338379,33.9310989379883,141.725997924805,6,42,144,15
"background",-346339.448811,256583.910909,656.637023925781,330.040008544922,1967.23999023438,6.98000001907349,19.1000003814697,26.4923000335693,331.346008300781,7,57,154,15
"background",-237687.399175,256899.06664,400.942993164062,714.922973632812,806.302978515625,7.67329978942871,22.13330078125,33.2187004089355,136.218994140625,6,44,144,17
"background",-285842.843066,256497.263511,473.700012207031,488.769989013672,1629.83996582031,4.01999998092651,17.9666996002197,27.3267993927002,293.096008300781,7,59,138,18
"background",-57892.8248293,256385.499107,253.072998046875,485.236999511719,736.35302734375,0.579999983310699,13.1866998672485,23.0608997344971,140.399002075195,7,64,141,12
"background",-330802.06315,256444.629107,575.783020019531,398.296997070312,1445.96997070312,6.97669982910156,19.5566997528076,27.523099899292,253.697998046875,7,56,151,15
"background",-140605.522316,256239.688573,411.006988525391,405.963012695312,1504.73999023438,0.899999976158142,14.1066999435425,23.7847995758057,245.77799987793,7,64,133,11
"background",-179291.536251,256302.603729,391.136993408203,785.789978027344,763.526977539062,9.66670036315918,23.7667007446289,34.2397003173828,130.565994262695,2,44,163,17
"background",-181486.168093,256408.850808,389.846984863281,782.320007324219,770.372985839844,9.73330020904541,23.7632999420166,34.2351989746094,132.283996582031,2,45,162,17
"background",-45620.0128789,256096.155717,172.869995117188,797.263000488281,374.632995605469,1.55330002307892,17.6900005340576,29.3146991729736,62.7058982849121,3,56,167,17
"background",-34118.1114587,256060.994195,200.690002441406,807.177001953125,231.50700378418,1.81669998168945,18.3866996765137,29.9978008270264,34.7575988769531,3,56,155,17
"background",-68459.06888,255763.904546,318.976989746094,477.162994384766,852.963012695312,0.53329998254776,13.4366998672485,23.5007991790771,157.425994873047,7,63,145,12
"background",-365461.049923,255822.247029,660.090026855469,326.072998046875,1953.78002929688,7.99669981002808,17.8567008972168,23.0060997009277,335.638000488281,7,58,160,15
"background",-242.446344272,256005.689253,160.462997436523,826.976989746094,231.042999267578,2.84330010414124,17.0300006866455,28.5247001647949,30.8453006744385,3,59,139,16
"background",-243616.586894,255905.289813,538.817016601562,509.942993164062,967.046997070312,6.61670017242432,18.2166996002197,28.3568992614746,158.953002929688,8,46,150,16
"background",-269313.656747,255743.863611,339.766998291016,591.122985839844,1681.07995605469,2.75,17.7000007629395,28.2371006011963,304.679992675781,7,58,139,18
"background",-351391.059608,255910.505866,621.659973144531,363.566986083984,1937.64001464844,6.4867000579834,19.4899997711182,26.6366996765137,334.800994873047,6,58,158,15
"background",-65071.0196778,255316.933912,264.523010253906,528.086975097656,815.5,0.563300013542175,13.0267000198364,22.8707008361816,153.082000732422,7,64,140,12
"background",-7589.74283588,255392.507638,138.322998046875,824.953002929688,226.020004272461,2.20329999923706,16.573299407959,27.8570003509521,28.9853992462158,3,61,140,16
"background",-349369.25762,255463.931045,657.77001953125,337.352996826172,1988.52001953125,6.90999984741211,18.7467002868652,25.6338005065918,340.279998779297,6,57,158,15
"background",-215570.890911,255201.902209,338.890014648438,851.317016601562,797.773010253906,9.61670017242432,23.8332996368408,34.3672981262207,138.414001464844,6,42,145,15
"background",-26006.4533101,255077.625985,183.723007202148,821.356994628906,212.897003173828,1.66999995708466,18.4500007629395,30.0739994049072,31.2789001464844,9,56,156,17
"background",-93385.6800691,254772.575676,273.346984863281,609.546997070312,876.093017578125,0.0199999995529652,15.9099998474121,26.7929992675781,144.218994140625,7,65,156,12
"background",-86432.2082469,254824.108511,256.290008544922,617.56298828125,794.39697265625,-0.0266999993473291,15.6033000946045,26.3027992248535,129.925003051758,7,65,156,12
"background",-227621.58611,254693.79898,404.863006591797,764.929992675781,849.153015136719,9.38000011444092,22.6133003234863,33.0811004638672,145.632995605469,2,44,138,17
"background",-233656.041441,255059.517977,369.31298828125,764.830017089844,846.882995605469,8.42329978942871,22.5366992950439,33.6547012329102,143.824005126953,6,44,141,17
"background",-105800.885842,254727.668332,319.657012939453,583.586975097656,857.377014160156,0.106700003147125,16.61669921875,27.7803993225098,144.203994750977,5,65,146,11
"background",-320029.85375,254910.721281,560.052978515625,470.399993896484,1614.69995117188,6.73999977111816,19.4433002471924,28.32080078125,278.601013183594,2,54,149,15
"background",-138770.823134,254744.639618,499.756988525391,237.600006103516,1612.92004394531,-0.92330002784729,13.039999961853,22.5561008453369,264.700988769531,7,64,131,11
"background",-36978.0516042,254394.703301,226.947006225586,778.697021484375,263.247009277344,1.77999997138977,18.3866996765137,30.0256996154785,41.0433006286621,11,56,164,17
"background",-361300.696578,254297.714147,505.102996826172,445.309997558594,2052.98999023438,7.75,18.75,24.8512001037598,347.372009277344,6,58,161,15
"background",-283797.015198,254514.769163,431.049987792969,555.77001953125,1579.56994628906,3.77329993247986,18.4799995422363,28.1149997711182,283.002014160156,7,60,139,18
"background",-203068.458625,254299.849322,336.002990722656,836.429992675781,804.007019042969,9.06330013275146,23.8367004394531,34.364200592041,139.996994018555,6,42,146,15
"background",-136701.844416,254209.239957,506.399993896484,198.723007202148,1664.55004882812,-1.37670004367828,12.7033004760742,22.1408996582031,273.964996337891,7,64,129,11
"background",-359562.728186,254449.576591,622.710021972656,340.446990966797,2025.5400390625,7.2866997718811,19.3267002105713,25.7052001953125,345.230010986328,7,58,160,15
"background",-176371.853366,253926.103138,354.640014648438,783,789.85302734375,9.29669952392578,23.1867008209229,33.4578018188477,131.582000732422,2,45,165,17
"background",-291714.892489,253919.975549,483.907012939453,527.64697265625,1579.32995605469,5.07000017166138,18.6900005340576,28.2056999206543,280.890991210938,7,53,145,18
"background",-340702.630436,253923.147637,593.122985839844,346.709991455078,1681.59997558594,6.88670015335083,19.596700668335,27.828800201416,289.924987792969,7,56,155,15
"background",-169232.815321,254104.594004,362.226989746094,773.236999511719,822.422973632812,8.25669956207275,22.8633003234863,33.6670989990234,133.973999023438,2,46,169,17
"background",-110837.220147,254000.030098,315.217010498047,494.427001953125,1038.77001953125,0.53329998254776,14.0166997909546,24.0846004486084,173.138000488281,7,66,137,11
"background",-43886.3080095,254164.518185,273.869995117188,705.697021484375,347.803009033203,1.66670000553131,18.0132999420166,29.6998996734619,57.032299041748,11,56,167,17
"background",-70059.4368089,253402.256506,275.792999267578,473.329986572266,998.002990722656,0.270000010728836,12.0500001907349,21.2726001739502,170.686004638672,5,63,141,12
"background",-343939.470784,253300.03801,613.096984863281,357.929992675781,1803.67004394531,6.42000007629395,19.5333003997803,27.3391990661621,308.755004882812,7,56,158,15
"background",-207709.649318,253236.202076,333.279998779297,845.572998046875,794.692993164062,9.39999961853027,23.8299999237061,34.3526992797852,138.619003295898,6,41,143,15
"background",-130702.609176,253482.984909,326.192993164062,507.613006591797,1456.16003417969,0.680000007152557,14.4632997512817,23.9640007019043,238.201995849609,7,62,127,11
"background",-307143.896769,253399.22294,537.827026367188,539.973022460938,1395.57995605469,6.57000017166138,20.9500007629395,30.1483001708984,245.626998901367,7,52,146,18
"background",-136078.350721,253451.562291,413.342987060547,326.967010498047,1567.73999023438,-0.646700024604797,13.5466995239258,23.1312007904053,257.971984863281,1,64,131,11
"background",-268295.878414,253622.134066,333.106994628906,574.706970214844,1606.10998535156,1.6933000087738,18.6033000946045,29.3855991363525,290.406005859375,7,59,141,18
"background",-5367.41403244,253391.229267,131.24299621582,844.982971191406,187.522994995117,1.62329995632172,17.8367004394531,29.5933990478516,24.7658996582031,3,59,140,16
"background",-302603.58189,253639.194981,536.492980957031,506.502990722656,1518.55004882812,6.34329986572266,20.7399997711182,29.951000213623,264.471984863281,6,52,146,18
"background",-312997.386987,253463.424662,528.127014160156,537.010009765625,1357.35998535156,6.9633002281189,21.3267002105713,30.8717994689941,240.274993896484,2,54,148,15
"background",-1932.34472433,253623.294127,140.886993408203,832,201.300003051758,1.90670001506805,17.4867000579834,29.1292991638184,26.4339008331299,3,59,139,16
"background",-226164.403591,253622.776177,395.203002929688,777.843017578125,812.650024414062,9.64330005645752,22.9300003051758,33.282299041748,140.259994506836,2,44,139,17
"background",-68195.030176,253019.038374,318.140014648438,441.542999267578,880.422973632812,0.49669998884201,12.6732997894287,22.2863998413086,163.990005493164,7,63,142,12
"background",-171816.210557,253005.476648,364.683013916016,782.789978027344,805.846984863281,8.68000030517578,22.8567008972168,33.2051010131836,132.389999389648,2,46,167,17
"background",-197834.736461,253163.664841,352.859985351562,829.283020019531,795.057006835938,9.36999988555908,23.8932991027832,34.3758010864258,139.02799987793,6,42,145,15
"background",-364184.863618,252785.881982,512.336975097656,457.709991455078,2038.46997070312,7.80000019073486,18.7766990661621,24.9288997650146,345.510009765625,7,58,161,15
"background",-274515.981179,253140.106672,446.363006591797,446.673004150391,1991.2900390625,3.56329989433289,15.5066995620728,24.6278991699219,354.190002441406,7,59,140,18
"background",-197899.84974,252994.081977,352.859985351562,829.283020019531,795.057006835938,9.36999988555908,23.8932991027832,34.3758010864258,139.02799987793,6,42,145,15
"background",-310240.08672,252788.638328,526.070007324219,547.203002929688,1299.02001953125,6.88000011444092,21.3066997528076,30.7450008392334,231.475997924805,6,54,149,15
"background",-291635.678324,252817.265831,491.173004150391,537.140014648438,1559.82995605469,5.1100001335144,18.9766998291016,28.6037006378174,277.365997314453,7,53,145,18
"background",-12131.9331813,252792.97036,140.699996948242,861.549987792969,166.522994995117,1.7632999420166,18.5566997528076,30.3892002105713,22.4428997039795,3,60,149,17
"background",-189449.229043,252779.705571,312.299987792969,882.052978515625,716.18701171875,9.55329990386963,24.1133003234863,34.4748992919922,125.495002746582,6,43,145,16
"background",-309496.169346,252762.441976,520.617004394531,544.719970703125,1286.18005371094,6.88670015335083,21.2999992370605,30.7150993347168,229.171997070312,2,54,149,15
"background",-286752.098071,252431.220649,385.68701171875,640.526977539062,1572.36999511719,4.72329998016357,18.9766998291016,28.7880992889404,278.933990478516,7,53,144,18
"background",-224912.598089,252471.76675,387.122985839844,806.5,819.776977539062,9.6766996383667,22.8432998657227,33.2425994873047,141.399002075195,2,44,140,17
"background",-53041.6696273,252405.858028,293.837005615234,444.006988525391,877.56298828125,0.430000007152557,12.4567003250122,21.238899230957,171.47900390625,1,64,144,12
"background",-358292.481983,252391.363413,489.390014648438,430.773010253906,2181.8798828125,7.6399998664856,18.2766990661621,24.5035991668701,368.244995117188,6,58,159,15
"background",-339989.943083,252633.530114,589.453002929688,354.266998291016,1673.89001464844,7.00330018997192,18.6599998474121,27.2628993988037,290.968994140625,7,56,155,15
"background",-115866.704346,252344.644858,363.042999267578,494.029998779297,1195.61999511719,0.150000005960464,15.0832996368408,25.6110992431641,198.246002197266,7,66,129,11
"background",-344383.413797,252682.806355,617.56298828125,345.920013427734,1858.69995117188,6.62330007553101,19.3099994659424,26.6865997314453,318.559997558594,7,56,159,15
"background",-96789.0685001,252642.744261,285.690002441406,617.35302734375,911.049987792969,0.466699987649918,16.2432994842529,27.1772003173828,151.315994262695,5,65,155,12
"background",-307074.787503,252618.321065,532.820007324219,541.942993164062,1360.25,6.69999980926514,21.1033000946045,30.3728008270264,240.938995361328,2,52,146,18
"background",-212198.794211,252543.486189,399.222991943359,779.982971191406,768.307006835938,9.64330005645752,23.88330078125,34.3773002624512,134.223007202148,6,41,144,15
"background",-242679.10211,252517.083532,364.096984863281,633.643005371094,931.340026855469,4.53329992294312,19.4633007049561,30.1744003295898,156.867004394531,8,59,135,18
"background",-11958.4330569,252284.981067,137.537002563477,870.030029296875,162.770004272461,1.89999997615814,18.6966991424561,30.5683994293213,22.0916004180908,3,60,149,17
"background",-138421.694794,252510.125229,456.733001708984,332.339996337891,1523.34997558594,-0.426699995994568,13.7433004379272,23.3493003845215,249.600997924805,7,64,133,11
"background",-314436.114061,251996.092931,514.440002441406,464.049987792969,1499.47998046875,6.51669979095459,20.573299407959,29.5650005340576,262.609008789062,7,54,149,15
"background",-338511.364923,251854.962328,599.989990234375,370.707000732422,1649.91003417969,7.08669996261597,18.4367008209229,26.8397998809814,287.574005126953,7,56,154,15
"background",-202991.873233,252076.993159,334.513000488281,842.612976074219,802.442993164062,9.22000026702881,23.7467002868652,34.2915992736816,140.192001342773,6,42,146,15
"background",-4057.59289963,252070.515597,125.486999511719,863.049987792969,180.550003051758,1.78670001029968,18.0832996368408,29.952299118042,24.0170993804932,3,59,140,16
"background",-207303.352045,252247.312159,497.967010498047,675.612976074219,801.200012207031,9.25329971313477,23.7999992370605,34.3396987915039,139.617004394531,6,41,143,15
"background",-332717.174701,251995.552575,490.102996826172,530.276977539062,1483.18005371094,6.7632999420166,20.4367008209229,29.2861003875732,261.160003662109,7,56,155,15
"background",-98797.3172061,251810.793294,336.763000488281,567.242980957031,903.567016601562,0.466699987649918,16.7332992553711,27.9108009338379,149.505004882812,9,65,158,12
"background",-252424.796122,251368.618674,312.119995117188,644.140014648438,1063.58996582031,5.05000019073486,15.7232999801636,24.968599319458,185.128997802734,7,61,133,18
"background",-273275.40243,251715.237309,481.459991455078,516.570007324219,1862.2099609375,4.49329996109009,17.0932998657227,26.8236999511719,328.919006347656,7,59,140,18
"background",-330512.332497,251642.313641,492.553009033203,544.25,1454.22998046875,6.80999994277954,20.2800006866455,29.0251007080078,256.709014892578,2,56,155,15
"background",-1250.31378602,251605.117984,125.190002441406,851.617004394531,175.192993164062,1.63999998569489,18.2766990661621,30.1718997955322,23.4930000305176,3,59,139,16
"background",-92981.6640964,251095.841264,274.989990234375,641.900024414062,870.030029296875,0.563300013542175,16.6833000183105,27.6410007476807,146.462997436523,5,65,159,12
"background",-275020.378613,251065.117914,370.290008544922,589.543029785156,1759.86999511719,4.01000022888184,17.4799995422363,26.9048004150391,309.308013916016,7,59,141,18
"background",-327154.913451,251224.52743,564.017028808594,454.93701171875,1404.5,6.86329984664917,20.6833000183105,29.7227001190186,249.156005859375,7,56,151,15
"background",-76016.8926894,251201.694049,309.5830078125,542.387023925781,868.049987792969,1.16670000553131,13.9499998092651,24.2080001831055,145.132995605469,1,63,147,12
"background",-257088.327097,251152.179031,347.743011474609,566.942993164062,1477.65002441406,3.46670007705688,16.9433002471924,27.0011005401611,260.169006347656,7,60,139,18
"background",-174528.689811,251162.172676,367.959991455078,793.132995605469,799.476989746094,8.8100004196167,22.926700592041,33.0063018798828,132.087005615234,2,46,165,17
"background",-82990.1213255,250490.843407,363.220001220703,507.933013916016,777.330017089844,0.396699994802475,15.2600002288818,25.8850994110107,132.296005249023,10,64,148,12
