"background","longitude","latitude","aet","cwd","ppt","tmn","tmx","fvegrec","mam","brd","rep"
"background",-336574.882033,448558.216652,127.842002868652,18.6277008056641,70.3032989501953,8.91899967193604,21.612699508667,7,60,156,16
"background",-305567.937302,444974.966295,120.983001708984,27.0867004394531,38.8849983215332,7.59329986572266,23.7889995574951,7,63,128,16
"background",-249288.065929,443149.592579,91.4697036743164,44.4936981201172,38.4710006713867,6.65000009536743,16.9113006591797,1,61,128,16
"background",-126440.609361,442776.222204,34.2196998596191,125.824996948242,21.1236991882324,5.62729978561401,24.1972999572754,11,57,160,13
"background",-80608.2481849,441989.130122,30.3509998321533,129.925994873047,25.4766998291016,5.86670017242432,23.0200004577637,7,56,168,13
"background",-53071.0723718,441230.920807,37.9772987365723,114.782997131348,16.9972991943359,5.41499996185303,21.4909992218018,1,58,184,12
"background",-128631.372458,440425.740079,35.5616989135742,124.38200378418,22.1000003814697,5.64930009841919,24.2399997711182,11,58,160,13
"background",-344398.98058,439508.705322,65.3327026367188,78.9172973632812,51.7190017700195,9.69900035858154,19.0543003082275,2,61,177,16
"background",-235390.044603,439766.274146,30.5049991607666,129.585006713867,17.0009994506836,8.75899982452393,26.1683006286621,7,63,143,17
"background",-156269.152492,438501.70299,14.8819999694824,143.875,14.8819999694824,6.07270002365112,23.096700668335,3,60,143,14
"background",-7606.3448399,437695.747301,59.4023017883301,91.5506973266602,33.9986991882324,5.42570018768311,20.4349994659424,3,60,145,13
"background",-204469.262508,437395.161984,18.6753005981445,148.751007080078,18.6753005981445,8.46730041503906,26.7036991119385,6,61,159,18
"background",-248974.95216,434295.026737,53.6780014038086,98.6352996826172,23.8302993774414,7.5346999168396,20.9400005340576,7,63,145,17
"background",-137880.683406,434389.062908,-9999,-9999,21.6240005493164,5.37629985809326,23.8500003814697,11,56,163,13
"background",-70219.9869198,434382.673674,23.7660007476807,134.82600402832,18.9979991912842,5.49970006942749,22.4099998474121,3,58,177,12
"background",-221416.021997,432377.972049,23.4752998352051,126.767997741699,21.7837009429932,8.23069953918457,21.3239994049072,2,64,141,17
"background",-349699.299884,431902.934615,-9999,-9999,48.5069999694824,9.57100009918213,17.0293006896973,8,61,177,16
"background",-337218.230134,432030.983672,133.906997680664,13.0697002410889,57.9879989624023,10.5032997131348,20.8286991119385,7,63,143,17
"background",-158392.260558,431483.199584,19.7779998779297,137.89599609375,19.81369972229,4.86030006408691,23.4060001373291,2,61,154,16
"background",-80129.0226977,431453.082098,34.1813011169434,128.419006347656,28.2889995574951,6.09329986572266,23.9503002166748,10,55,172,13
