"","fvegHW90mask","bird90","mammal90","reptile90","aet_90m","cwd_90m","ppt_90m","pptdjf_90m","pptjja_90m","tmn_90m","tmx_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"13103",3,97,42,31,166.743301391602,1244.58325195312,176.929992675781,24.3509998321533,10.8278999328613,10.4499998092651,24.6900005340576,35.8188018798828,1.31579995155334,406189.805457,-316010.207179
"13104",3,80,36,29,173.326705932617,1279.01330566406,194.789993286133,28.1788997650146,10.6626996994019,10.7232999801636,23.8132991790771,34.7159004211426,2.51719999313354,390004.182011,-315827.833812
"13105",3,87,38,31,194.356704711914,1140.05334472656,221.123306274414,25.0886001586914,18.7101001739502,8.56669998168945,21.5566997528076,32.1231002807617,0.693199992179871,422854.729335,-315860.827166
"13106",8,128,54,24,208.309997558594,1219.73999023438,223.86669921875,40.1879005432129,1.05830001831055,8.69330024719238,23.2933006286621,32.7162017822266,3.16190004348755,27651.380992,-316509.732498
"13107",7,96,51,23,208.313293457031,934.909973144531,360.026702880859,60.0942993164062,6.7842001914978,6.5366997718811,16.7099990844727,26.1289005279541,-0.424600005149841,159861.48985,-316172.488309
"13108",3,97,33,26,113.379997253418,1372.21997070312,121.223297119141,23.7096004486084,1.87720000743866,9.26000022888184,25.3066997528076,35.8264007568359,1.41509997844696,208456.747651,-316339.981639
"13109",8,128,54,24,211.166702270508,1220.56994628906,226.279998779297,40.5777015686035,1.07519996166229,8.91670036315918,23.1900005340576,32.6228981018066,3.39339995384216,27873.5200948,-316486.717129
"13110",2,119,52,23,230.993301391602,1077.56335449219,310.446685791016,54.8218994140625,4.35029983520508,7.08669996261597,18.6432991027832,27.9421997070312,0.982900023460388,149272.249473,-316400.614224
"13111",3,133,39,15,162.246704101562,1326.22998046875,162.210006713867,27.335599899292,0.595600008964539,11.2566995620728,25.4533004760742,35.4551010131836,4.93419981002808,46953.3138368,-316453.915428
"13112",3,98,42,30,176.333297729492,1206.54675292969,187.536697387695,24.9356994628906,12.0571002960205,9.9399995803833,23.9367008209229,34.9320983886719,1.36129999160767,408044.259255,-316427.847557
"13113",3,75,36,29,115.983299255371,1463.83666992188,116.830001831055,18.3658008575439,6.5149998664856,12.3367004394531,26.6632995605469,37.6893005371094,4.4229998588562,318537.554997,-316080.877952
"13114",15,143,49,19,431.393310546875,979.460021972656,618.586669921875,116.309997558594,1.23189997673035,7.87330007553101,24.2233009338379,33.2762985229492,2.67230010032654,-16163.1842023,-316139.374043
"13115",2,132,55,24,194.206695556641,1160.07995605469,206.266693115234,34.8443984985352,1.05770003795624,6.5366997718811,24.096700668335,33.4393997192383,1.09510004520416,15236.563818,-316782.115957
"13116",11,137,38,16,142.929992675781,1358.29675292969,144.333297729492,22.4957008361816,0.436899989843369,11.25,25.8533000946045,35.7781982421875,3.89159989356995,87233.5158424,-316833.45195
"13117",3,126,53,24,216.646697998047,1215.89672851562,234.126693725586,42.065299987793,1.07809996604919,9,22.8567008972168,32.3112983703613,3.4556999206543,28737.0581697,-316813.225908
"13118",15,144,49,19,385.913299560547,1002.58331298828,621.686706542969,116.900802612305,1.16209995746613,7.52670001983643,24.403299331665,33.4709014892578,2.43600010871887,-17044.59862,-316622.686984
"13119",3,80,34,30,163.176696777344,1302.23327636719,163.993301391602,21.182300567627,11.7566003799438,13.4132995605469,27.2966995239258,38.3613014221191,4.16830015182495,467483.227937,-316628.165678
"13120",3,75,34,28,140.416702270508,1388.12670898438,143.869995117188,23.7353992462158,6.65000009536743,10.9799995422363,24.0466995239258,34.6622009277344,3.56940007209778,271374.902807,-316842.944341
"13121",3,76,35,32,85.236701965332,1488.18005371094,88.6399993896484,13.1521997451782,6.52089977264404,12.5267000198364,29.676700592041,41.3188018798828,2.14129996299744,339310.921232,-316760.917901
"13122",3,79,36,29,191.070007324219,1285.60668945312,201.050003051758,28.8967990875244,11.1513004302979,11.7932996749878,23.4433002471924,34.0733985900879,3.69490003585815,386416.533536,-316775.735183
"13123",3,76,34,31,99.0867004394531,1471.97668457031,101.886703491211,14.2524003982544,7.77099990844727,12.4167003631592,28.8166999816895,40.1080017089844,2.84529995918274,344465.162234,-316861.359138
"13124",3,92,33,28,112.819999694824,1449.06335449219,118.26000213623,21.8610000610352,3.7393000125885,10.460000038147,25.9099998474121,36.5485992431641,2.42610001564026,247211.730103,-316735.487021
"13125",3,128,55,23,192.126693725586,1183.66674804688,200.903305053711,35.0866012573242,1.06429994106293,6.83330011367798,24.1100006103516,33.451099395752,1.31429994106293,21687.4996032,-316796.537199
"13126",11,137,38,16,143.976699829102,1354.96997070312,145.433303833008,22.8113994598389,0.432900011539459,11.2232999801636,25.7900009155273,35.7190017700195,3.91179990768433,84625.0458748,-316546.534536
"13127",11,137,36,16,151.346694946289,1353.96997070312,151.29670715332,24.0358009338379,0.465299993753433,11.1866998672485,26.0300006866455,36.0362014770508,3.85240006446838,96926.4813841,-316579.189778
"13128",3,95,34,26,112.013298034668,1368.23327636719,120.926696777344,23.4733009338379,1.91129994392395,9.05329990386963,25.3633003234863,35.8991012573242,1.09019994735718,205298.01334,-316719.017486
"13129",11,137,36,16,153.050003051758,1352.18994140625,153.033294677734,24.3523006439209,0.471599996089935,11.1833000183105,26.0566997528076,36.068000793457,3.84559988975525,97512.4374617,-317042.212687
"13130",2,178,51,20,412.929992675781,902.433288574219,502.483306884766,94.9067001342773,1.20340001583099,7.59329986572266,22.2332992553711,25.5098991394043,4.09060001373291,-45597.9097955,-317444.550694
"13131",3,101,34,27,130.713302612305,1343.60327148438,138.649993896484,27.016300201416,2.10540008544922,9.34669971466064,25.7667007446289,36.1263999938965,0.776899993419647,190969.630553,-317454.789636
"13132",3,94,34,27,116.953300476074,1431.15673828125,120.959999084473,23.3843002319336,2.55599999427795,10.6267004013062,25.3166999816895,35.9030990600586,2.99300003051758,234388.858918,-317212.151804
"13133",11,138,37,17,146.570007324219,1348.22998046875,149.083297729492,24.0359992980957,0.623199999332428,11.2700004577637,25.7000007629395,35.5614013671875,3.93059992790222,73558.5091474,-317428.842822
"13134",3,78,35,29,116.563301086426,1466.62329101562,117.306701660156,18.4083003997803,6.65140008926392,12.4200000762939,26.7033004760742,37.7318992614746,4.54120016098022,319083.898563,-317266.70235
"13135",3,75,36,29,128.270004272461,1414.12670898438,130.610000610352,20.9981002807617,6.80009984970093,11.4333000183105,25.2133007049561,36.1372985839844,3.77699995040894,313891.789169,-317463.335169
"13136",3,96,34,28,122.096702575684,1440.5,126.279998779297,22.0606002807617,4.49399995803833,10.75,25.6233005523682,36.271598815918,2.94140005111694,260592.593962,-317368.965236
"13137",8,190,51,18,342.496704101562,949.869995117188,469.11669921875,88.7615966796875,1.19029998779297,8.25669956207275,20.6599998474121,22.5620994567871,5.17729997634888,-56451.7439542,-317055.417916
"13138",3,78,34,31,87.61669921875,1470.59997558594,90.7699966430664,11.4219999313354,8.06410026550293,12.4766998291016,30.2199993133545,41.8734016418457,1.67060005664825,362909.363833,-317189.55974
"13139",3,96,33,28,117.599998474121,1438.17004394531,122.88330078125,22.1103992462158,4.1318998336792,10.5633001327515,25.7399997711182,36.4113998413086,2.57310009002686,249124.124764,-317148.271175
"13140",15,128,50,23,224.306701660156,1037.17004394531,311.450012207031,54.6063995361328,4.58930015563965,6.14669990539551,18.4533004760742,27.8822002410889,0.0842000022530556,134186.797535,-317358.551845
"13141",3,77,36,29,105.746696472168,1505.84326171875,110.089996337891,17.534200668335,5.15840005874634,11.5733003616333,27.4633007049561,38.5653991699219,2.46269989013672,289299.102153,-317521.551788
"13142",3,83,34,30,186.029998779297,1222.0732421875,202.233306884766,25.62619972229,14.4364004135132,10.7700004577637,24.1067008972168,34.8744010925293,2.08669996261597,440220.367173,-317587.050148
"13143",2,130,55,23,189.596694946289,1172.78332519531,200.880004882812,35.165599822998,0.9932000041008,6.7367000579834,24.0266990661621,33.3415985107422,1.27230000495911,18367.7008314,-317528.447059
"13144",2,97,33,26,116.370002746582,1356.03002929688,123.779998779297,23.7516994476318,2.26139998435974,9.10669994354248,25.5233001708984,36.0999984741211,1.03159999847412,196000.679418,-317831.226282
"13145",3,103,34,27,133.119995117188,1330.62670898438,143.660003662109,28.0639991760254,2.25419998168945,9.31669998168945,25.4699993133545,35.7578010559082,0.762600004673004,180489.381545,-317978.435448
"13146",3,96,34,27,116.690002441406,1420.11328125,120.480003356934,23.7191009521484,2.35389995574951,10.6267004013062,25.3299999237061,35.8204002380371,3.00999999046326,231064.595987,-317653.936679
"13147",2,132,58,24,273.343292236328,1107.39672851562,310.093292236328,54.7901000976562,1.12839996814728,8.48999977111816,23.0599994659424,32.4852981567383,2.88490009307861,9762.29074227,-317706.595716
