"","fvegHW90mask","aetfeb_90m","cwdfeb_90m","pptfeb_90m","pptdjf_90m","pptjja_90m","tmnfeb_90m","tmxfeb_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"99",15,60.5112991333008,13.0186996459961,87.6507034301758,76.8227996826172,2.23699998855591,7.07070016860962,18.1247005462646,32.1189002990723,6.92799997329712,253399.373633195,-492445.845245715
"100",15,64.456298828125,9.74030017852783,95.9002990722656,83.4700012207031,2.28889989852905,7.54169988632202,17.7936992645264,31.5531997680664,7.44509983062744,253024.160286552,-494203.44807151
"101",15,64.1287002563477,9.42129993438721,95.9682998657227,83.5419998168945,2.26640009880066,7.55030012130737,17.8523006439209,31.6529006958008,7.417799949646,253265.843665214,-494590.222777361
"102",15,60.5112991333008,13.0186996459961,87.6507034301758,76.8227996826172,2.23699998855591,7.07070016860962,18.1247005462646,32.1189002990723,6.92799997329712,253399.373633195,-492445.845245715
"103",5,46.3810005187988,4.43830013275146,83.4997024536133,70.5056991577148,11.5736999511719,0.769999980926514,13.3120002746582,30.4127998352051,0.770699977874756,313556.79018266,-483122.574003941
"104",15,41.2006988525391,0,116.060997009277,109.999298095703,2.67779994010925,5.67170000076294,15.6682996749878,33.2672004699707,4.55569982528687,-103199.851483244,71004.827034934
"105",15,41.2006988525391,0,116.060997009277,109.999298095703,2.67779994010925,5.67170000076294,15.6682996749878,33.2672004699707,4.55569982528687,-103199.851483244,71004.827034934
"106",15,41.2006988525391,0,116.060997009277,109.999298095703,2.67779994010925,5.67170000076294,15.6682996749878,33.2672004699707,4.55569982528687,-103199.851483244,71004.827034934
"107",15,41.2006988525391,0,116.060997009277,109.999298095703,2.67779994010925,5.67170000076294,15.6682996749878,33.2672004699707,4.55569982528687,-103199.851483244,71004.827034934
"108",15,41.2006988525391,0,116.060997009277,109.999298095703,2.67779994010925,5.67170000076294,15.6682996749878,33.2672004699707,4.55569982528687,-103199.851483244,71004.827034934
"109",15,41.1842994689941,0,89.4970016479492,83.5883026123047,0.930400013923645,1.08599996566772,15.7819995880127,32.4317016601562,0.273099988698959,-84593.3827627086,-179369.192037671
"110",15,45.5792999267578,1.4103000164032,86.992301940918,83.8718032836914,1.396399974823,2.32200002670288,16.1056995391846,31.6854000091553,1.65339994430542,-105821.419686525,-169084.03992787
"111",3,28.1093006134033,42.6743011474609,30.0020008087158,25.6667995452881,6.36569976806641,4.31300020217896,14.6366996765137,34.3242988586426,3.67070007324219,271186.507536827,-325789.395190496
"112",3,56.3959999084473,15.649299621582,67.3556976318359,60.5778007507324,3.6136999130249,4.79829978942871,17.2082996368408,36.0429000854492,4.37200021743774,315321.100109054,-433964.857643296
"113",15,57.8437004089355,13.6230001449585,87.7170028686523,71.0622024536133,1.43840003013611,7.09000015258789,19.7696990966797,27.5795993804932,6.44789981842041,248904.2024945,-505083.643042875
"114",15,42.3549995422363,3.53730010986328,85.0179977416992,78.4044036865234,1.85000002384186,5.95469999313354,15.1309995651245,30.2063999176025,5.77470016479492,-141405.32110592,-39419.5332137421
"115",15,42.3549995422363,3.53730010986328,85.0179977416992,78.4044036865234,1.85000002384186,5.95469999313354,15.1309995651245,30.2063999176025,5.77470016479492,-141405.32110592,-39419.5332137421
"116",15,42.3549995422363,3.53730010986328,85.0179977416992,78.4044036865234,1.85000002384186,5.95469999313354,15.1309995651245,30.2063999176025,5.77470016479492,-141405.32110592,-39419.5332137421
"117",2,46.5279998779297,0,74.0559997558594,69.3218002319336,1.97469997406006,5.62099981307983,15.5792999267578,31.1058006286621,5.29930019378662,-141384.691643871,-39241.9912532051
"118",11,43.6502990722656,0,87.8503036499023,83.1119003295898,1.47490000724792,5.16370010375977,16.0823001861572,32.7859001159668,4.03439998626709,-95362.3549996675,19939.4780916627
"119",2,43.3339996337891,0.0386999994516373,61.0962982177734,56.7877998352051,1.47679996490479,4.77600002288818,15.8629999160767,30.6679992675781,3.94099998474121,-131454.402483106,-42628.4018753911
"120",2,43.3339996337891,0.0386999994516373,61.0962982177734,56.7877998352051,1.47679996490479,4.77600002288818,15.8629999160767,30.6679992675781,3.94099998474121,-131454.402483106,-42628.4018753911
"121",2,43.3339996337891,0.0386999994516373,61.0962982177734,56.7877998352051,1.47679996490479,4.77600002288818,15.8629999160767,30.6679992675781,3.94099998474121,-131454.402483106,-42628.4018753911
"122",2,43.3339996337891,0.0386999994516373,61.0962982177734,56.7877998352051,1.47679996490479,4.77600002288818,15.8629999160767,30.6679992675781,3.94099998474121,-131454.402483106,-42628.4018753911
"123",5,52.301700592041,4.1382999420166,94.8470001220703,90.1608963012695,2.90790009498596,3.74729990959167,17.43869972229,30.182300567627,2.5297999382019,-60792.3973432383,-280624.126390985
"124",5,58.2719993591309,0.0447000004351139,114.482696533203,101.501998901367,1.18929994106293,6.33699989318848,17.9682998657227,23.4197006225586,5.62960004806519,-67548.9221966252,-298411.418023466
"125",5,58.8600006103516,5.96000003814697,105.556701660156,88.8619003295898,1.13489997386932,6.97830009460449,17.9407005310059,22.8012008666992,6.02299976348877,20294.2001840937,-399761.846846614
"126",7,47.940299987793,0,146.647003173828,142.675201416016,1.68840003013611,5.23299980163574,17.011999130249,24.8372993469238,4.62680006027222,-169160.057027729,-111161.854218096
"127",7,47.940299987793,0,146.647003173828,142.675201416016,1.68840003013611,5.23299980163574,17.011999130249,24.8372993469238,4.62680006027222,-169160.057027729,-111161.854218096
"128",7,47.940299987793,0,146.647003173828,142.675201416016,1.68840003013611,5.23299980163574,17.011999130249,24.8372993469238,4.62680006027222,-169160.057027729,-111161.854218096
"129",7,29.1480007171631,0,316.875701904297,314.630401611328,16.494800567627,2.64499998092651,14.1167001724243,33.2207984924316,2.24000000953674,-188691.268171087,319822.159041665
"130",7,28.6142997741699,0,305.160308837891,304.123107910156,13.2040996551514,2.8636999130249,13.9666996002197,33.1967010498047,2.68129992485046,-195919.52781972,311728.903099312
"131",15,15.5697002410889,0,233.752304077148,244.135406494141,14.2424001693726,-0.500699996948242,11.5507001876831,31.1788997650146,-0.792800009250641,-225859.25860571,294945.17606327
"132",15,15.5697002410889,0,233.752304077148,244.135406494141,14.2424001693726,-0.500699996948242,11.5507001876831,31.1788997650146,-0.792800009250641,-225859.25860571,294945.17606327
"133",15,29.5487003326416,0,304.274291992188,301.888793945312,12.8568000793457,3.43569993972778,13.975700378418,33.1520004272461,3.13790011405945,-197629.330418929,308964.742839362
"134",7,NA,NA,342.361999511719,325.028686523438,15.3896999359131,2.74970006942749,14.4409999847412,33.3978004455566,2.44519996643066,-199756.908213869,321479.052594187
"135",7,NA,NA,342.361999511719,325.028686523438,15.3896999359131,2.74970006942749,14.4409999847412,33.3978004455566,2.44519996643066,-199756.908213869,321479.052594187
"136",7,26.6389999389648,0,326.455291748047,322.004608154297,17.3159999847412,2.41799998283386,13.7747001647949,33.2421989440918,1.98389995098114,-189491.891648121,325577.126966758
"137",15,29.5487003326416,0,304.274291992188,301.888793945312,12.8568000793457,3.43569993972778,13.975700378418,33.1520004272461,3.13790011405945,-197629.330418929,308964.742839362
"138",15,29.5487003326416,0,304.274291992188,301.888793945312,12.8568000793457,3.43569993972778,13.975700378418,33.1520004272461,3.13790011405945,-197629.330418929,308964.742839362
"139",15,29.9610004425049,0,320.394287109375,318.370697021484,17.5946006774902,2.42129993438721,13.5247001647949,32.8002014160156,2.06620001792908,-188911.079173826,320443.604062512
"140",15,32.9902992248535,0,118.343299865723,124.589599609375,6.46880006790161,4.54370021820068,15.6859998703003,34.5075988769531,3.49830007553101,-200101.373825312,241451.248462475
"141",7,28.8719997406006,0,312.597991943359,309.893798828125,15.487099647522,2.40400004386902,14.168999671936,33.2537994384766,2.07480001449585,-189961.075792221,319383.658933136
"142",7,11.8730001449585,0,100.233703613281,106.530899047852,13.0256004333496,-1.42630004882812,9.7923002243042,28.9916000366211,-2.20129990577698,-202512.004687555,384198.630172015
"143",15,27.3246994018555,0,334.278686523438,322.878692626953,17.6763000488281,1.93669998645782,13.1850004196167,32.779598236084,1.58790004253387,-189802.151647903,327312.129892369
"144",15,27.3246994018555,0,334.278686523438,322.878692626953,17.6763000488281,1.93669998645782,13.1850004196167,32.779598236084,1.58790004253387,-189802.151647903,327312.129892369
"145",15,27.1919994354248,0,331.229705810547,322.023101806641,17.4932994842529,2.11330008506775,13.3566999435425,32.9030990600586,1.69439995288849,-189323.508990561,327381.819095742
"146",15,27.1919994354248,0,331.229705810547,322.023101806641,17.4932994842529,2.11330008506775,13.3566999435425,32.9030990600586,1.69439995288849,-189323.508990561,327381.819095742
"147",7,28.0450000762939,0,304.36669921875,303.82958984375,12.9727001190186,2.85170006752014,13.8520002365112,33.1892013549805,2.68630003929138,-195807.332530743,311551.812405459
"148",15,31.2882995605469,0,131.821304321289,139.369903564453,8.44130039215088,4.02799987792969,15.6766996383667,34.7196998596191,2.90879988670349,-192289.908228791,274682.450122077
"149",2,31.1707000732422,0.0533000007271767,199.615005493164,203.983993530273,10.9472999572754,4.26469993591309,15.7270002365112,34.7928009033203,3.53830003738403,-207087.292463494,290662.015586205
