"","fvegHW90mask","aetapr_90m","cwdapr_90m","pptapr_90m","pptdjf_90m","pptjja_90m","tmnapr_90m","tmxapr_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"27",8,65.2173004150391,71.0427017211914,42.9080009460449,123.503898620605,4.21979999542236,9.28829956054688,22.2546997070312,30.4736995697021,7.00509977340698,182119.542858222,-424578.499688916
"28",8,65.2173004150391,71.0427017211914,42.9080009460449,123.503898620605,4.21979999542236,9.28829956054688,22.2546997070312,30.4736995697021,7.00509977340698,182119.542858222,-424578.499688916
"29",15,46.5330009460449,91.8870010375977,39.9967002868652,127.302803039551,5.03539991378784,7.36530017852783,22.2042999267578,33.1358985900879,4.23960018157959,259302.154682304,-421664.055126678
"30",15,83.0690002441406,41.9309997558594,56.8213005065918,127.865798950195,3.94109988212585,5.70599985122681,20.5186996459961,33.4157981872559,2.01399993896484,49913.50831339,-94071.0566568687
"31",5,95.6287002563477,14.2812995910645,65.9587020874023,239.365203857422,4.36359977722168,7.61569976806641,19.4606990814209,27.0638008117676,5.53189992904663,-231535.338361652,-5167.37605542829
"32",5,NA,NA,37.5623016357422,121.633102416992,2.13919997215271,9.22299957275391,16.2677001953125,18.8568992614746,7.30719995498657,-222182.622139374,-18682.7179273502
"33",5,70.9737014770508,40.0297012329102,37.8417015075684,124.763198852539,2.2846999168396,9.37870025634766,17.5387001037598,20.3376998901367,7.21120023727417,-217795.159896232,-17259.4919187655
"34",2,107.033699035645,4.89300012588501,50.6362991333008,174.132095336914,3.26259994506836,7.64330005645752,19.1142997741699,23.1128005981445,5.45329999923706,-245214.739929413,6307.24034417979
"35",2,106.887702941895,5.69229984283447,51.6757011413574,177.437698364258,3.41210007667542,8.40670013427734,18.1362991333008,21.7777996063232,6.63670015335083,-238058.284707141,-4064.63000582671
"36",15,102.703002929688,14.2537002563477,65.1632995605469,157.130294799805,4.17560005187988,5.98169994354248,20.6282997131348,33.6526985168457,2.16170001029968,19016.3310095646,-37960.1869090591
"37",7,100.548698425293,0,73.722297668457,184.942092895508,4.78980016708374,2.51600003242493,15.9693002700806,28.7973003387451,-0.523599982261658,28436.1263018924,-52107.1330923554
"38",7,100.548698425293,0,73.722297668457,184.942092895508,4.78980016708374,2.51600003242493,15.9693002700806,28.7973003387451,-0.523599982261658,28436.1263018924,-52107.1330923554
"39",15,88.0356979370117,0,74.0800018310547,171.015899658203,6.25019979476929,2.24329996109009,15.944299697876,28.2963008880615,-1.6055999994278,31431.2308711229,-32119.7592852684
"40",8,90.1689987182617,17.5977001190186,59.6640014648438,136.087203979492,3.65330004692078,6.26030015945435,19.2532997131348,31.9398994445801,2.48709988594055,10010.3926657839,-40321.4468974858
"41",7,84.152702331543,17.363000869751,73.5932998657227,186.016006469727,4.63479995727539,2.64400005340576,15.8850002288818,28.5552005767822,-0.377400010824203,30300.8856631796,-52967.6790308533
"42",7,84.152702331543,17.363000869751,73.5932998657227,186.016006469727,4.63479995727539,2.64400005340576,15.8850002288818,28.5552005767822,-0.377400010824203,30300.8856631796,-52967.6790308533
"43",5,51.9696998596191,20.0323009490967,73.1780014038086,176.233200073242,5.67180013656616,1.15400004386902,14.8660001754761,26.7679996490479,-2.07940006256104,31083.3834973848,-33254.9686487545
"44",15,101.760696411133,9.9689998626709,68.9417037963867,164.350402832031,3.80629992485046,4.79470014572144,18.43630027771,31.2845993041992,1.14719998836517,6961.61256817757,-52574.9977221824
"45",2,110.463302612305,0,70.992301940918,188.418899536133,4.00719976425171,6.39099979400635,20.0842990875244,28.8421001434326,3.91280007362366,-300204.88243738,123509.308913966
"46",15,67.0857009887695,52.2243003845215,45.7406997680664,115.877998352051,0.72759997844696,4.37029981613159,22.8316993713379,33.5026016235352,1.37730002403259,-134235.701024953,-197723.346343041
"47",15,67.0857009887695,52.2243003845215,45.7406997680664,115.877998352051,0.72759997844696,4.37029981613159,22.8316993713379,33.5026016235352,1.37730002403259,-134235.701024953,-197723.346343041
"48",15,105.571701049805,4.68499994277954,76.7242965698242,162.921005249023,4.5366997718811,6.55429983139038,19.3199996948242,31.5083999633789,2.86339998245239,-82822.3410939455,107380.004979066
"49",5,59.1593017578125,79.867301940918,27.8787002563477,77.2684020996094,4.93860006332397,7.21169996261597,23.0533008575439,34.2029991149902,4.25790023803711,288831.909601075,-449726.77907229
"50",15,36.9687004089355,99.5513000488281,22.9652996063232,83.4700012207031,2.28889989852905,8.87969970703125,22.2453002929688,31.5531997680664,7.44509983062744,253024.160286552,-494203.44807151
"51",15,36.9687004089355,99.5513000488281,22.9652996063232,83.4700012207031,2.28889989852905,8.87969970703125,22.2453002929688,31.5531997680664,7.44509983062744,253024.160286552,-494203.44807151
"52",15,36.9687004089355,99.5513000488281,22.9652996063232,83.4700012207031,2.28889989852905,8.87969970703125,22.2453002929688,31.5531997680664,7.44509983062744,253024.160286552,-494203.44807151
"53",15,36.9687004089355,99.5513000488281,22.9652996063232,83.4700012207031,2.28889989852905,8.87969970703125,22.2453002929688,31.5531997680664,7.44509983062744,253024.160286552,-494203.44807151
"54",15,76.4039993286133,31.3917007446289,42.7997016906738,98.8135986328125,12.5291996002197,2.40030002593994,18.1690006256104,29.37619972229,-0.59060001373291,296771.097294309,-460272.224048607
"55",15,119.63500213623,0.811699986457825,44.4477005004883,109.999298095703,2.67779994010925,8.67969989776611,21.7469997406006,33.2672004699707,4.55569982528687,-103199.851483244,71004.827034934
"56",15,119.63500213623,0.811699986457825,44.4477005004883,109.999298095703,2.67779994010925,8.67969989776611,21.7469997406006,33.2672004699707,4.55569982528687,-103199.851483244,71004.827034934
"57",15,119.63500213623,0.811699986457825,44.4477005004883,109.999298095703,2.67779994010925,8.67969989776611,21.7469997406006,33.2672004699707,4.55569982528687,-103199.851483244,71004.827034934
"58",15,81.5046997070312,10.9556999206543,43.6403007507324,133.068801879883,10.8912000656128,0.844299972057343,16.4412994384766,26.7063999176025,-2.80739998817444,284270.260569088,-431785.948675754
"59",5,9.78299999237061,133.193695068359,7.58699989318848,29.3171997070312,3.85999989509583,6.03499984741211,23.4909992218018,35.3181991577148,0.44200000166893,246927.510854092,-386972.086935093
"60",5,51.5457000732422,86.9577026367188,25.8733005523682,88.6163024902344,1.37339997291565,9.59570026397705,23.8083000183105,31.3668003082275,6.48330020904541,212331.114665255,-448585.795232052
"61",2,57.8787002563477,42.8030014038086,53.7097015380859,123.771697998047,13.7011003494263,2.3066999912262,15.6463003158569,27.4288997650146,-1.10440003871918,325124.962532231,-553722.780087078
"62",2,57.8787002563477,42.8030014038086,53.7097015380859,123.771697998047,13.7011003494263,2.3066999912262,15.6463003158569,27.4288997650146,-1.10440003871918,325124.962532231,-553722.780087078
"63",7,107.752700805664,7.14099979400635,58.1893005371094,124.471801757812,10.4706001281738,3.5699999332428,17.2826995849609,28.8572998046875,0.6564000248909,321337.486613333,-557740.649239193
"64",7,107.752700805664,7.14099979400635,58.1893005371094,124.471801757812,10.4706001281738,3.5699999332428,17.2826995849609,28.8572998046875,0.6564000248909,321337.486613333,-557740.649239193
"65",7,107.752700805664,7.14099979400635,58.1893005371094,124.471801757812,10.4706001281738,3.5699999332428,17.2826995849609,28.8572998046875,0.6564000248909,321337.486613333,-557740.649239193
"66",7,107.752700805664,7.14099979400635,58.1893005371094,124.471801757812,10.4706001281738,3.5699999332428,17.2826995849609,28.8572998046875,0.6564000248909,321337.486613333,-557740.649239193
"67",7,107.752700805664,7.14099979400635,58.1893005371094,124.471801757812,10.4706001281738,3.5699999332428,17.2826995849609,28.8572998046875,0.6564000248909,321337.486613333,-557740.649239193
"68",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,-208474.907810457,-92723.6378798503
"69",15,75.5240020751953,54.0427017211914,27.2397003173828,97.2758026123047,0.990599989891052,8.51669979095459,19.9517002105713,23.2600994110107,6.08519983291626,47886.5306785259,-401324.011680805
"70",15,75.5240020751953,54.0427017211914,27.2397003173828,97.2758026123047,0.990599989891052,8.51669979095459,19.9517002105713,23.2600994110107,6.08519983291626,47886.5306785259,-401324.011680805
"71",15,42.3059997558594,84.4007034301758,30.9829998016357,99.4030990600586,1.08120000362396,8.15229988098145,19.5100002288818,23.5552005767822,6.00269985198975,-21759.8233286828,-391995.579530491
"72",15,64.2070007324219,44.6063003540039,40.964298248291,117.584197998047,1.0654000043869,7.02330017089844,17.4493007659912,29.364200592041,4.83059978485107,-129179.88444437,-97995.9272231651
"73",15,64.2070007324219,44.6063003540039,40.964298248291,117.584197998047,1.0654000043869,7.02330017089844,17.4493007659912,29.364200592041,4.83059978485107,-129179.88444437,-97995.9272231651
"74",2,74.0120010375977,34.1747016906738,50.8880004882812,111.055198669434,1.94439995288849,6.47230005264282,17.4370002746582,25.4169998168945,4.80089998245239,-148281.446702919,-82177.3072337424
"75",7,102.848701477051,14.1780004501343,65.7060012817383,193.199905395508,2.37930011749268,6.71029996871948,20.4150009155273,24.2980003356934,4.2810001373291,-181897.779979241,-110329.41491115
"76",7,102.848701477051,14.1780004501343,65.7060012817383,193.199905395508,2.37930011749268,6.71029996871948,20.4150009155273,24.2980003356934,4.2810001373291,-181897.779979241,-110329.41491115
"77",7,109.724700927734,7.05530023574829,71.1023025512695,207.404205322266,2.5246000289917,6.32630014419556,20.1909999847412,25.2252006530762,4.55970001220703,-182159.580800223,-110516.098715894
"78",7,105.828002929688,11.7620000839233,77.2850036621094,222.459701538086,2.65960001945496,6.24329996109009,19.971700668335,26.2122993469238,5.08519983291626,-182601.137633118,-110506.53807411
"79",7,105.828002929688,11.7620000839233,77.2850036621094,222.459701538086,2.65960001945496,6.24329996109009,19.971700668335,26.2122993469238,5.08519983291626,-182601.137633118,-110506.53807411
"80",7,105.828002929688,11.7620000839233,77.2850036621094,222.459701538086,2.65960001945496,6.24329996109009,19.971700668335,26.2122993469238,5.08519983291626,-182601.137633118,-110506.53807411
"81",7,100.859001159668,17.6909999847412,55.7363014221191,160.869705200195,1.9157999753952,6.18529987335205,21.68869972229,25.9438991546631,4.56199979782104,-169263.406363475,-109670.011721522
"82",7,97.9509963989258,21.1222991943359,49.6057014465332,142.675201416016,1.68840003013611,6.54099988937378,21.2073001861572,24.8372993469238,4.62680006027222,-169092.358660969,-110977.548840334
"83",15,89.8862991333008,20.5337009429932,31.6487007141113,116.098197937012,2.49110007286072,5.44369983673096,21.8490009307861,33.9875984191895,1.85759997367859,-202875.988433042,107178.903846407
"84",15,101.314697265625,8.53870010375977,71.640998840332,187.281600952148,10.2178001403809,7.99130010604858,21.9906997680664,34.9295997619629,3.44569993019104,-188765.39782326,293847.283625885
"85",15,102.375,2.10500001907349,114.069999694824,289.309692382812,13.7361001968384,6.73729991912842,20.5550003051758,34.2270011901855,2.22979998588562,-214231.259729071,289733.326999734
"86",15,101.700698852539,0,153.93229675293,322.023101806641,17.4932994842529,5.61399984359741,19.7549991607666,32.9030990600586,1.69439995288849,-189323.508990561,327381.819095742
"87",7,100.403701782227,5.50299978256226,140.854293823242,314.630401611328,16.494800567627,6.57499980926514,20.0646991729736,33.2207984924316,2.24000000953674,-188691.268171087,319822.159041665
"88",15,101.700698852539,0,153.93229675293,322.023101806641,17.4932994842529,5.61399984359741,19.7549991607666,32.9030990600586,1.69439995288849,-189323.508990561,327381.819095742
"89",7,101.712303161621,5.11100006103516,135.351303100586,309.893798828125,15.487099647522,6.625,20.132999420166,33.2537994384766,2.07480001449585,-189961.075792221,319383.658933136
"90",15,NA,NA,149.156295776367,323.098388671875,18.1144008636475,6.52199983596802,19.9803009033203,33.1048011779785,2.3808000087738,-187694.823591611,321340.983446187
"91",15,99.7789993286133,6.80100011825562,132.529693603516,306.033905029297,13.5832996368408,7.13700008392334,20.0259990692139,33.1898002624512,2.56719994544983,-195643.126933512,311912.918409109
"92",15,86.3233032226562,0.0776999965310097,33.7612991333008,85.1267013549805,14.914999961853,1.98529994487762,17.1966991424561,30.5042991638184,-2.52300000190735,-222996.852072956,414197.641709357
"93",7,74.4602966308594,0,37.8773002624512,105.771102905273,11.5712003707886,2.01929998397827,18.0186996459961,30.9533996582031,-2.02320003509521,-256867.570378178,406016.597572821
"94",15,69.8639984130859,44.7826995849609,57.7610015869141,199.119598388672,2.86019992828369,6.96199989318848,21.1177005767822,30.7703990936279,4.48000001907349,-221833.002641598,39907.6787594794
"95",15,69.8639984130859,44.7826995849609,57.7610015869141,199.119598388672,2.86019992828369,6.96199989318848,21.1177005767822,30.7703990936279,4.48000001907349,-221833.002641598,39907.6787594794
"96",15,69.8639984130859,44.7826995849609,57.7610015869141,199.119598388672,2.86019992828369,6.96199989318848,21.1177005767822,30.7703990936279,4.48000001907349,-221833.002641598,39907.6787594794
"97",8,89.3619995117188,1.08369994163513,115.941703796387,242.685104370117,19.9120998382568,2.37100005149841,18.9950008392334,32.5306015014648,-1.02400004863739,-227392.283452533,341958.278484563
"98",15,85.4913024902344,8.86900043487549,61.9863014221191,159.611694335938,9.36130046844482,2.68799996376038,19.0400009155273,32.298900604248,0.358999997377396,-248792.091628945,297729.037002807
"99",2,66.5199966430664,44.5800018310547,34.1967010498047,121.487602233887,2.4818000793457,6.2996997833252,20.4300003051758,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
"100",15,72.9626998901367,33.6273002624512,32.5209999084473,118.42130279541,2.48090004920959,5.86429977416992,21.3052997589111,32.9253997802734,2.41939997673035,-201375.535701947,102327.815767923
"101",15,72.9626998901367,33.6273002624512,32.5209999084473,118.42130279541,2.48090004920959,5.86429977416992,21.3052997589111,32.9253997802734,2.41939997673035,-201375.535701947,102327.815767923
"102",15,72.9626998901367,33.6273002624512,32.5209999084473,118.42130279541,2.48090004920959,5.86429977416992,21.3052997589111,32.9253997802734,2.41939997673035,-201375.535701947,102327.815767923
"103",2,66.5199966430664,44.5800018310547,34.1967010498047,121.487602233887,2.4818000793457,6.2996997833252,20.4300003051758,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
"104",2,66.5199966430664,44.5800018310547,34.1967010498047,121.487602233887,2.4818000793457,6.2996997833252,20.4300003051758,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
"105",2,66.5199966430664,44.5800018310547,34.1967010498047,121.487602233887,2.4818000793457,6.2996997833252,20.4300003051758,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
"106",2,66.5199966430664,44.5800018310547,34.1967010498047,121.487602233887,2.4818000793457,6.2996997833252,20.4300003051758,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
"107",2,66.5199966430664,44.5800018310547,34.1967010498047,121.487602233887,2.4818000793457,6.2996997833252,20.4300003051758,32.2186012268066,3.57870006561279,-194488.854841787,92722.5480787111
