"","fvegHW90mask","aetnov_90m","cwdnov_90m","pptnov_90m","pptdjf_90m","pptjja_90m","tmnnov_90m","tmxnov_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"30",8,41.0553016662598,39.5180015563965,50.766300201416,134.658096313477,2.72989988327026,9.22369956970215,20.8432998657227,30.7500991821289,6.57469987869263,212806.836368037,-426012.337522858
"31",8,41.0553016662598,39.5180015563965,50.766300201416,134.658096313477,2.72989988327026,9.22369956970215,20.8432998657227,30.7500991821289,6.57469987869263,212806.836368037,-426012.337522858
"32",8,40.2187004089355,35.7846984863281,54.6986999511719,148.158996582031,2.90619993209839,7.65030002593994,19.3610000610352,29.9972991943359,4.99569988250732,215088.392082626,-425032.051971622
"33",8,40.2187004089355,35.7846984863281,54.6986999511719,148.158996582031,2.90619993209839,7.65030002593994,19.3610000610352,29.9972991943359,4.99569988250732,215088.392082626,-425032.051971622
"34",8,40.2187004089355,35.7846984863281,54.6986999511719,148.158996582031,2.90619993209839,7.65030002593994,19.3610000610352,29.9972991943359,4.99569988250732,215088.392082626,-425032.051971622
"35",8,40.2187004089355,35.7846984863281,54.6986999511719,148.158996582031,2.90619993209839,7.65030002593994,19.3610000610352,29.9972991943359,4.99569988250732,215088.392082626,-425032.051971622
"36",15,34.2700004577637,14.3463001251221,69.0709991455078,126.271102905273,3.48130011558533,4.29729986190796,17.7856998443604,34.8126983642578,1.81980001926422,24206.532315782,-72319.0047230134
"37",5,26.5627002716064,1.43570005893707,140.085693359375,199.446899414062,5.01590013504028,1.95000004768372,15.3699998855591,32.3880004882812,0.487399995326996,-277961.633717059,202223.62208377
"38",7,27.9860000610352,0.934300005435944,170.541305541992,239.018402099609,5.66660022735596,1.92429995536804,15.5780000686646,27.6226997375488,0.70880001783371,-289472.529431348,160264.944687514
"39",15,31.257999420166,12.0539999008179,59.793701171875,107.764099121094,0.622699975967407,2.58669996261597,20.1429996490479,33.0182991027832,1.23909997940063,-131695.105721016,-193280.933142898
