"","fvegHW90mask","aetjul_90m","cwdjul_90m","pptjul_90m","pptdjf_90m","pptjja_90m","tmnjul_90m","tmxjul_90m","tmxjja_90m","tmndjf_90m","longitude","latitude"
"1",15,0.47299998998642,174.833694458008,0.47299998998642,134.20280456543,2.6149001121521,12.0989999771118,25.2542991638184,24.9491004943848,6.19619989395142,-197607.141685993,-11224.3941966509
"2",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,-208474.907810457,-92723.6378798503
