"species","longitude","latitude","aet","cwd","ppt","tmn","tmx","fvegrec","mam","brd","rep"
"Ixodes pacificus",-202510.872948,384198.021266,12.5373001098633,0,101.165000915527,-1.31369996070862,9.88199996948242,7,63,180,18
"Ixodes pacificus",-160822.186546,335430.100007,18.4213008880615,0,325.216003417969,-0.146699994802475,12.2966995239258,8,64,144,20
"Ixodes pacificus",-189801.019264,327311.52516,27.3246994018555,0,334.278991699219,1.93669998645782,13.1850004196167,6,62,149,20
"Ixodes pacificus",-189801.019264,327311.52516,27.3246994018555,0,334.278991699219,1.93669998645782,13.1850004196167,6,62,149,20
"Ixodes pacificus",-189322.376648,327381.214373,27.1919994354248,0,331.230010986328,2.11330008506775,13.3566999435425,6,62,149,20
"Ixodes pacificus",-189322.376648,327381.214373,27.1919994354248,0,331.230010986328,2.11330008506775,13.3566999435425,6,62,149,20
"Ixodes pacificus",-189295.754531,327092.905494,26.4906997680664,0,329.904998779297,2.26300001144409,13.5843000411987,8,62,149,20
"Ixodes pacificus",-189490.759236,325576.522362,26.6389999389648,0,326.454986572266,2.41799998283386,13.7747001647949,7,61,149,20
"Ixodes pacificus",-199755.774854,321478.447946,-9999,-9999,342.361999511719,2.74970006942749,14.4409999847412,7,60,157,20
"Ixodes pacificus",-199755.774854,321478.447946,-9999,-9999,342.361999511719,2.74970006942749,14.4409999847412,7,60,157,20
"Ixodes pacificus",-188909.946651,320442.999828,29.9610004425049,0,320.394012451172,2.42129993438721,13.5247001647949,6,61,152,20
"Ixodes pacificus",-188690.135647,319821.554856,29.1480007171631,0,316.876007080078,2.64499998092651,14.1167001724243,7,61,154,20
"Ixodes pacificus",-189959.943153,319383.054738,28.8719997406006,0,312.597991943359,2.40400004386902,14.168999671936,7,61,154,20
"Ixodes pacificus",-264206.177658,311913.466595,22.9253005981445,0,142.404998779297,0.977699995040894,12.3687000274658,7,64,139,18
"Ixodes pacificus",-195918.394464,311728.299239,28.6142997741699,0,305.160003662109,2.8636999130249,13.9666996002197,7,59,156,20
"Ixodes pacificus",-195806.199178,311551.208561,28.0450000762939,0,304.367004394531,2.85170006752014,13.8520002365112,7,59,156,20
"Ixodes pacificus",-233901.074922,311192.620977,-9999,-9999,135.891006469727,0.265300005674362,11.1536998748779,2,60,160,19
"Ixodes pacificus",-234535.711183,309886.208021,18.4500007629395,0,134.125,-0.0976999998092651,10.8107004165649,9,60,161,19
"Ixodes pacificus",-234535.711183,309886.208021,18.4500007629395,0,134.125,-0.0976999998092651,10.8107004165649,9,60,161,19
"Ixodes pacificus",-197628.196839,308964.139114,29.5487003326416,0,304.273986816406,3.43569993972778,13.975700378418,5,59,158,20
"Ixodes pacificus",-197628.196839,308964.139114,29.5487003326416,0,304.273986816406,3.43569993972778,13.975700378418,5,59,158,20
"Ixodes pacificus",-197628.196839,308964.139114,29.5487003326416,0,304.273986816406,3.43569993972778,13.975700378418,5,59,158,20
"Ixodes pacificus",-270806.875265,307129.941952,25.8442993164062,0,140.136993408203,1.61129999160767,13.4069995880127,2,63,140,18
"Ixodes pacificus",-236996.088359,306796.619972,23.3400001525879,0,131.526000976562,0.421700000762939,12.0543003082275,7,60,161,19
"Ixodes pacificus",-236996.088359,306796.619972,23.3400001525879,0,131.526000976562,0.421700000762939,12.0543003082275,7,60,161,19
"Ixodes pacificus",-237195.64085,305224.237699,-9999,-9999,130.432998657227,0.445699989795685,12.3233003616333,9,60,159,19
"Ixodes pacificus",-237195.64085,305224.237699,-9999,-9999,130.432998657227,0.445699989795685,12.3233003616333,9,60,159,19
"Ixodes pacificus",-235478.784002,303556.387786,20.5102996826172,0,131.925994873047,0.176300004124641,11.8529996871948,7,60,161,19
"Ixodes pacificus",-235478.784002,303556.387786,20.5102996826172,0,131.925994873047,0.176300004124641,11.8529996871948,7,60,161,19
"Ixodes pacificus",-246260.977946,299458.681571,20.1033000946045,0,139.708999633789,0.0322999991476536,11.3129997253418,7,61,149,19
"Ixodes pacificus",-246260.977946,299458.681571,20.1033000946045,0,139.708999633789,0.0322999991476536,11.3129997253418,7,61,149,19
"Ixodes pacificus",-249546.331369,296296.730015,22.9883003234863,0,140.651000976562,0.636300027370453,12.3090000152588,7,61,149,19
"Ixodes pacificus",-249546.331369,296296.730015,22.9883003234863,0,140.651000976562,0.636300027370453,12.3090000152588,7,61,149,19
"Ixodes pacificus",-225858.122332,294944.572374,15.5697002410889,0,233.751998901367,-0.500699996948242,11.5507001876831,7,59,147,19
"Ixodes pacificus",-225858.122332,294944.572374,15.5697002410889,0,233.751998901367,-0.500699996948242,11.5507001876831,7,59,147,19
"Ixodes pacificus",-207086.157541,290661.412814,31.4249992370605,0.0412999987602234,207.458999633789,4.3112998008728,15.4919996261597,2,54,149,20
"Ixodes pacificus",-257619.938669,288969.095338,14.7252998352051,0,147.307006835938,-1.36769998073578,10.0817003250122,7,63,147,19
"Ixodes pacificus",-257619.938669,288969.095338,14.7252998352051,0,147.307006835938,-1.36769998073578,10.0817003250122,7,63,147,19
"Ixodes pacificus",-182196.54321,280565.782276,31.0750007629395,0,137.147003173828,4.35300016403198,15.3147001266479,6,44,163,17
"Ixodes pacificus",-132408.962132,279117.682538,0,0,151.906005859375,-6.54530000686646,6.0282998085022,1,65,123,11
"Ixodes pacificus",-192288.773971,274681.848958,31.2882995605469,0,131.820999145508,4.02799987792969,15.6766996383667,6,43,147,16
"Ixodes pacificus",-192288.773971,274681.848958,31.2882995605469,0,131.820999145508,4.02799987792969,15.6766996383667,6,43,147,16
