"species","longitude","latitude","aet","cwd","ppt","tmn","tmx","fvegrec","mam","brd","rep"
"Ixodes pacificus",-236186.46717,427560.509393,46.8637008666992,0,63.4632987976074,0.644999980926514,15.1359996795654,7,64,143,17
"Ixodes pacificus",-221314.344799,426574.44258,43.6803016662598,0,49.1232986450195,0.0769999995827675,14.8819999694824,8,64,140,17
"Ixodes pacificus",-280403.972968,425014.708105,50.7027015686035,0,162.861999511719,1.47800004482269,16.3320007324219,2,65,141,18
"Ixodes pacificus",-107532.288569,334620.390631,38.000301361084,0,63.8967018127441,-1.35669994354248,13.0586996078491,3,60,165,12
"Ixodes pacificus",-203097.327666,333707.602643,62.3053016662598,0.0303000006824732,303.2919921875,3.77130007743835,16.1653003692627,6,61,148,20
"Ixodes pacificus",-203101.535615,333707.709754,62.3053016662598,0.0303000006824732,303.2919921875,3.77130007743835,16.1653003692627,6,61,148,20
"Ixodes pacificus",-202788.691841,333028.031013,55.8147010803223,0.164000004529953,300.559997558594,3.61199998855591,16.0673007965088,7,60,149,20
"Ixodes pacificus",-127184.682875,331180.818228,44.1967010498047,0,61.6102981567383,-0.777999997138977,14.4576997756958,4,65,153,15
"Ixodes pacificus",-189295.754531,327092.905494,60.3582992553711,0,299.192993164062,3.65000009536743,16.9277000427246,8,62,149,20
"Ixodes pacificus",-188690.135647,319821.554856,65.2057037353516,0,280.240997314453,4.44630002975464,17.3313007354736,7,61,154,20
"Ixodes pacificus",-189959.943153,319383.054738,65.7649993896484,0,274.858001708984,4.46299982070923,17.3693008422852,7,61,154,20
"Ixodes pacificus",-240497.147054,318557.219891,48.2402992248535,0,125.233001708984,0.439000010490417,14.673999786377,9,59,156,19
"Ixodes pacificus",-240497.147054,318557.219891,48.2402992248535,0,125.233001708984,0.439000010490417,14.673999786377,9,59,156,19
"Ixodes pacificus",-240450.796264,318526.95034,48.2402992248535,0,125.233001708984,0.439000010490417,14.673999786377,7,59,156,19
"Ixodes pacificus",-240450.880661,318580.261035,48.2402992248535,0,125.233001708984,0.439000010490417,14.673999786377,7,59,156,19
"Ixodes pacificus",-240455.196714,318577.059098,48.2402992248535,0,125.233001708984,0.439000010490417,14.673999786377,7,59,156,19
"Ixodes pacificus",-237154.762291,318456.255412,-9999,-9999,122.986999511719,0.604700028896332,14.4849996566772,7,59,154,19
"Ixodes pacificus",-237154.762291,318456.255412,-9999,-9999,122.986999511719,0.604700028896332,14.4849996566772,7,59,154,19
"Ixodes pacificus",-241049.822129,318365.074911,45.9469985961914,0.724699974060059,127.053001403809,0.38400000333786,14.6090002059937,7,59,156,19
"Ixodes pacificus",-241203.170786,318457.436973,46.6707000732422,0,127.045997619629,0.382999986410141,14.6106996536255,7,59,156,19
"Ixodes pacificus",-241203.170786,318457.436973,46.6707000732422,0,127.045997619629,0.382999986410141,14.6106996536255,7,59,156,19
"Ixodes pacificus",-241203.170786,318457.436973,46.6707000732422,0,127.045997619629,0.382999986410141,14.6106996536255,7,59,156,19
"Ixodes pacificus",-241203.170786,318457.436973,46.6707000732422,0,127.045997619629,0.382999986410141,14.6106996536255,7,59,156,19
"Ixodes pacificus",-241049.822129,318365.074911,45.9469985961914,0.724699974060059,127.053001403809,0.38400000333786,14.6090002059937,7,59,156,19
"Ixodes pacificus",-241052.117553,318372.918262,45.9469985961914,0.724699974060059,127.053001403809,0.38400000333786,14.6090002059937,7,59,156,19
"Ixodes pacificus",-244395.867857,315034.846922,43.5736999511719,0,147.507995605469,0.244299992918968,13.3247003555298,7,59,155,19
"Ixodes pacificus",-195918.394464,311728.299239,65.4727020263672,0,279.375,5.03970003128052,17.4927005767822,7,59,156,20
"Ixodes pacificus",-264323.171171,310995.728232,58.4572982788086,0,120.200996398926,2.32100009918213,17.0109996795654,6,64,139,18
"Ixodes pacificus",-233901.074922,311192.620977,-9999,-9999,113.130996704102,1.51030004024506,14.8393001556396,2,60,160,19
"Ixodes pacificus",-264104.44679,310659.717783,57.7490005493164,0,119.997001647949,2.32100009918213,17.0109996795654,7,64,138,18
"Ixodes pacificus",-237128.433493,306808.313636,54.7400016784668,0,108.231002807617,1.39600002765656,15.430700302124,7,60,161,19
"Ixodes pacificus",-237128.433493,306808.313636,54.7400016784668,0,108.231002807617,1.39600002765656,15.430700302124,7,60,161,19
"Ixodes pacificus",-237128.433493,306808.313636,54.7400016784668,0,108.231002807617,1.39600002765656,15.430700302124,7,60,161,19
"Ixodes pacificus",-237195.64085,305224.237699,-9999,-9999,107.348999023438,1.54030001163483,15.6386995315552,9,60,159,19
"Ixodes pacificus",-236952.919299,303970.842513,55.5416984558105,0,106.680000305176,1.71770000457764,15.8556995391846,9,60,161,19
"Ixodes pacificus",-222177.666507,296125.736456,57.9020004272461,4.42000007629395,197.477996826172,3.44169998168945,16.9146995544434,6,59,155,19
"Ixodes pacificus",-222177.666507,296125.736456,57.9020004272461,4.42000007629395,197.477996826172,3.44169998168945,16.9146995544434,6,59,155,19
"Ixodes pacificus",-254733.447477,290788.824675,41.6646995544434,0,136.113998413086,0.418700009584427,12.3009996414185,7,62,148,19
"Ixodes pacificus",-206952.189846,290504.677966,62.9370002746582,4.01300001144409,157.210006713867,6.16429996490479,18.7280006408691,8,54,150,20
"Ixodes pacificus",-247721.339188,289781.609398,51.3953018188477,0,114.851997375488,1.25569999217987,15.7049999237061,2,60,151,19
"Ixodes pacificus",-201473.686636,289070.148021,67.2799987792969,0,150.059005737305,6.23129987716675,18.9563007354736,6,46,153,16
