"species","longitude","latitude","aet","cwd","ppt","tmn","tmx","fvegrec","mam","brd","rep"
"Ixodes pacificus",-198460.967731,340948.41064,10.9069995880127,0,319.506988525391,0.915000021457672,10.3287000656128,7,64,150,20
"Ixodes pacificus",-189322.376648,327381.214373,14.1472997665405,0,334.64599609375,1.46300005912781,11.0046997070312,6,62,149,20
"Ixodes pacificus",-189470.486012,326821.806102,12.8990001678467,0,331.565002441406,1.50769996643066,11.2040004730225,6,62,149,20
"Ixodes pacificus",-188690.135647,319821.554856,15.6219997406006,0,331.072998046875,1.98199999332428,11.5362997055054,7,61,154,20
"Ixodes pacificus",-189638.516993,319775.156958,16.2430000305176,0,331.528015136719,1.84300005435944,11.3242998123169,6,61,154,20
"Ixodes pacificus",-189822.413714,319135.504558,15.5382995605469,0,323.957000732422,1.82630002498627,11.6420001983643,7,61,154,20
"Ixodes pacificus",-195918.394464,311728.299239,16.375,0,318.670989990234,2.59800004959106,12.1459999084473,7,59,156,20
"Ixodes pacificus",-222365.918159,303414.276769,8.49499988555908,0,213.679000854492,-0.0976999998092651,9.11429977416992,6,60,153,19
"Ixodes pacificus",-150311.388862,247779.65776,8.49429988861084,0,182.77799987793,-0.466699987649918,9.05799961090088,7,58,141,20
"Ixodes pacificus",-307449.708242,245898.158696,16.680700302124,0,248.408004760742,3.08170008659363,11.2552995681763,2,52,148,18
"Ixodes pacificus",-320857.152692,239383.670154,21.7907009124756,0,332.382995605469,4.23299980163574,11.475700378418,6,55,148,16
"Ixodes pacificus",-76847.804809,217458.906306,2.83229994773865,0,179.509994506836,-3.09800004959106,7.51100015640259,7,65,130,13
"Ixodes pacificus",-115378.323514,186897.626304,18.6730003356934,0,350.195007324219,2.41669988632202,10.6429996490479,7,57,132,19
"Ixodes pacificus",-72494.1336228,149422.232747,13.6169996261597,0,292.367004394531,-0.0586999990046024,9.17230033874512,7,58,121,19
"Ixodes pacificus",-69830.7475864,149324.555958,13.315299987793,0,274.553985595703,-0.579299986362457,10.3563003540039,8,56,120,19
"Ixodes pacificus",-258452.186569,147182.995225,21.7943000793457,0,257.60400390625,2.79769992828369,11.2740001678467,7,54,158,19
"Ixodes pacificus",-89983.4583151,146285.545427,19.6296997070312,0,255.220001220703,1.54130005836487,12.9270000457764,6,58,139,20
"Ixodes pacificus",-90002.0571261,146161.277218,19.6296997070312,0,255.220001220703,1.54130005836487,12.9270000457764,6,57,139,20
"Ixodes pacificus",-127981.579242,145172.178544,21.3640003204346,0.833299994468689,111.636001586914,3.83999991416931,12.5747003555298,11,38,171,14
"Ixodes pacificus",-222392.215006,144218.046129,16.8236999511719,0.543299973011017,155.003997802734,0.898000001907349,12.9619998931885,2,55,143,19
"Ixodes pacificus",-222392.215006,144218.046129,16.8236999511719,0.543299973011017,155.003997802734,0.898000001907349,12.9619998931885,2,55,143,19
"Ixodes pacificus",-93868.2977446,143019.58401,18.8346996307373,0,232.593994140625,2.24970006942749,13.1129999160767,6,57,142,22
"Ixodes pacificus",-107088.38637,141540.287926,22.4937000274658,0,169.904998779297,3.28600001335144,13.0570001602173,9,50,170,18
"Ixodes pacificus",-107088.38637,141540.287926,22.4937000274658,0,169.904998779297,3.28600001335144,13.0570001602173,9,50,170,18
"Ixodes pacificus",-90792.6193315,132688.75613,17.422700881958,0,257.006988525391,0.46900001168251,11.3909997940063,7,56,139,22
"Ixodes pacificus",-70042.2689175,132667.03014,15.8590002059937,0,273.524993896484,0.882000029087067,9.71469974517822,6,57,124,20
"Ixodes pacificus",-73645.7363508,129197.732829,17.4617004394531,0,254.490005493164,0.87830001115799,10.5823001861572,6,56,130,21
"Ixodes pacificus",-300203.733974,123508.714487,21.4729995727539,0,203.246994018555,3.46199989318848,13.8147001266479,11,53,156,17
"Ixodes pacificus",-81839.0269747,121478.781721,22.0393009185791,0,213.296997070312,1.6797000169754,12.1752996444702,2,55,140,22
"Ixodes pacificus",-81839.0269747,121478.781721,22.0393009185791,0,213.296997070312,1.6797000169754,12.1752996444702,2,55,140,22
"Ixodes pacificus",-243346.597064,114929.36175,16.3010005950928,0,154.878005981445,0.415699988603592,12.2829999923706,6,49,163,19
"Ixodes pacificus",-93659.1893972,114552.996636,22.4286994934082,0,155.848007202148,2.49070000648499,13.0762996673584,6,47,171,19
"Ixodes pacificus",-93659.1893972,114552.996636,22.4286994934082,0,155.848007202148,2.49070000648499,13.0762996673584,6,47,171,19
"Ixodes pacificus",-92936.6430489,108864.939412,23.233699798584,0,170.785995483398,2.45169997215271,12.5907001495361,5,45,171,19
"Ixodes pacificus",-237256.986213,108456.290498,19.7509994506836,0,177.960998535156,2.32200002670288,12.3599996566772,8,48,163,19
"Ixodes pacificus",-82821.2099436,107379.420631,20.7626991271973,0,163.539993286133,2.38129997253418,12.2856998443604,8,54,140,22
"Ixodes pacificus",-82821.2099436,107379.420631,20.7626991271973,0,163.539993286133,2.38129997253418,12.2856998443604,8,54,140,22
"Ixodes pacificus",-82821.2099436,107379.420631,20.7626991271973,0,163.539993286133,2.38129997253418,12.2856998443604,8,54,140,22
"Ixodes pacificus",-202874.847069,107178.314675,20.0100002288818,0.935699999332428,112.38200378418,2.125,12.9372997283936,6,47,145,17
"Ixodes pacificus",-82413.32483,105417.932904,21.6410007476807,0,156.850997924805,1.96000003814697,12.3427000045776,6,54,141,22
"Ixodes pacificus",-224150.692546,103886.710575,16.2007007598877,0,147.14599609375,-0.314000010490417,12.7229995727539,11,50,172,18
