longitude,latitude,aet,cwd,ppt,tmn,tmx,fvegrec,mam,brd,rep
-92936.64305,108864.9394,24.68569946,0,158.3529968,2.495699883,12.63500023,5,45,171,19
-82821.20994,107379.4206,22.77869987,0,161.6490021,2.548300028,12.54370022,8,54,140,22
-251764.8051,105931.8929,19.67930031,0,174.8359985,1.382699966,12.89299965,8,48,170,18
-82413.32483,105417.9329,23.65970039,0,156.9850006,2.145299911,12.46070004,6,54,141,22
-66048.16997,103274.7695,23.38299942,0,229.0910034,2.623699903,11.22729969,7,58,133,21
-87629.86238,103360.0645,21.59569931,0,152.5930023,2.853699923,12.35999966,9,52,141,22
-257654.8322,102759.7165,26.24169922,0,206.7389984,4.122000217,11.48799992,8,52,156,18
-257654.8322,102759.7165,26.24169922,0,206.7389984,4.122000217,11.48799992,8,52,156,18
-201374.3943,102327.227,19.4803009,0,123.2839966,1.855700016,13.26500034,6,47,146,17
-68449.44013,101199.2384,24.84399986,0,222.5970001,2.638299942,11.60330009,7,57,134,22
-89747.60938,100628.5422,25.38829994,0,151.3379974,3.420700073,12.27830029,6,52,143,22
-89747.60938,100628.5422,25.38829994,0,151.3379974,3.420700073,12.27830029,6,52,143,22
-89106.00375,96606.62863,23.79430008,0,150.7839966,2.505700111,12.27630043,6,49,172,19
-92328.86809,96720.0235,24.43400002,0,151.1649933,2.961999893,12.20170021,5,48,171,19
-235530.997,95793.80068,22.09029961,0,281.7489929,3.323699951,11.14700031,7,48,164,19
-235530.997,95793.80068,22.09029961,0,281.7489929,3.323699951,11.14700031,7,48,164,19
-235530.997,95793.80068,22.09029961,0,281.7489929,3.323699951,11.14700031,7,48,164,19
-194487.7136,92721.96038,24.74370003,0.095700003,123.586998,3.361299992,12.49100018,2,46,144,17
-194487.7136,92721.96038,24.74370003,0.095700003,123.586998,3.361299992,12.49100018,2,46,144,17
-194487.7136,92721.96038,24.74370003,0.095700003,123.586998,3.361299992,12.49100018,2,46,144,17
-94627.6481,89765.47158,25.33499908,0,125.6800003,3.585999966,12.3362999,2,48,170,19
-77524.68531,87663.43079,24.71629906,0,140.8800049,3.186700106,12.60400009,6,50,169,19
-77524.68531,87663.43079,24.71629906,0,140.8800049,3.186700106,12.60400009,6,50,169,19
-88951.38128,85255.76535,25.375,0,136.6139984,3.142299891,12.4989996,8,50,170,19
-89563.67742,84817.77051,25.20829964,0,134.2140045,3.363300085,12.42800045,8,50,169,19
-90137.06154,84768.45229,25.46369934,0,133.576004,3.291699886,12.42930031,8,49,169,19
-90838.05383,84954.01701,25.94269943,0,127.7990036,3.48029995,12.41069984,6,49,169,19
-89738.45797,84708.51545,24.46170044,0,132.3450012,3.560300112,12.35470009,5,49,169,19
-89938.18568,84699.58027,24.53829956,0,130.5809937,3.569999933,12.34399986,8,49,169,19
-90516.78742,84729.26874,25.50799942,0,131.3619995,3.421700001,12.38829994,8,49,169,19
-90516.78742,84729.26874,25.50799942,0,131.3619995,3.421700001,12.38829994,8,49,169,19
-42984.76209,84071.33325,20.52829933,0,230.6080017,0.326999992,12.29870033,7,56,125,17
-91449.1727,83071.06747,25.35099983,0,123.6920013,3.659300089,12.43200016,8,48,170,19
-225969.4928,73834.39048,26.14369965,0,244.6519928,3.880000114,11.88599968,7,45,177,18
-225969.4928,73834.39048,26.14369965,0,244.6519928,3.880000114,11.88599968,7,45,177,18
-103198.7171,71004.24488,26.06699944,0,116.2730026,4.109000206,12.26099968,6,39,167,14
-103198.7171,71004.24488,26.06699944,0,116.2730026,4.109000206,12.26099968,6,39,167,14
-103198.7171,71004.24488,26.06699944,0,116.2730026,4.109000206,12.26099968,6,39,167,14
-103198.7171,71004.24488,26.06699944,0,116.2730026,4.109000206,12.26099968,6,39,167,14
-103198.7171,71004.24488,26.06699944,0,116.2730026,4.109000206,12.26099968,6,39,167,14
-114023.3396,67233.79576,26.3173008,0,100.137001,4.331699848,12.28199959,6,39,169,14
-114023.3396,67233.79576,26.3173008,0,100.137001,4.331699848,12.28199959,6,39,169,14
-213181.4396,64931.59392,25.79030037,0.215000004,197.4940033,3.850300074,11.83269978,5,47,173,18
-223482.933,64217.2919,22.8409996,0,189.0890045,3.007999897,14.77900028,7,46,175,17
-212577.4868,63370.38799,26.51000023,0.292699993,194.9140015,3.798300028,12.0340004,7,47,174,18
-212577.4868,63370.38799,26.51000023,0.292699993,194.9140015,3.798300028,12.0340004,7,47,174,18
-212577.4868,63370.38799,26.51000023,0.292699993,194.9140015,3.798300028,12.0340004,7,47,174,18
-212577.4868,63370.38799,26.51000023,0.292699993,194.9140015,3.798300028,12.0340004,7,47,174,18
-219506.1411,62795.69763,24.02499962,0,184.7100067,3.156300068,14.33870029,11,46,171,17
-219506.1411,62795.69763,24.02499962,0,184.7100067,3.156300068,14.33870029,11,46,171,17
-218365.8238,61464.41935,24.94370079,0.085299999,182.2339935,3.255300045,14.13469982,11,46,171,17
-218365.8238,61464.41935,24.94370079,0.085299999,182.2339935,3.255300045,14.13469982,11,46,171,17
-218343.1256,61005.68227,24.55470085,0.072999999,181.9830017,3.273699999,14.10700035,6,46,171,17
-218343.1256,61005.68227,24.55470085,0.072999999,181.9830017,3.273699999,14.10700035,6,46,171,17
-18841.07467,53805.92949,21.80929947,0,203.6179962,0.339700013,10.86299992,6,56,120,16
-231237.8693,51217.39576,25.4659996,0,169.0019989,3.688999891,14.04100037,6,46,174,15
-43595.02932,47852.27213,20.31170082,0,202.5099945,1.082700014,11.18900013,7,58,133,17
-55997.99545,45626.12922,27.33600044,0.129700005,169.6390076,2.797699928,12.63669968,2,55,142,21
-55997.99545,45626.12922,27.33600044,0.129700005,169.6390076,2.797699928,12.63669968,2,55,142,21
-56005.75603,45626.18179,27.33600044,0.129700005,169.6390076,2.797699928,12.63669968,2,55,142,21
-221852.0637,39283.78672,26.62870026,0,203.7220001,4.472000122,13.24269962,6,45,178,15
-221852.0637,39283.78672,26.62870026,0,203.7220001,4.472000122,13.24269962,6,45,178,15
-221852.0637,39283.78672,26.62870026,0,203.7220001,4.472000122,13.24269962,6,45,178,15
-221852.0637,39283.78672,26.62870026,0,203.7220001,4.472000122,13.24269962,6,45,178,15
-267194.6268,36186.27899,25.18799973,0.0233,171.9889984,4.136700153,13.88099957,2,50,187,15
-267194.6268,36186.27899,25.18799973,0.0233,171.9889984,4.136700153,13.88099957,2,50,187,15
-196821.3246,31620.72093,25.74130058,0.076300003,131.0509949,3.849699974,13.89970016,5,44,173,15
-196821.3246,31620.72093,25.74130058,0.076300003,131.0509949,3.849699974,13.89970016,5,44,173,15
-186488.2341,26216.68209,28.01670074,0.35769999,119.4530029,3.809000015,13.23830032,2,46,173,15
-89301.01501,16491.80326,27.21800041,0.326999992,84.91770172,3.511699915,12.54800034,2,38,165,13
-19079.68194,5674.658791,14.52330017,0,192.7570038,-0.681999981,10.3927002,7,60,133,16
-23995.97698,5687.40586,17.98130035,0,195.7200012,0.052000001,10.0532999,7,58,139,20
-18375.44367,5178.379813,14.12629986,0,192.9859924,-0.791000009,9.893699646,7,60,135,16
-41590.66961,4176.060703,27.31130028,0.194000006,157.3410034,2.028000116,13.11699963,6,47,166,18
-41309.91875,3974.558076,27.27370071,0.192300007,157.4680023,2.057699919,12.88199997,6,47,166,18
-41309.91875,3974.558076,27.27370071,0.192300007,157.4680023,2.057699919,12.88199997,6,47,166,18
-41309.91875,3974.558076,27.27370071,0.192300007,157.4680023,2.057699919,12.88199997,6,47,166,18
-35084.56704,2298.436842,25.69799995,0.052999999,171.8899994,1.24000001,12.40429974,6,55,142,20
-34884.60187,2533.270017,25.49430084,0.039000001,173.0559998,1.061699986,12.41030025,6,55,142,20
-48342.95868,1944.771944,28.40329933,0.533699989,146.9530029,2.407700062,13.28730011,6,47,166,18
-218929.0858,2063.80591,27.80929947,0,154.977005,5.194300175,13.15069962,6,42,198,14
-218929.0858,2063.80591,27.80929947,0,154.977005,5.194300175,13.15069962,6,42,198,14
-218929.0858,2063.80591,27.80929947,0,154.977005,5.194300175,13.15069962,6,42,198,14
-218929.0858,2063.80591,27.80929947,0,154.977005,5.194300175,13.15069962,6,42,198,14
-34974.73347,1944.461313,25.71100044,0.056000002,170.2669983,1.376700044,12.47099972,6,55,142,20
-216088.4212,1154.204389,29.52000046,0,147.0110016,5.695000172,13.42099953,6,7,128,2
-28837.60799,-812.7026069,25.73699951,0.0277,178.3079987,0.82099998,12.27700043,6,57,145,20
-28837.60799,-812.7026069,25.73699951,0.0277,178.3079987,0.82099998,12.27700043,6,57,145,20
-44559.958,-3701.484499,29.71999931,0.390700012,139.2510071,2.660700083,13.49199963,6,48,166,18
-189847.3324,-8058.549305,28.4307003,0,134.8280029,3.970299959,12.67700005,6,46,188,17
-189847.3324,-8058.549305,28.4307003,0,134.8280029,3.970299959,12.67700005,6,46,188,17
-199180.418,-9141.391726,29.67099953,0,128.4470062,5.322700024,13.29199982,4,48,195,18
-199180.418,-9141.391726,29.67099953,0,128.4470062,5.322700024,13.29199982,4,48,195,18
-198855.6633,-9480.530233,29.57799911,0,128.7669983,5.37169981,13.23270035,6,48,194,19
-198797.7224,-9628.696687,29.57799911,0,128.7669983,5.37169981,13.23270035,6,48,194,19
-197944.082,-9927.039963,29.50270081,0,129.9429932,5.290999889,12.93630028,8,48,189,17
-197944.082,-9927.039963,29.50270081,0,129.9429932,5.290999889,12.93630028,8,48,189,17
-197944.082,-9927.039963,29.50270081,0,129.9429932,5.290999889,12.93630028,8,48,189,17
-197944.082,-9927.039963,29.50270081,0,129.9429932,5.290999889,12.93630028,8,48,189,17
-197944.082,-9927.039963,29.50270081,0,129.9429932,5.290999889,12.93630028,8,48,189,17
-197944.082,-9927.039963,29.50270081,0,129.9429932,5.290999889,12.93630028,8,48,189,17
-197184.3495,-10076.28846,29.63999939,0,132.7409973,6.334000111,12.50230026,2,48,189,17
-198446.736,-10195.28991,28.76429939,0,129.6750031,5.379000187,13.01830006,6,48,192,18
-197337.142,-9889.412509,30.00329971,0,132.6750031,6.361299992,12.46399975,4,48,189,17
-198316.9695,-10463.03533,28.59000015,0,130.3049927,5.398700237,12.98999977,6,48,191,17
-198316.9695,-10463.03533,28.59000015,0,130.3049927,5.398700237,12.98999977,6,48,191,17
-197568.1229,-10369.64633,30.32999992,0,133.5590057,6.476299763,12.40069962,4,48,189,17
-197896.5823,-10699.88596,29.70470047,0,131.7510071,5.592700005,12.77369976,6,48,190,17
-198140.4339,-10463.90386,28.5359993,0,130.272995,5.19329977,12.90869999,4,48,190,17
-197455.3834,-10749.17238,29.96999931,0,132.0559998,5.989699841,12.57600021,6,48,189,17
-197353.755,-11331.03627,29.61330032,0,132.1750031,5.924300194,12.52169991,4,48,190,17
-197294.8104,-18115.51826,31.1779995,0.038699999,118.552002,6.451700211,13.97070026,5,47,194,16
-197294.8104,-18115.51826,31.1779995,0.038699999,118.552002,6.451700211,13.97070026,5,47,194,16
-172078.1116,-18385.43721,29.00029945,0.0103,99.81030273,3.803299904,13.3760004,5,48,176,20
-178533.3784,-23019.75374,31.70969963,0,136.3300018,5.748700142,12.17269993,2,47,176,17
-185783.6104,-25874.68103,31.41329956,0.100699998,125.435997,5.085700035,13.02130032,8,47,188,17
-188361.0705,-26617.46077,30.36730003,0,120.2850037,5.706699848,13.87530041,5,47,190,17
-141404.1784,-39420.10768,32.46170044,0.887300014,68.18229675,4.988999844,13.70600033,2,44,143,24
-156699.5505,-40214.52231,29.17370033,0.182699993,74.896698,3.532999992,13.65429974,5,48,153,22
-216180.4042,-42940.12878,31.26329994,0,167.4160004,6.853700161,13.44330025,8,47,191,19
-216180.4042,-42940.12878,31.26329994,0,167.4160004,6.853700161,13.44330025,8,47,191,19
-216180.4042,-42940.12878,31.26329994,0,167.4160004,6.853700161,13.44330025,8,47,191,19
28437.25413,-52107.69861,20.20700073,0,196.9550018,-0.879299998,10.9137001,7,62,124,17
-202402.2588,-61738.42581,31.67029953,0,196.0570068,4.78429985,14.48970032,8,50,187,19
-202402.2588,-61738.42581,31.67029953,0,196.0570068,4.78429985,14.48970032,8,50,187,19
-202402.2588,-61738.42581,31.67029953,0,196.0570068,4.78429985,14.48970032,8,50,187,19
-121151.4812,-65375.74155,25.13699913,0.216000006,76.0503006,2.656699896,13.21930027,6,45,142,24
-122058.2738,-65129.11175,24.79730034,0.207000002,75.62400055,2.008300066,13.29829979,2,46,146,25
-122058.2738,-65129.11175,24.79730034,0.207000002,75.62400055,2.008300066,13.29829979,2,46,146,25
-121151.4812,-65375.74155,25.13699913,0.216000006,76.0503006,2.656699896,13.21930027,6,45,142,24
-121177.831,-65364.24297,25.13699913,0.216000006,76.0503006,2.656699896,13.21930027,6,45,142,24
-122093.6201,-65128.5967,24.79730034,0.207000002,75.62400055,2.008300066,13.29829979,6,46,146,25
-121177.831,-65364.24297,25.13699913,0.216000006,76.0503006,2.656699896,13.21930027,6,45,142,24
-198721.1977,-70499.74121,33.37799835,0,195.9859924,5.409699917,13.42770004,8,50,183,20
-192764.5513,-73998.14283,31.94499969,0,184.7380066,5.800300121,12.38300037,6,50,184,20
-192764.5513,-73998.14283,31.94499969,0,184.7380066,5.800300121,12.38300037,6,50,184,20
-192764.5513,-73998.14283,31.94499969,0,184.7380066,5.800300121,12.38300037,6,50,184,20
-192848.6153,-74428.52167,32.04169846,0,191.6950073,5.756999969,12.16670036,2,50,184,20
-192790.7778,-74607.75718,33.52299881,0,190.4440002,5.774000168,12.30130005,2,50,184,20
-192790.7778,-74607.75718,33.52299881,0,190.4440002,5.774000168,12.30130005,2,50,184,20
-192790.7778,-74607.75718,33.52299881,0,190.4440002,5.774000168,12.30130005,2,50,184,20
-192537.5436,-74758.12258,34.18270111,0,188.5220032,5.769299984,12.27070045,2,50,184,20
-192537.5436,-74758.12258,34.18270111,0,188.5220032,5.769299984,12.27070045,2,50,184,20
-191585.4815,-75839.01446,34.18030167,0,194.3829956,5.789999962,12.07699966,7,50,181,20
-183239.8428,-106882.7266,31.1427002,0,240.3809967,2.966300011,16.38629913,7,50,189,19
-124348.3432,-108285.6651,33.8913002,0.493699998,115.7699966,5.081699848,13.10229969,6,47,146,24
-124348.3432,-108285.6651,33.8913002,0.493699998,115.7699966,5.081699848,13.10229969,6,47,146,24
-180251.9279,-109109.0114,34.44499969,0,203.8480072,3.921000004,16.24729919,7,50,187,19
-169158.9084,-111162.4238,35.1072998,0,148.151001,4.454999924,16.37000084,7,49,186,18
-169158.9084,-111162.4238,35.1072998,0,148.151001,4.454999924,16.37000084,7,49,186,18
-181917.9889,-111319.025,36.1609993,0,201.0130005,4.337999821,15.99569988,6,49,187,19
-181447.4575,-111925.0954,35.26599884,0,176.4620056,4.626999855,15.86429977,6,49,187,19
108375.4847,-162800.4522,11.11400032,0,176.8860016,-1.832700014,8.544699669,6,58,123,18
108375.4847,-162800.4522,11.11400032,0,176.8860016,-1.832700014,8.544699669,6,58,123,18
107299.4364,-166086.2626,37.01800156,0.287,134.8029938,2.538700104,13.75570011,6,59,124,19
107299.4364,-166086.2626,37.01800156,0.287,134.8029938,2.538700104,13.75570011,6,59,124,19
-105820.2737,-169084.601,33.54199982,0.354299992,93.59269714,1.469699979,15.61600018,6,46,142,24
-105820.2737,-169084.601,33.54199982,0.354299992,93.59269714,1.469699979,15.61600018,6,46,142,24
-164644.1505,-191077.0048,36.84030151,0.632700026,127.6320038,5.896999836,15.73799992,7,47,172,22
-133331.9564,-196849.0131,32.86429977,0.309300005,107.8440018,1.670300007,16.90699959,8,50,167,22
-133331.9564,-196849.0131,32.86429977,0.309300005,107.8440018,1.670300007,16.90699959,8,50,167,22
-133331.9564,-196849.0131,32.86429977,0.309300005,107.8440018,1.670300007,16.90699959,8,50,167,22
-133331.9564,-196849.0131,32.86429977,0.309300005,107.8440018,1.670300007,16.90699959,8,50,167,22
125389.447,-273409.655,37.22399902,1.279999971,75.35970306,1.970000029,15.23499966,5,51,162,22
125389.447,-273409.655,37.22399902,1.279999971,75.35970306,1.970000029,15.23499966,5,51,162,22
-67082.58281,-288007.4337,37.97069931,1.667000055,186.4210052,4.501299858,15.88099957,8,49,179,18
-67082.58281,-288007.4337,37.97069931,1.667000055,186.4210052,4.501299858,15.88099957,8,49,179,18
-67082.58281,-288007.4337,37.97069931,1.667000055,186.4210052,4.501299858,15.88099957,8,49,179,18
-67082.58281,-288007.4337,37.97069931,1.667000055,186.4210052,4.501299858,15.88099957,8,49,179,18
-43071.358,-303051.5252,38.01869965,0.460299999,147.9089966,0.976700008,16.1072998,6,47,150,19
-43071.358,-303051.5252,38.01869965,0.460299999,147.9089966,0.976700008,16.1072998,6,47,150,19
-80010.18485,-306292.4871,40.63430023,2.915699959,101.1669998,5.343299866,17.15430069,8,49,198,18
-80010.18485,-306292.4871,40.63430023,2.915699959,101.1669998,5.343299866,17.15430069,8,49,198,18
267775.4963,-344684.4478,16.03030014,32.32429886,19.33769989,1.136000037,15.77999973,5,38,102,30
99769.82842,-348936.1441,30.07729912,7.317699909,61.43930054,1.706699967,11.81099987,2,54,157,27
76711.64387,-383665.8096,35.41870117,0.430700004,141.0829926,0.048,14.35270023,8,51,156,24
-6496.759545,-384986.825,46.3409996,0.762300014,138.5980072,6.768700123,18.97400093,6,45,190,20
18920.05729,-385998.6199,48.54470062,1.004999995,136.4309998,4.702300072,18.60269928,6,49,166,24
18920.05729,-385998.6199,48.54470062,1.004999995,136.4309998,4.702300072,18.60269928,6,49,166,24
66473.9784,-389161.1635,47.96829987,2.597700119,154.6840057,4.088300228,18.02700043,8,49,157,24
37532.11241,-395656.613,60.37929916,3.31069994,205.9880066,7.588300228,17.1420002,6,46,191,21
37532.11241,-395656.613,60.37929916,3.31069994,205.9880066,7.588300228,17.1420002,6,46,191,21
37532.11241,-395656.613,60.37929916,3.31069994,205.9880066,7.588300228,17.1420002,6,46,191,21
37532.12772,-395660.1641,60.37929916,3.31069994,205.9880066,7.588300228,17.1420002,6,46,191,21
37532.12772,-395660.1641,60.37929916,3.31069994,205.9880066,7.588300228,17.1420002,6,46,191,21
40911.82328,-398109.7022,51.47999954,8.213299751,151.9179993,6.84800005,18.1970005,6,46,187,20
102449.4275,-406766.5805,53.4496994,6.666999817,112.4710007,7.501699924,17.33530045,8,50,173,20
102449.4275,-406766.5805,53.4496994,6.666999817,112.4710007,7.501699924,17.33530045,8,50,173,20
71179.50981,-413304.1041,50.26200104,8.118000031,106.6549988,6.289000034,18.76300049,8,48,186,21
71179.50981,-413304.1041,50.26200104,8.118000031,106.6549988,6.289000034,18.76300049,8,48,186,21
71179.50981,-413304.1041,50.26200104,8.118000031,106.6549988,6.289000034,18.76300049,8,48,186,21
70438.42078,-416595.6176,47.77529907,8.311300278,86.69869995,6.761300087,19.03770065,5,50,185,19
233481.0401,-418222.0931,57.78269958,2.773999929,222.5509949,5.716700077,16.00869942,8,55,150,29
123014.6014,-423502.8836,48.08929825,12.45069981,95.18099976,6.816699982,19.01729965,8,51,171,20
123014.6014,-423502.8836,48.08929825,12.45069981,95.18099976,6.816699982,19.01729965,8,51,171,20
110788.7053,-430366.8302,50.00469971,9.29529953,104.9990005,9.20470047,18.00300026,8,50,179,21
272463.9282,-430489.0712,43.28030014,8.411700249,108.0309982,2.727999926,14.42430019,8,57,154,29
278052.9003,-430936.5488,34.81399918,2.767299891,119.8550034,0.756699979,12.56529999,8,58,148,29
278052.9003,-430936.5488,34.81399918,2.767299891,119.8550034,0.756699979,12.56529999,8,58,148,29
104946.4477,-436033.805,55.2303009,8.206299782,127.5589981,9.777999878,18.26029968,2,50,186,21
104946.4477,-436033.805,55.2303009,8.206299782,127.5589981,9.777999878,18.26029968,2,50,186,21
227312.6579,-491406.1953,45.5746994,19.7887001,67.83229828,7.960299969,20.00499916,8,55,179,27
202529.744,-492133.1455,36.92499924,26.31500053,51.82130051,7.957300186,19.16670036,5,54,191,24
202759.0068,-492299.9785,36.72600174,25.53070068,51.99300003,8.102000237,19.07130051,2,54,191,24
202759.0068,-492299.9785,36.72600174,25.53070068,51.99300003,8.102000237,19.07130051,2,54,191,24
202759.0068,-492299.9785,36.72600174,25.53070068,51.99300003,8.102000237,19.07130051,2,54,191,24
202759.0068,-492299.9785,36.72600174,25.53070068,51.99300003,8.102000237,19.07130051,2,54,191,24
253400.5019,-492446.351,48.72900009,16.5177002,101.9400024,7.047699928,18.69300079,8,55,170,31
253025.2887,-494203.9537,51.2983017,14.94169998,110.1019974,7.56799984,18.47570038,6,55,170,31
253025.2887,-494203.9537,51.2983017,14.94169998,110.1019974,7.56799984,18.47570038,6,55,170,31
253025.2887,-494203.9537,51.2983017,14.94169998,110.1019974,7.56799984,18.47570038,6,55,170,31
253025.2887,-494203.9537,51.2983017,14.94169998,110.1019974,7.56799984,18.47570038,6,55,170,31
253025.2887,-494203.9537,51.2983017,14.94169998,110.1019974,7.56799984,18.47570038,6,55,170,31
253025.2887,-494203.9537,51.2983017,14.94169998,110.1019974,7.56799984,18.47570038,6,55,170,31
253025.2887,-494203.9537,51.2983017,14.94169998,110.1019974,7.56799984,18.47570038,6,55,170,31
253266.9721,-494590.7283,50.85070038,14.53929996,110.3180008,7.538000107,18.50699997,2,55,170,31
253266.9721,-494590.7283,50.85070038,14.53929996,110.3180008,7.538000107,18.50699997,2,55,170,31
